patch_id,city_code,entropy_normalised,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,distance_to_center_km
chicago_0259,chicago,0.425823,301,148,12,0.635021,0.312236,0.025316,3.557,35.13,29612.56,0.392365,740.62,46.2696,1.019454,14.329
chicago_0555,chicago,0.431404,178,115,108,0.425837,0.27512,0.258373,2.8756,41.01,24649.61,0.22142,653.12,38.515,1.008029,3.969
detroit_0239,detroit,0.421628,64,51,9,0.470588,0.375,0.066176,3.25,60.78,13432.86,0.322097,212.5,20.9888,1.008185,11.779
cairo_1483,cairo,0.432784,8,19,3,0.222222,0.527778,0.083333,2.8889,130.05,6762.45,0.253731,56.25,10.5663,1.007913,42.188
chicago_0232,chicago,0.442668,211,127,9,0.578082,0.347945,0.024658,3.4959,39.55,25233.81,0.377931,570.31,39.4278,1.004331,9.149
cairo_1951,cairo,0.424303,7,44,42,0.067308,0.423077,0.403846,2.1538,52.65,5897.11,0.044335,162.5,9.2142,1.015382,54.375
chicago_0487,chicago,0.443081,214,106,22,0.602817,0.298592,0.061972,3.4423,42.65,26057.73,0.364539,554.69,40.7152,1.005013,13.207
orlando_0656,orlando,0.433997,18,22,10,0.305085,0.372881,0.169492,2.8136,106.0,8798.2,0.221239,92.19,13.7472,1.01035,12.711
quito_1084,quito,0.42621,0,21,5,0.0,0.636364,0.151515,2.4848,90.94,3728.46,0.147541,51.56,5.8257,1.003172,21.349
chicago_0541,chicago,0.395376,356,121,5,0.713427,0.242485,0.01002,3.6593,35.57,32479.31,0.417925,779.69,50.7489,1.001912,9.923
chicago_0638,chicago,0.421475,311,126,13,0.66453,0.269231,0.027778,3.5769,37.52,31405.89,0.397422,731.25,49.0717,1.013766,12.635
brasilia_2052,brasilia,0.435656,1,20,8,0.025641,0.512821,0.205128,2.359,99.74,4588.09,0.109589,60.94,7.1689,1.03461,22.223
detroit_0605,detroit,0.428166,49,68,17,0.337931,0.468966,0.117241,3.0483,57.28,12657.92,0.270175,226.56,19.778,1.006743,12.023
denver_0259,denver,0.444894,232,151,8,0.567237,0.369193,0.01956,3.4914,33.14,23664.29,0.376384,639.06,36.9755,1.006038,3.304
kyoto_0354,kyoto,0.44058,18,41,9,0.202247,0.460674,0.101124,2.764,81.24,9992.46,0.202312,139.06,15.6132,1.002223,4.858
chicago_0167,chicago,0.39556,253,72,32,0.671088,0.190981,0.084881,3.4483,43.51,28281.01,0.365821,589.06,44.1891,1.006814,12.209
chicago_0636,chicago,0.432089,343,149,27,0.636364,0.276438,0.050093,3.5288,34.22,32545.67,0.384902,842.19,50.8526,1.009913,14.22
denver_0069,denver,0.426896,241,105,9,0.625974,0.272727,0.023377,3.5013,41.54,27994.82,0.379085,601.56,43.7419,1.004153,7.041
detroit_0107,detroit,0.415017,199,121,6,0.575145,0.349711,0.017341,3.4913,43.18,26081.88,0.377001,540.62,40.7529,1.008315,17.639
houston_0820,houston,0.415075,17,19,11,0.298246,0.333333,0.192982,2.7368,94.99,7409.59,0.201835,89.06,11.5775,1.052289,6.883
chicago_0396,chicago,0.41225,317,95,1,0.744131,0.223005,0.002347,3.7089,38.6,30495.73,0.430933,665.62,47.6496,1.003807,9.06
vancouver_0116,vancouver,0.415146,66,100,26,0.297297,0.45045,0.117117,2.9279,55.34,17986.85,0.236902,346.87,28.1045,0.998417,4.866
detroit_0089,detroit,0.408817,177,87,9,0.618881,0.304196,0.031469,3.5105,44.71,22444.53,0.382716,446.87,35.0696,1.000369,12.37
chicago_0202,chicago,0.440184,200,175,31,0.458716,0.401376,0.071101,3.2615,39.68,28212.46,0.318339,681.25,44.082,1.013001,12.413
chicago_0277,chicago,0.413707,158,70,28,0.587361,0.260223,0.104089,3.3309,55.71,24955.89,0.337711,420.31,38.9936,1.001546,8.713
detroit_0624,detroit,0.408397,85,54,6,0.562914,0.357616,0.039735,3.4437,59.24,15403.34,0.37037,235.94,24.0677,1.003821,13.04
chicago_0347,chicago,0.434499,362,138,8,0.689524,0.262857,0.015238,3.6381,36.22,34586.43,0.41244,820.31,54.0413,1.017046,11.445
brasilia_2089,brasilia,0.4126,1,26,8,0.023256,0.604651,0.186047,2.4651,105.27,5579.27,0.135802,67.19,8.7176,1.015407,22.659
chicago_0830,chicago,0.430872,192,84,24,0.611465,0.267516,0.076433,3.4331,43.8,23608.98,0.362761,490.62,36.889,1.014664,16.632
chicago_0218,chicago,0.41977,249,86,10,0.697479,0.240896,0.028011,3.6078,46.59,30001.22,0.406206,557.81,46.8769,1.002568,13.577
chicago_0371,chicago,0.436255,331,162,12,0.626894,0.306818,0.022727,3.5379,33.92,31679.02,0.38725,825.0,49.4985,1.016154,11.954
chicago_0585,chicago,0.436088,327,155,10,0.638672,0.302734,0.019531,3.5664,36.03,32897.67,0.394504,800.0,51.4026,1.014914,14.347
chicago_0770,chicago,0.437862,286,101,5,0.706173,0.249383,0.012346,3.6494,38.17,28204.75,0.416149,632.81,44.0699,1.005083,12.505
chicago_0481,chicago,0.432721,257,107,16,0.655612,0.272959,0.040816,3.551,37.91,26386.07,0.391528,612.5,41.2282,1.004904,17.818
chicago_0673,chicago,0.445035,259,108,18,0.644279,0.268657,0.044776,3.5124,36.78,25968.54,0.381727,628.12,40.5758,1.010824,22.124
detroit_0203,detroit,0.413537,60,44,8,0.508475,0.372881,0.067797,3.322,74.97,14693.32,0.341991,184.37,22.9583,1.000011,11.946
chicago_0346,chicago,0.436265,279,147,16,0.601293,0.31681,0.034483,3.5043,38.14,31010.19,0.379198,725.0,48.4534,1.01061,12.104
chicago_0542,chicago,0.424893,346,111,3,0.728421,0.233684,0.006316,3.6842,36.49,31932.27,0.424339,742.19,49.8942,1.006045,9.178
detroit_0414,detroit,0.398095,151,98,4,0.574144,0.372624,0.015209,3.5057,41.87,19302.71,0.381958,410.94,30.1605,1.004194,14.508
denver_0242,denver,0.436282,174,41,74,0.583893,0.137584,0.248322,3.0671,49.54,22640.15,0.270728,465.62,35.3752,1.004328,3.201
detroit_0058,detroit,0.413144,134,72,4,0.614679,0.330275,0.018349,3.5413,50.35,19434.68,0.392111,340.62,30.3667,0.999914,14.062
detroit_0494,detroit,0.444342,42,77,5,0.297872,0.546099,0.035461,3.1064,60.33,13213.28,0.285199,220.31,20.6458,1.016113,11.503
chicago_0563,chicago,0.409187,327,137,13,0.659274,0.27621,0.02621,3.5685,35.68,31573.88,0.395137,775.0,49.3342,1.003007,9.012
chicago_0302,chicago,0.440437,180,87,25,0.598007,0.289037,0.083056,3.402,42.14,21576.15,0.355109,470.31,33.7127,1.003026,13.882
chicago_0421,chicago,0.420441,341,123,7,0.69877,0.252049,0.014344,3.6352,36.0,31932.32,0.411946,762.5,49.8942,1.008256,14.373
chicago_0577,chicago,0.438873,283,135,12,0.640271,0.30543,0.027149,3.5656,35.57,28025.98,0.394767,690.62,43.7906,1.007808,20.672
cairo_2111,cairo,0.418521,6,53,37,0.056075,0.495327,0.345794,2.2617,56.23,6803.45,0.07177,167.19,10.6304,1.012095,62.157
portland_0320,portland,0.433435,24,39,7,0.311688,0.506494,0.090909,3.039,82.15,9611.04,0.275168,120.31,15.0173,1.020081,3.972
detroit_0267,detroit,0.420933,40,55,11,0.34188,0.470085,0.094017,3.0598,70.84,12679.47,0.275109,182.81,19.8117,1.010679,8.736
chicago_0914,chicago,0.436414,301,132,12,0.655773,0.287582,0.026144,3.573,38.34,31438.5,0.396495,717.19,49.1227,1.001866,15.067
portland_0389,portland,0.443182,28,45,5,0.282828,0.454545,0.050505,2.9697,87.38,12844.24,0.253886,154.69,20.0691,1.001438,7.593
houston_1423,houston,0.422929,24,32,2,0.328767,0.438356,0.027397,3.0685,104.29,11679.95,0.283688,114.06,18.2499,1.016653,11.816
chicago_0806,chicago,0.434121,332,160,18,0.627599,0.302457,0.034026,3.5236,35.29,32892.82,0.383666,826.56,51.395,1.012698,10.974
cleveland_0487,cleveland,0.418468,70,45,9,0.514706,0.330882,0.066176,3.2941,56.0,12545.04,0.333333,212.5,19.6016,1.00165,10.794
vancouver_0017,vancouver,0.431834,87,79,23,0.42439,0.385366,0.112195,3.122,51.02,16325.06,0.28642,320.31,25.5079,0.999281,5.693
cairo_1448,cairo,0.402374,25,10,0,0.520833,0.208333,0.0,3.25,106.36,8296.03,0.340659,75.0,12.9626,1.004771,41.449
detroit_0705,detroit,0.4008,60,53,11,0.422535,0.373239,0.077465,3.1408,57.19,12754.38,0.293907,221.87,19.9287,1.000222,13.609
chicago_0392,chicago,0.396791,188,88,8,0.626667,0.293333,0.026667,3.52,46.1,24339.71,0.384874,468.75,38.0308,1.001048,11.681
brasilia_2000,brasilia,0.394136,12,40,8,0.181818,0.606061,0.121212,2.8485,86.49,8129.97,0.228346,103.12,12.7031,1.011166,12.221
brasilia_2428,brasilia,0.44381,3,64,2,0.034091,0.727273,0.022727,2.7727,83.88,10232.77,0.204678,137.5,15.9887,1.015591,31.379
brasilia_0975,brasilia,0.420347,1,36,2,0.018519,0.666667,0.037037,2.7778,78.26,5869.26,0.213592,84.37,9.1707,1.013634,27.601
chicago_0776,chicago,0.436457,226,153,36,0.52194,0.353349,0.083141,3.321,39.42,28342.15,0.333333,676.56,44.2846,1.01001,7.71
denver_0129,denver,0.419423,396,215,18,0.595489,0.323308,0.027068,3.4917,30.86,35828.99,0.375094,1039.06,55.9828,1.010231,4.302
chicago_0587,chicago,0.394435,289,112,8,0.678404,0.262911,0.018779,3.6009,36.7,28148.5,0.403778,665.62,43.982,1.003421,12.778
bangkok_0857,bangkok,0.422056,14,40,36,0.134615,0.384615,0.346154,2.3077,84.2,10104.01,0.083744,162.5,15.7875,1.006932,13.927
chicago_0050,chicago,0.40406,228,104,4,0.642254,0.292958,0.011268,3.5662,41.07,25998.96,0.395745,554.69,40.6234,1.016312,15.303
chicago_0896,chicago,0.425246,314,98,4,0.713636,0.222727,0.009091,3.6409,37.72,30216.03,0.413714,687.5,47.2125,1.003057,14.043
chicago_0378,chicago,0.434393,249,95,25,0.643411,0.245478,0.064599,3.4677,39.77,26684.78,0.370611,604.69,41.695,1.002688,16.893
chicago_0376,chicago,0.425101,225,140,8,0.572519,0.356234,0.020356,3.4962,37.63,25851.16,0.377721,614.06,40.3924,1.012389,15.436
brasilia_2412,brasilia,0.421442,4,46,6,0.050633,0.582278,0.075949,2.6076,83.46,8596.16,0.163399,123.44,13.4315,1.01885,30.714
chicago_0537,chicago,0.424424,395,153,9,0.67637,0.261986,0.015411,3.6096,33.4,35203.66,0.404987,912.5,55.0057,1.003936,12.97
chicago_0144,chicago,0.428372,265,199,7,0.549793,0.412863,0.014523,3.5062,37.61,31779.33,0.379562,753.12,49.6552,1.004228,14.175
detroit_0004,detroit,0.437303,105,54,4,0.596591,0.306818,0.022727,3.4773,52.58,16090.73,0.377522,275.0,25.1418,1.000439,17.233
chicago_0345,chicago,0.440419,316,150,15,0.643585,0.305499,0.03055,3.5682,37.06,32460.86,0.395087,767.19,50.7201,1.009341,12.779
chicago_0761,chicago,0.411574,269,88,2,0.717333,0.234667,0.005333,3.664,40.16,27592.63,0.420134,585.94,43.1135,1.000297,19.704
chicago_0875,chicago,0.421414,312,112,5,0.690265,0.247788,0.011062,3.6239,36.72,30073.7,0.409344,706.25,46.9902,1.003921,16.131
brasilia_0790,brasilia,0.409206,14,94,8,0.091503,0.614379,0.052288,2.7451,61.75,12967.5,0.192691,239.06,20.2617,1.008734,31.539
chicago_0103,chicago,0.401406,295,125,33,0.635776,0.269397,0.071121,3.4698,35.11,28259.53,0.370531,725.0,44.1555,1.001619,15.897
chicago_0939,chicago,0.432386,230,85,3,0.70122,0.259146,0.009146,3.6707,38.79,23354.22,0.422427,512.5,36.491,1.006436,21.636
chicago_0262,chicago,0.42047,271,149,11,0.602222,0.331111,0.024444,3.5111,34.46,27221.45,0.381006,703.12,42.5335,1.009686,12.447
budapest_0684,budapest,0.433997,6,37,9,0.095238,0.587302,0.142857,2.6349,88.73,7364.91,0.173554,98.44,11.5077,1.001502,15.618
denver_0262,denver,0.437776,40,88,31,0.233918,0.51462,0.181287,2.8187,67.94,16374.48,0.210682,267.19,25.5851,1.010616,3.855
chicago_0043,chicago,0.394476,271,115,5,0.664216,0.281863,0.012255,3.598,40.53,29752.24,0.403206,637.5,46.4879,1.002384,21.919
vancouver_0029,vancouver,0.439313,189,106,22,0.570997,0.320242,0.066465,3.3958,44.76,25156.26,0.35312,517.19,39.3067,1.002446,4.401
chicago_0567,chicago,0.433012,321,173,17,0.611429,0.329524,0.032381,3.52,36.96,34149.17,0.382775,820.31,53.3581,1.004253,12.028
houston_0906,houston,0.42697,41,39,15,0.338843,0.322314,0.123967,2.876,73.08,12715.99,0.227848,189.06,19.8687,1.00559,3.21
brasilia_2417,brasilia,0.416524,10,45,1,0.147059,0.661765,0.014706,2.9412,81.67,8167.41,0.251908,106.25,12.7616,1.009609,33.118
detroit_0057,detroit,0.41563,175,90,15,0.599315,0.308219,0.05137,3.4658,47.07,23819.93,0.37133,456.25,37.2186,1.005908,13.795
cairo_1800,cairo,0.406667,18,50,2,0.209302,0.581395,0.023256,2.9767,62.72,8028.27,0.257485,134.37,12.5442,1.001163,49.765
chicago_0880,chicago,0.419419,250,106,7,0.670241,0.284182,0.018767,3.6139,41.28,27822.79,0.407557,582.81,43.4731,1.011204,12.273
chicago_0829,chicago,0.439738,195,136,12,0.546218,0.380952,0.033613,3.4566,38.64,23838.19,0.368124,557.81,37.2472,1.028873,17.426
chicago_0237,chicago,0.400603,292,121,3,0.687059,0.284706,0.007059,3.6518,42.97,33343.91,0.416568,664.06,52.0999,1.003844,10.421
chicago_0118,chicago,0.394611,297,86,7,0.731527,0.211823,0.017241,3.665,39.66,29510.03,0.420074,634.37,46.1094,0.999203,14.831
chicago_0953,chicago,0.407061,271,116,12,0.664216,0.284314,0.029412,3.5833,43.8,32016.06,0.399507,637.5,50.0251,1.005137,21.158
chicago_0312,chicago,0.40328,311,89,10,0.728337,0.208431,0.023419,3.6487,38.82,30237.13,0.415783,667.19,47.2455,1.004562,8.342
cleveland_0177,cleveland,0.433692,112,90,18,0.466667,0.375,0.075,3.2333,54.8,21263.24,0.313684,375.0,33.2238,1.009841,11.127
detroit_0090,detroit,0.433133,148,121,21,0.490066,0.400662,0.069536,3.3113,45.76,22882.48,0.33222,471.87,35.7539,1.010228,12.463
chicago_0717,chicago,0.444283,265,167,19,0.554393,0.349372,0.039749,3.4184,38.99,31855.09,0.357518,746.87,49.7736,1.015671,21.3
chicago_0802,chicago,0.436996,371,112,10,0.723197,0.218324,0.019493,3.6686,35.39,33297.52,0.420176,801.56,52.0274,1.005549,14.157
chicago_0094,chicago,0.431486,166,94,16,0.576389,0.326389,0.055556,3.4236,49.4,24354.24,0.360771,450.0,38.0535,1.00631,16.414
chicago_0715,chicago,0.421195,263,113,7,0.662469,0.284635,0.017632,3.5919,39.03,27831.43,0.401774,620.31,43.4866,1.008133,22.9
minneapolis_0274,minneapolis,0.408234,102,47,22,0.569832,0.26257,0.122905,3.2961,69.45,20487.46,0.331445,279.69,32.0117,0.999995,6.826
chicago_0408,chicago,0.434353,153,100,58,0.481132,0.314465,0.18239,3.0943,48.78,24000.24,0.277338,496.87,37.5004,1.0152,6.475
denver_0349,denver,0.437146,72,82,14,0.389189,0.443243,0.075676,3.1459,55.6,16178.32,0.293151,289.06,25.2786,1.005942,7.071
chicago_0445,chicago,0.442608,154,95,27,0.542254,0.334507,0.09507,3.3239,40.58,19153.3,0.335702,443.75,29.927,1.006352,8.562
chicago_0803,chicago,0.40406,348,115,9,0.708758,0.234216,0.01833,3.6334,36.26,32344.47,0.411464,767.19,50.5382,1.003995,13.36
chicago_0065,chicago,0.433629,228,118,22,0.6,0.310526,0.057895,3.4526,37.65,24696.81,0.366887,593.75,38.5888,1.01229,17.647
chicago_0934,chicago,0.436266,153,81,25,0.579545,0.306818,0.094697,3.3712,47.6,21182.9,0.347992,412.5,33.0983,1.010158,25.459
chicago_0874,chicago,0.417017,241,114,21,0.624352,0.295337,0.054404,3.4974,38.31,25858.46,0.378096,603.12,40.4038,1.005788,16.911
denver_0258,denver,0.443637,147,129,11,0.493289,0.432886,0.036913,3.3826,42.99,21665.07,0.350254,465.62,33.8517,1.002599,3.487
chicago_0301,chicago,0.400057,179,102,8,0.602694,0.343434,0.026936,3.5219,43.64,22826.1,0.385399,464.06,35.6658,1.001357,14.563
chicago_0676,chicago,0.425608,244,97,7,0.647215,0.257294,0.018568,3.5332,37.13,24728.72,0.387183,589.06,38.6386,1.005046,19.727
chicago_0169,chicago,0.426835,190,93,9,0.612903,0.3,0.029032,3.4968,41.56,22527.33,0.378862,484.37,35.199,1.006253,13.059
chicago_0234,chicago,0.430404,153,69,32,0.581749,0.262357,0.121673,3.3156,56.01,24422.44,0.333973,410.94,38.1601,1.001404,9.477
chicago_0387,chicago,0.402088,210,94,1,0.662461,0.29653,0.003155,3.6278,41.06,23610.12,0.411765,495.31,36.8908,1.008369,15.272
houston_0163,houston,0.434826,2,41,21,0.027397,0.561644,0.287671,2.3288,91.89,7810.85,0.092199,114.06,12.2045,1.359108,17.462
cairo_2053,cairo,0.439714,0,32,8,0.0,0.561404,0.140351,2.4211,102.79,7092.67,0.119266,89.06,11.0823,1.003306,57.346
brasilia_1715,brasilia,0.383996,0,12,10,0.0,0.444444,0.37037,2.0741,93.15,2608.13,0.040816,42.19,4.0752,1.004845,19.572
houston_0901,houston,0.423778,17,44,2,0.223684,0.578947,0.026316,3.0,80.15,9137.58,0.265306,118.75,14.2775,1.022795,7.025
portland_0260,portland,0.408433,60,100,8,0.337079,0.561798,0.044944,3.191,48.93,13895.06,0.304843,278.12,21.711,1.003462,5.923
chicago_0952,chicago,0.437575,149,81,6,0.600806,0.326613,0.024194,3.5161,41.44,18066.85,0.384929,387.5,28.2295,1.020059,21.905
vancouver_0003,vancouver,0.424349,133,67,35,0.527778,0.265873,0.138889,3.2063,55.62,22468.9,0.306613,393.75,35.1077,0.999141,6.802
houston_1157,houston,0.445044,22,36,6,0.282051,0.461538,0.076923,2.9487,86.77,9977.98,0.251656,121.87,15.5906,1.026135,6.781
cairo_1767,cairo,0.438532,0,19,9,0.0,0.558824,0.264706,2.2941,97.37,3797.61,0.095238,53.12,5.9338,1.080075,48.728
hanoi_0360,hanoi,0.42966,3,16,4,0.085714,0.457143,0.114286,2.5143,137.47,6048.71,0.153846,54.69,9.4511,1.001125,53.773
chicago_0678,chicago,0.417181,171,120,7,0.541139,0.379747,0.022152,3.4494,43.62,23773.74,0.366826,493.75,37.1465,1.012308,18.129
chicago_0941,chicago,0.421384,228,95,7,0.664723,0.276968,0.020408,3.586,39.33,24187.55,0.400881,535.94,37.7931,1.009218,20.126
chicago_0644,chicago,0.438427,151,92,31,0.5,0.304636,0.102649,3.2119,37.53,18201.23,0.307179,471.87,28.4394,1.008173,7.919
chicago_0647,chicago,0.405871,310,144,66,0.575139,0.267161,0.122449,3.295,35.99,31959.34,0.326188,842.19,49.9365,1.007533,5.615
detroit_0720,detroit,0.392867,83,48,10,0.491124,0.284024,0.059172,3.2071,54.63,14804.56,0.309309,264.06,23.1321,0.998992,14.122
chicago_0120,chicago,0.412601,303,130,6,0.664474,0.285088,0.013158,3.6009,38.45,31567.05,0.403528,712.5,49.3235,1.00715,15.784
chicago_0170,chicago,0.399351,302,104,7,0.712264,0.245283,0.016509,3.6604,39.26,30461.94,0.418743,662.5,47.5968,1.002942,13.535
cairo_1921,cairo,0.385796,1,21,5,0.027027,0.567568,0.135135,2.4865,74.61,3432.27,0.144928,57.81,5.3629,1.001361,53.037
chicago_0591,chicago,0.437528,320,98,4,0.73903,0.226328,0.009238,3.6952,39.19,31355.69,0.42741,676.56,48.9933,1.000725,9.672
chicago_0588,chicago,0.435638,315,121,3,0.693833,0.26652,0.006608,3.6476,37.87,31354.56,0.415282,709.37,48.9915,1.003123,11.997
cairo_1799,cairo,0.394283,15,43,1,0.234375,0.671875,0.015625,3.125,68.0,6799.58,0.300813,100.0,10.6243,1.003247,49.475
minneapolis_0832,minneapolis,0.42689,192,75,80,0.539326,0.210674,0.224719,3.073,48.4,26472.55,0.27157,556.25,41.3634,1.011184,11.725
detroit_0433,detroit,0.423702,38,70,18,0.265734,0.48951,0.125874,2.8951,63.27,13097.15,0.231317,223.44,20.4643,1.038171,11.978
chicago_0226,chicago,0.444948,246,123,12,0.627551,0.313776,0.030612,3.5459,40.33,28031.49,0.390244,612.5,43.7992,1.024996,9.803
cairo_2100,cairo,0.413177,1,14,10,0.025,0.35,0.25,2.15,75.94,3265.28,0.053333,62.5,5.102,1.000964,61.766
houston_0205,houston,0.439787,17,26,4,0.298246,0.45614,0.070175,2.9825,95.08,8081.97,0.266055,89.06,12.6281,1.02813,16.333
cleveland_0186,cleveland,0.43777,132,183,4,0.375,0.519886,0.011364,3.267,44.72,25716.1,0.320458,550.0,40.1814,1.004497,4.307
brasilia_0744,brasilia,0.399483,8,22,2,0.186047,0.511628,0.046512,2.8372,96.14,5864.73,0.234568,67.19,9.1636,1.00349,16.925
chicago_0902,chicago,0.414038,163,47,17,0.702586,0.202586,0.073276,3.5345,41.71,17102.33,0.389978,362.5,26.7224,1.006788,24.289
chicago_0276,chicago,0.4378,143,109,43,0.468852,0.357377,0.140984,3.1541,39.33,18918.92,0.292562,476.56,29.5608,1.018657,8.498
brasilia_1180,brasilia,0.429246,3,30,0,0.081081,0.810811,0.0,2.973,100.13,5507.16,0.275362,57.81,8.6049,1.016132,7.848
chicago_0219,chicago,0.417411,275,97,7,0.6875,0.2425,0.0175,3.6,40.72,29316.74,0.403774,625.0,45.8074,1.010873,12.993
chicago_0370,chicago,0.435963,331,154,8,0.64902,0.301961,0.015686,3.5961,33.96,31139.19,0.40197,796.87,48.655,1.00394,11.299
cleveland_0057,cleveland,0.435343,41,65,14,0.286713,0.454545,0.097902,2.951,56.0,11815.86,0.245552,223.44,18.4623,1.055232,9.412
houston_0557,houston,0.423332,3,51,23,0.032967,0.56044,0.252747,2.3736,77.01,8317.32,0.101695,142.19,12.9958,1.022495,12.176
chicago_0540,chicago,0.417509,349,151,10,0.667304,0.288719,0.01912,3.6099,34.92,32962.09,0.405379,817.19,51.5033,1.010541,10.676
chicago_0261,chicago,0.416973,259,158,4,0.60373,0.368298,0.009324,3.5664,38.45,29410.82,0.395076,670.31,45.9544,1.009577,13.056
detroit_0217,detroit,0.411787,104,60,12,0.541667,0.3125,0.0625,3.3333,40.13,12842.91,0.340369,300.0,20.0671,1.023666,13.651
chicago_0217,chicago,0.436958,268,128,16,0.627635,0.299766,0.037471,3.5176,35.95,27000.92,0.382803,667.19,42.1889,1.045284,14.182
chicago_0940,chicago,0.42125,291,94,2,0.736709,0.237975,0.005063,3.7063,39.17,28676.04,0.430573,617.19,44.8063,1.006068,20.879
chicago_0422,chicago,0.421411,338,107,7,0.725322,0.229614,0.015021,3.6652,37.08,31663.82,0.419633,728.12,49.4747,1.005381,15.106
chicago_0546,chicago,0.444495,185,129,35,0.5,0.348649,0.094595,3.2703,42.03,25427.12,0.321088,578.12,39.7299,1.02322,6.333
chicago_0583,chicago,0.430216,279,192,10,0.563636,0.387879,0.020202,3.4949,39.76,34389.65,0.37665,773.44,53.7338,1.008425,15.923
houston_1512,houston,0.38634,38,30,6,0.463415,0.365854,0.073171,3.2195,94.5,12474.64,0.320755,128.12,19.4916,0.999546,18.395
detroit_0274,detroit,0.399311,26,73,5,0.211382,0.593496,0.04065,2.9756,85.75,15692.86,0.253112,192.19,24.5201,0.99912,11.719
houston_1198,houston,0.424212,31,29,5,0.449275,0.42029,0.072464,3.2464,99.79,11176.53,0.330827,107.81,17.4633,1.002356,7.521
chicago_0491,chicago,0.423417,305,108,8,0.697941,0.24714,0.018307,3.6247,34.84,27593.86,0.409666,682.81,43.1154,1.004768,10.231
chicago_0758,chicago,0.426768,195,103,31,0.573529,0.302941,0.091176,3.3588,36.29,20722.24,0.343704,531.25,32.3785,1.024369,22.104
chicago_0505,chicago,0.432859,142,75,56,0.493056,0.260417,0.194444,3.0833,50.29,22330.84,0.274956,450.0,34.8919,1.00742,4.686
chicago_0231,chicago,0.429454,254,142,26,0.582569,0.325688,0.059633,3.4312,37.95,28388.27,0.361015,681.25,44.3567,1.007277,9.086
cairo_1730,cairo,0.395378,0,25,25,0.0,0.438596,0.438596,2.0,54.89,3128.68,0.009174,89.06,4.8886,1.012213,47.42
budapest_0616,budapest,0.416012,5,39,39,0.057471,0.448276,0.448276,2.1149,38.99,3586.84,0.035503,135.94,5.6044,1.005716,12.755
cleveland_0163,cleveland,0.399176,62,54,4,0.439716,0.382979,0.028369,3.234,50.17,11438.37,0.31769,220.31,17.8725,0.998711,10.542
minneapolis_0782,minneapolis,0.424916,126,76,40,0.508065,0.306452,0.16129,3.1613,51.53,20201.34,0.295316,387.5,31.5646,1.000174,10.876
chicago_0535,chicago,0.413373,332,128,17,0.662675,0.255489,0.033932,3.5529,35.95,31994.24,0.391174,782.81,49.991,1.011002,14.518
chicago_0393,chicago,0.412985,319,113,4,0.693478,0.245652,0.008696,3.6304,37.18,31044.8,0.410929,718.75,48.5075,1.004288,10.997
houston_0373,houston,0.422554,14,39,13,0.179487,0.5,0.166667,2.6923,91.69,9627.59,0.18543,121.87,15.0431,1.007699,11.315
chicago_0068,chicago,0.395204,150,69,13,0.622407,0.286307,0.053942,3.4772,44.9,18814.29,0.375262,376.56,29.3973,1.007052,16.275
brasilia_1669,brasilia,0.386232,3,22,18,0.054545,0.4,0.327273,2.1818,107.53,6451.54,0.057143,85.94,10.0805,1.015353,18.589
chicago_0260,chicago,0.441461,285,158,11,0.601266,0.333333,0.023207,3.5274,34.24,28621.81,0.384942,740.62,44.7216,1.016071,13.684
minneapolis_0736,minneapolis,0.440678,151,85,51,0.503333,0.283333,0.17,3.12,46.52,21771.21,0.284034,468.75,34.0175,1.004868,8.586
portland_0322,portland,0.401438,66,48,8,0.515625,0.375,0.0625,3.3438,79.81,17080.31,0.346614,200.0,26.688,1.000614,5.194
chicago_0323,chicago,0.427423,275,123,40,0.605727,0.270925,0.088106,3.4009,40.62,31355.4,0.353267,709.37,48.9928,1.007301,9.06
chicago_0489,chicago,0.432631,268,85,5,0.712766,0.226064,0.013298,3.6543,39.62,27218.68,0.417671,587.5,42.5292,1.006097,11.704
chicago_0674,chicago,0.417567,372,192,2,0.640275,0.330465,0.003442,3.6076,33.58,35195.66,0.404494,907.81,54.9932,1.001176,21.325
minneapolis_0421,minneapolis,0.433347,136,54,36,0.569038,0.225941,0.150628,3.2134,54.03,20748.35,0.308668,373.44,32.4193,1.001142,6.793
houston_0577,houston,0.435409,13,32,14,0.188406,0.463768,0.202899,2.6377,102.66,9341.61,0.172932,107.81,14.5963,1.014331,7.262
chicago_0272,chicago,0.440834,295,121,44,0.615866,0.25261,0.091858,3.4113,37.39,30551.4,0.355719,748.44,47.7366,1.011136,8.381
chicago_0102,chicago,0.412039,302,145,16,0.635789,0.305263,0.033684,3.5495,33.66,28371.83,0.390476,742.19,44.331,1.0106,16.417
detroit_0059,detroit,0.403097,78,46,5,0.561151,0.330935,0.035971,3.4388,58.91,14079.41,0.369963,217.19,21.9991,1.004345,14.369
chicago_0716,chicago,0.428899,291,140,6,0.643805,0.309735,0.013274,3.5841,35.78,28979.93,0.399333,706.25,45.2811,1.002354,22.1
chicago_0117,chicago,0.416108,289,109,15,0.67366,0.254079,0.034965,3.5664,38.57,29502.61,0.395076,670.31,46.0978,1.004763,14.398
cairo_2064,cairo,0.437519,0,19,7,0.0,0.487179,0.179487,2.3077,106.07,4773.22,0.09589,60.94,7.4581,1.013292,58.092
