patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used
bangkok_2204,bangkok,2204,13.861118,100.850878,699628.23,1532740.91,700428.23,1533540.91,EPSG:32647,316,136,136,2,135,0.9926,2.610597,0.728501,2.37297,0.66219,0.689524,280
orlando_0866,orlando,866,28.486229,-81.31392,468874.2,3150706.54,469674.2,3151506.54,EPSG:32617,186,57,57,6,50,0.8772,2.62422,0.732303,2.759094,0.76994,0.682576,138
hanoi_3034,hanoi,3034,21.234646,105.799391,582551.27,2347926.51,583351.27,2348726.51,EPSG:32648,160,52,52,2,51,0.9808,2.610854,0.728573,2.714545,0.757508,0.689393,116
thessaloniki_2745,thessaloniki,2745,40.693494,23.698199,727583.42,4507834.41,728383.42,4508634.41,EPSG:32634,168,45,45,1,45,1.0,2.625001,0.732521,2.522666,0.703963,0.682175,130
chennai_0503,chennai,503,13.109226,80.254697,418811.76,1448933.9,419611.76,1449733.9,EPSG:32644,344,122,122,4,110,0.9016,2.53709,0.707988,2.592032,0.72332,0.725686,268
denver_0117,denver,117,39.68537,-105.01192,498577.82,4392437.36,499377.82,4393237.36,EPSG:32613,750,250,250,5,246,0.984,2.506377,0.699418,2.301084,0.64213,0.740133,690
hanoi_1783,hanoi,1783,20.721934,105.689108,571351.27,2291126.51,572151.27,2291926.51,EPSG:32648,86,31,31,1,31,1.0,2.608966,0.728046,2.516663,0.702288,0.69035,70
portland_0162,portland,162,45.566236,-122.708377,522356.84,5045496.47,523156.84,5046296.47,EPSG:32610,332,110,110,5,101,0.9182,2.675775,0.746689,2.685963,0.749532,0.655586,264
phoenix_0619,phoenix,619,33.394556,-112.116337,395780.48,3695185.52,396580.48,3695985.52,EPSG:32612,830,252,252,1,252,1.0,2.592081,0.723334,2.802818,0.782141,0.698843,744
denver_0457,denver,457,39.778984,-104.853122,512177.82,4402837.36,512977.82,4403637.36,EPSG:32613,604,185,185,6,173,0.9351,2.580305,0.720048,2.599664,0.72545,0.704697,492
bangkok_0114,bangkok,114,13.712419,100.368947,647628.23,1515940.91,648428.23,1516740.91,EPSG:32647,450,179,179,9,151,0.8436,2.517885,0.702629,2.267169,0.632666,0.734766,336
minneapolis_0549,minneapolis,549,44.988402,-93.230603,481421.29,4981287.85,482221.29,4982087.85,EPSG:32615,1112,383,383,5,377,0.9843,2.482864,0.692856,2.192975,0.611961,0.750929,1004
kyoto_0351,kyoto,351,34.949368,135.747923,567891.91,3867283.52,568691.91,3868083.52,EPSG:32653,746,225,225,1,225,1.0,2.539754,0.708732,2.307259,0.643853,0.724415,648
houston_1303,houston,1303,29.691365,-95.26884,280072.3,3286340.6,280872.3,3287140.6,EPSG:32615,560,203,203,8,178,0.8768,2.621175,0.731453,2.697139,0.752651,0.684135,446
brasilia_1296,brasilia,1296,-15.768107,-47.920996,186603.82,8254145.62,187403.82,8254945.62,EPSG:32723,242,74,74,3,72,0.973,2.610203,0.728391,2.329639,0.650098,0.689723,180
lasvegas_0207,lasvegas,207,36.175728,-115.260076,656073.93,4004442.16,656873.93,4005242.16,EPSG:32611,390,140,140,3,122,0.8714,2.540438,0.708923,2.559973,0.714374,0.724088,300
bangkok_1101,bangkok,1101,13.797766,100.606223,673228.23,1525540.91,674028.23,1526340.91,EPSG:32647,494,194,194,4,189,0.9742,2.513469,0.701397,2.478746,0.691707,0.736832,410
sofia_0067,sofia,67,42.725842,23.238605,682877.94,4732400.69,683677.94,4733200.69,EPSG:32634,524,181,181,6,166,0.9171,2.658564,0.741886,2.964267,0.827194,0.664719,432
phoenix_1471,phoenix,1471,33.511015,-111.997244,406980.48,3707985.52,407780.48,3708785.52,EPSG:32612,908,289,289,5,284,0.9827,2.526824,0.705124,2.718009,0.758475,0.730559,830
thessaloniki_2649,thessaloniki,2649,40.617317,23.562742,716383.42,4499034.41,717183.42,4499834.41,EPSG:32634,186,56,56,4,50,0.8929,2.666031,0.74397,2.389152,0.666705,0.660771,132
kyiv_0123,kyiv,123,50.435653,30.357454,311945.8,5590007.52,312745.8,5590807.52,EPSG:32636,178,58,58,3,56,0.9655,2.635066,0.735329,2.488655,0.694472,0.676989,138
orlando_0626,orlando,626,28.471643,-81.371082,463274.2,3149106.54,464074.2,3149906.54,EPSG:32617,908,280,280,1,280,1.0,2.57731,0.719212,2.458991,0.686195,0.706177,826
quito_0745,quito,745,-0.114881,-78.460016,782329.29,9986889.57,783129.29,9987689.57,EPSG:32717,546,180,180,8,164,0.9111,2.660936,0.742548,2.786218,0.777509,0.663467,448
hanoi_2826,hanoi,2826,21.162442,105.783592,580951.27,2339926.51,581751.27,2340726.51,EPSG:32648,340,114,114,1,114,1.0,2.642821,0.737493,2.634724,0.735234,0.672965,302
tashkent_0034,tashkent,34,41.299038,69.165983,513496.16,4571567.22,514296.16,4572367.22,EPSG:32642,352,99,99,2,98,0.9899,2.643072,0.737563,2.590808,0.722979,0.672834,264
hanoi_2591,hanoi,2591,20.808346,105.766373,579351.27,2300726.51,580151.27,2301526.51,EPSG:32648,178,64,64,4,60,0.9375,2.672677,0.745825,2.750999,0.767681,0.657239,130
tashkent_0414,tashkent,414,41.277173,69.290109,523896.16,4569167.22,524696.16,4569967.22,EPSG:32642,532,192,192,7,181,0.9427,2.532919,0.706825,2.459893,0.686446,0.727671,420
riga_0387,riga,387,56.881142,24.22797,330695.1,6307178.5,331495.1,6307978.5,EPSG:32635,158,51,51,2,48,0.9412,2.509126,0.700185,2.603614,0.726552,0.738856,128
kyiv_0138,kyiv,138,50.543457,30.35143,311945.8,5602007.52,312745.8,5602807.52,EPSG:32636,320,89,89,2,87,0.9775,2.480318,0.692146,2.213278,0.617627,0.752084,244
portland_0273,portland,273,45.508487,-122.657469,526356.84,5039096.47,527156.84,5039896.47,EPSG:32610,1334,407,407,7,401,0.9853,2.478005,0.691501,2.365829,0.660197,0.753131,1186
tbilisi_0701,tbilisi,701,41.686367,45.00091,499675.7,4614554.86,500475.7,4615354.86,EPSG:32638,234,89,89,6,80,0.8989,2.674736,0.746399,2.871447,0.801293,0.656141,188
tbilisi_0543,tbilisi,543,41.664702,44.895205,490875.7,4612154.86,491675.7,4612954.86,EPSG:32638,828,287,287,7,275,0.9582,2.623211,0.732021,2.618106,0.730597,0.683093,730
phoenix_0718,phoenix,718,33.632706,-112.110775,396580.48,3721585.52,397380.48,3722385.52,EPSG:32612,422,130,130,5,120,0.9231,2.642402,0.737376,2.651226,0.739839,0.673183,326
buenosaires_0105,buenosaires,105,-34.658116,-58.475489,364396.27,6163479.36,365196.27,6164279.36,EPSG:32721,674,219,219,2,217,0.9909,2.67285,0.745873,2.486993,0.694009,0.657147,582
toronto_0411,toronto,411,43.703417,-79.386319,629618.93,4839798.1,630418.93,4840598.1,EPSG:32617,812,261,261,2,260,0.9962,2.666671,0.744149,2.195049,0.61254,0.660432,702
lasvegas_0315,lasvegas,315,36.139291,-115.234209,658473.93,4000442.16,659273.93,4001242.16,EPSG:32611,320,107,107,7,99,0.9252,2.555877,0.713231,2.062813,0.575639,0.716657,260
bratislava_0234,bratislava,234,48.164203,17.121907,657377.87,5336328.22,658177.87,5337128.22,EPSG:32633,2240,798,798,7,773,0.9687,2.506635,0.69949,2.489929,0.694828,0.740013,2014
verona_1969,verona,1969,45.142786,11.076581,662859.24,5000509.99,663659.24,5001309.99,EPSG:32632,98,32,32,1,32,1.0,2.602596,0.726268,2.456642,0.685539,0.693568,80
amsterdam_0018,amsterdam,18,52.361105,4.768469,620022.19,5802274.43,620822.19,5803074.43,EPSG:32631,266,86,86,3,84,0.9767,2.560667,0.714568,2.59638,0.724534,0.714331,206
warsaw_0132,warsaw,132,52.195438,20.941149,495577.48,5782377.34,496377.48,5783177.34,EPSG:32634,1266,489,489,8,475,0.9714,2.652703,0.740251,2.774511,0.774242,0.667801,1166
istanbul_0088,istanbul,88,41.05433,28.054092,588178.59,4544923.45,588978.59,4545723.45,EPSG:32635,604,181,181,7,159,0.8785,2.670029,0.745086,2.706515,0.755267,0.658649,452
detroit_0045,detroit,45,42.280425,-83.204154,317856.5,4682864.74,318656.5,4683664.74,EPSG:32617,680,203,203,3,191,0.9409,2.533164,0.706893,2.450472,0.683817,0.727555,574
hanoi_1951,hanoi,1951,20.873663,105.705179,572951.27,2307926.51,573751.27,2308726.51,EPSG:32648,116,35,35,1,35,1.0,2.653379,0.74044,2.433214,0.679001,0.667446,74
bratislava_0201,bratislava,201,48.114052,17.109092,656577.87,5330728.22,657377.87,5331528.22,EPSG:32633,2442,865,865,6,860,0.9942,2.644597,0.737989,2.809875,0.784111,0.67204,2262
bogota_0121,bogota,121,4.682465,-74.154252,593401.98,517221.2,594201.98,518021.2,EPSG:32618,976,311,311,5,307,0.9871,2.666643,0.744141,2.673222,0.745977,0.660447,876
houston_0010,houston,10,29.686571,-95.533214,254472.3,3286340.6,255272.3,3287140.6,EPSG:32615,976,302,302,2,291,0.9636,2.545963,0.710465,2.479666,0.691964,0.72144,868
quito_0188,quito,188,-0.339055,-78.546169,772729.29,9962089.57,773529.29,9962889.57,EPSG:32717,378,114,114,2,113,0.9912,2.550163,0.711636,2.464303,0.687677,0.719419,306
kyiv_1075,kyiv,1075,50.550667,30.689853,335945.8,5602007.52,336745.8,5602807.52,EPSG:32636,130,35,35,1,35,1.0,2.615865,0.729971,2.590737,0.722959,0.686846,88
brasilia_1323,brasilia,1323,-15.818768,-47.91426,187403.82,8248545.62,188203.82,8249345.62,EPSG:32723,904,287,287,6,251,0.8746,2.660831,0.742519,2.232876,0.623096,0.663522,698
toronto_0197,toronto,197,43.675973,-79.486298,621618.93,4836598.1,622418.93,4837398.1,EPSG:32617,464,167,167,13,137,0.8204,2.532332,0.706661,2.628344,0.733453,0.72795,330
hanoi_2349,hanoi,2349,21.018059,105.744346,576951.27,2323926.51,577751.27,2324726.51,EPSG:32648,224,82,82,9,72,0.878,2.594946,0.724133,2.666927,0.74422,0.697411,166
hanoi_2063,hanoi,2063,21.19166,105.714384,573751.27,2343126.51,574551.27,2343926.51,EPSG:32648,140,44,44,3,42,0.9545,2.515827,0.702055,2.452315,0.684331,0.73573,88
vilnius_0523,vilnius,523,54.67726,25.381132,395218.45,6059681.45,396018.45,6060481.45,EPSG:32635,272,116,116,5,111,0.9569,2.548164,0.711079,2.546378,0.71058,0.720381,226
cairo_0145,cairo,145,30.109629,31.274434,333343.78,3331789.41,334143.78,3332589.41,EPSG:32636,344,112,112,1,112,1.0,2.526104,0.704923,2.330667,0.650385,0.730899,308
kyiv_0538,kyiv,538,50.42475,30.515762,323145.8,5588407.52,323945.8,5589207.52,EPSG:32636,1296,421,420,5,416,0.9905,2.609931,0.728315,2.508272,0.699947,0.689861,1190
lasvegas_0290,lasvegas,290,36.225932,-115.241163,657673.93,4010042.16,658473.93,4010842.16,EPSG:32611,320,110,110,2,107,0.9727,2.539446,0.708646,2.504166,0.698801,0.724562,268
chennai_0411,chennai,411,13.094716,80.239982,417211.76,1447333.9,418011.76,1448133.9,EPSG:32644,424,137,137,1,137,1.0,2.646058,0.738396,2.731764,0.762313,0.671278,360
hanoi_4016,hanoi,4016,20.648779,105.880758,591351.27,2283126.51,592151.27,2283926.51,EPSG:32648,122,46,46,4,43,0.9348,2.478446,0.691623,2.335376,0.651699,0.752932,88
bengaluru_0043,bengaluru,43,12.897739,77.485717,769341.21,1426733.77,770141.21,1427533.77,EPSG:32643,510,196,196,5,192,0.9796,2.517647,0.702563,2.39457,0.668217,0.734877,436
houston_0210,houston,210,29.694568,-95.492088,258472.3,3287140.6,259272.3,3287940.6,EPSG:32615,1208,376,376,6,363,0.9654,2.668791,0.74474,2.569266,0.716967,0.659307,1078
tashkent_0193,tashkent,193,41.284528,69.223267,518296.16,4569967.22,519096.16,4570767.22,EPSG:32642,2360,821,821,8,805,0.9805,2.689696,0.750574,2.788675,0.778195,0.64811,2132
phoenix_1482,phoenix,1482,33.612019,-111.998406,406980.48,3719185.52,407780.48,3719985.52,EPSG:32612,1490,414,414,2,413,0.9976,2.68263,0.748602,2.759979,0.770187,0.651914,1302
brasilia_0458,brasilia,458,-15.801845,-48.093084,168203.82,8250145.62,169003.82,8250945.62,EPSG:32723,426,131,131,5,119,0.9084,2.608967,0.728046,2.524126,0.704371,0.69035,324
medellin_0284,medellin,284,6.248758,-75.560632,437582.85,690336.01,438382.85,691136.01,EPSG:32618,1562,437,437,2,436,0.9977,2.605201,0.726995,2.508114,0.699903,0.692255,1382
turin_0049,turin,49,45.025116,7.643541,392737.03,4986235.46,393537.03,4987035.46,EPSG:32632,962,317,317,7,305,0.9621,2.560896,0.714632,2.57233,0.717822,0.71422,826
thessaloniki_0116,thessaloniki,116,40.735422,22.610441,635583.42,4510234.41,636383.42,4511034.41,EPSG:32634,140,42,42,1,42,1.0,2.612582,0.729055,2.485562,0.693609,0.688516,110
orlando_1032,orlando,1032,28.50076,-81.27309,472874.2,3152306.54,473674.2,3153106.54,EPSG:32617,150,52,52,9,44,0.8462,2.511912,0.700962,2.592822,0.723541,0.737558,100
warsaw_0683,warsaw,683,52.202562,21.140144,509177.48,5783177.34,509977.48,5783977.34,EPSG:32634,368,115,115,4,111,0.9652,2.595932,0.724409,2.00813,0.560379,0.696917,280
lasvegas_0491,lasvegas,491,36.04491,-115.19192,662473.93,3990042.16,663273.93,3990842.16,EPSG:32611,560,190,190,2,188,0.9895,2.642506,0.737405,2.46591,0.688125,0.673129,462
chandigarh_0088,chandigarh,88,30.722881,76.776973,669742.34,3399838.99,670542.34,3400638.99,EPSG:32643,428,124,124,4,116,0.9355,2.494812,0.696191,2.290845,0.639272,0.745471,320
houston_1163,houston,1163,29.827863,-95.305026,276872.3,3301540.6,277672.3,3302340.6,EPSG:32615,312,92,92,1,92,1.0,2.621245,0.731472,2.375124,0.662791,0.684099,270
thessaloniki_1236,thessaloniki,1236,40.570893,22.993962,668383.42,4492634.41,669183.42,4493434.41,EPSG:32634,114,34,34,1,34,1.0,2.671038,0.745367,2.49106,0.695144,0.658112,86
hanoi_2673,hanoi,2673,20.714347,105.773582,580151.27,2290326.51,580951.27,2291126.51,EPSG:32648,100,33,33,5,28,0.8485,2.487247,0.694079,2.389493,0.666801,0.748934,64
bangkok_0910,bangkok,910,13.819697,100.569375,669228.23,1527940.91,670028.23,1528740.91,EPSG:32647,436,170,170,8,150,0.8824,2.628897,0.733608,2.662083,0.742868,0.680173,330
budapest_0351,budapest,351,47.595091,19.067914,354353.39,5272706.49,355153.39,5273506.49,EPSG:32634,812,257,257,1,257,1.0,2.68264,0.748605,2.689229,0.750444,0.651909,712
houston_1544,houston,1544,29.894211,-95.223726,284872.3,3308740.6,285672.3,3309540.6,EPSG:32615,192,53,53,1,53,1.0,2.600943,0.725807,2.131798,0.59489,0.694401,150
skopje_0144,skopje,144,41.977592,21.486318,539889.87,4647002.63,540689.87,4647802.63,EPSG:32634,404,148,148,5,142,0.9595,2.69109,0.750963,2.849928,0.795288,0.647357,314
verona_1319,verona,1319,45.360851,10.96197,653259.24,5024509.99,654059.24,5025309.99,EPSG:32632,166,55,55,3,51,0.9273,2.543401,0.70975,2.62013,0.731161,0.722669,116
phoenix_0046,phoenix,46,33.479723,-112.263799,382180.48,3704785.52,382980.48,3705585.52,EPSG:32612,308,99,99,6,85,0.8586,2.631054,0.73421,2.546542,0.710626,0.679061,244
brasilia_1175,brasilia,1175,-15.818264,-47.951564,183403.82,8248545.62,184203.82,8249345.62,EPSG:32723,580,175,175,3,167,0.9543,2.582663,0.720706,2.694853,0.752013,0.70353,484
toronto_0152,toronto,152,43.719438,-79.505067,620018.93,4841398.1,620818.93,4842198.1,EPSG:32617,800,255,255,3,226,0.8863,2.653695,0.740528,2.511178,0.700758,0.66728,630
houston_0141,houston,141,29.788026,-95.510947,256872.3,3297540.6,257672.3,3298340.6,EPSG:32615,326,118,118,1,118,1.0,2.55614,0.713304,2.581069,0.720261,0.716529,282
hanoi_1392,hanoi,1392,21.054637,105.636728,565751.27,2327926.51,566551.27,2328726.51,EPSG:32648,142,45,45,2,44,0.9778,2.619703,0.731042,2.371007,0.661642,0.684888,98
bengaluru_0674,bengaluru,674,13.077184,77.612843,782941.21,1446733.77,783741.21,1447533.77,EPSG:32643,324,103,103,7,84,0.8155,2.670541,0.745229,2.679272,0.747665,0.658376,214
casablanca_0041,casablanca,41,33.552792,-7.683889,621777.38,3712947.87,622577.38,3713747.87,EPSG:32629,1258,394,394,3,392,0.9949,2.528964,0.705721,2.512084,0.70101,0.729547,1096
cleveland_0403,cleveland,403,41.546006,-81.614985,448307.88,4599154.41,449107.88,4599954.41,EPSG:32617,566,165,165,3,157,0.9515,2.678279,0.747388,2.598029,0.724994,0.654247,454
hanoi_2199,hanoi,2199,21.162683,105.729655,575351.27,2339926.51,576151.27,2340726.51,EPSG:32648,180,60,60,2,59,0.9833,2.868435,0.800452,2.884244,0.804864,0.54498,132
quito_0218,quito,218,-0.31736,-78.538991,773529.29,9964489.57,774329.29,9965289.57,EPSG:32717,290,95,95,4,85,0.8947,2.863946,0.799199,2.869496,0.800748,0.547733,210
orlando_0098,orlando,98,28.471253,-81.493664,451274.2,3149106.54,452074.2,3149906.54,EPSG:32617,232,74,74,3,66,0.8919,2.693514,0.751639,2.305147,0.643264,0.646045,178
cairo_0765,cairo,765,30.010471,31.425441,347743.78,3320589.41,348543.78,3321389.41,EPSG:32636,1186,370,370,1,370,1.0,2.908399,0.811604,2.942509,0.821123,0.520112,1078
quito_1471,quito,1471,-0.208861,-78.345092,795129.29,9976489.57,795929.29,9977289.57,EPSG:32717,106,36,36,4,31,0.8611,2.818443,0.786501,2.6924,0.751328,0.575158,62
hanoi_0435,hanoi,435,21.228785,105.421616,543351.27,2347126.51,544151.27,2347926.51,EPSG:32648,222,68,68,3,66,0.9706,2.855244,0.796771,2.778222,0.775278,0.553044,162
quito_0660,quito,660,-0.129344,-78.474379,780729.29,9985289.57,781529.29,9986089.57,EPSG:32717,596,214,214,3,212,0.9907,2.866021,0.799778,2.833187,0.790616,0.546462,522
kyiv_0147,kyiv,147,50.450282,30.367909,312745.8,5591607.52,313545.8,5592407.52,EPSG:32636,574,197,197,5,187,0.9492,2.744448,0.765853,2.763272,0.771106,0.617925,482
quito_0899,quito,899,-0.028113,-78.438474,784729.29,9996489.57,785529.29,9997289.57,EPSG:32717,140,51,51,2,50,0.9804,2.800456,0.781482,2.650152,0.739539,0.585763,114
cairo_1809,cairo,1809,29.984833,31.724361,376543.78,3317389.41,377343.78,3318189.41,EPSG:32636,118,37,37,4,34,0.9189,2.897668,0.80861,2.863002,0.798936,0.526854,76
marrakesh_0053,marrakesh,53,31.593385,-8.051782,589559.15,3495356.91,590359.15,3496156.91,EPSG:32629,1420,417,417,1,417,1.0,2.904939,0.810639,2.878057,0.803137,0.522291,1250
sofia_0130,sofia,130,42.732464,23.26816,685277.94,4733200.69,686077.94,4734000.69,EPSG:32634,340,106,106,6,99,0.934,2.83907,0.792258,2.990235,0.834441,0.562832,276
brasilia_1382,brasilia,1382,-15.804522,-47.899133,189003.82,8250145.62,189803.82,8250945.62,EPSG:32723,730,235,235,8,202,0.8596,2.752161,0.768005,2.574958,0.718556,0.613573,556
bengaluru_0330,bengaluru,330,12.904327,77.552094,776541.21,1427533.77,777341.21,1428333.77,EPSG:32643,514,174,174,10,153,0.8793,2.813125,0.785017,2.953898,0.824301,0.578308,390
tallinn_0213,tallinn,213,59.431882,24.858614,378130.2,6589698.73,378930.2,6590498.73,EPSG:32635,520,168,168,5,164,0.9762,2.735548,0.763369,2.747647,0.766746,0.622916,434
medellin_0288,medellin,288,6.277705,-75.560663,437582.85,693536.01,438382.85,694336.01,EPSG:32618,656,195,195,1,195,1.0,2.910302,0.812135,2.987731,0.833742,0.518911,554
tehran_0461,tehran,461,35.70923,51.376749,533679.81,3951364.0,534479.81,3952164.0,EPSG:32639,632,223,223,7,204,0.9148,2.891803,0.806973,2.800117,0.781387,0.530519,506
cairo_0477,cairo,477,29.843571,31.353546,340543.78,3302189.41,341343.78,3302989.41,EPSG:32636,988,307,307,1,307,1.0,2.780309,0.77586,2.882382,0.804344,0.597481,900
adelaide_0492,adelaide,492,-34.914238,138.545793,275392.29,6133318.26,276192.29,6134118.26,EPSG:32754,596,180,180,2,179,0.9944,2.866429,0.799892,2.784314,0.776978,0.546211,520
bogota_0656,bogota,656,4.732951,-74.024358,607801.98,522821.2,608601.98,523621.2,EPSG:32618,676,217,217,4,200,0.9217,2.818113,0.786409,2.853047,0.796158,0.575354,544
prague_0508,prague,508,50.026126,14.51932,465169.82,5541246.15,465969.82,5542046.15,EPSG:32633,3118,1006,1006,5,1002,0.996,2.69218,0.751267,2.825211,0.78839,0.646767,2942
orlando_0178,orlando,178,28.557964,-81.47771,452874.2,3158706.54,453674.2,3159506.54,EPSG:32617,202,76,76,6,70,0.9211,2.805164,0.782796,2.754343,0.768614,0.583,154
hanoi_0266,hanoi,266,21.279474,105.383201,539351.27,2352726.51,540151.27,2353526.51,EPSG:32648,152,40,40,1,40,1.0,2.724195,0.760201,2.647814,0.738886,0.629235,98
bogota_0201,bogota,201,4.682439,-74.132614,595801.98,517221.2,596601.98,518021.2,EPSG:32618,906,269,269,3,267,0.9926,2.795398,0.780071,2.823228,0.787837,0.588721,788
toronto_0295,toronto,295,43.769047,-79.444193,624818.93,4846998.1,625618.93,4847798.1,EPSG:32617,480,159,159,6,149,0.9371,2.891115,0.806781,2.754627,0.768693,0.530948,370
cleveland_0277,cleveland,277,41.394424,-81.661402,444307.88,4582354.41,445107.88,4583154.41,EPSG:32617,742,233,233,4,203,0.8712,2.881275,0.804035,2.69888,0.753137,0.537062,608
bucharest_0110,bucharest,110,44.434766,26.052699,424207.74,4920199.54,425007.74,4920999.54,EPSG:32635,774,260,260,4,250,0.9615,2.824518,0.788197,2.907963,0.811483,0.571546,680
cairo_0855,cairo,855,29.938693,31.459725,350943.78,3312589.41,351743.78,3313389.41,EPSG:32636,652,190,190,1,190,1.0,2.847425,0.794589,2.867717,0.800252,0.557789,608
thessaloniki_0926,thessaloniki,926,40.636684,22.939161,663583.42,4499834.41,664383.42,4500634.41,EPSG:32634,1176,358,358,5,354,0.9888,2.812036,0.784714,2.8149,0.785513,0.578951,1026
munich_0082,munich,82,48.160702,11.463191,682765.47,5336696.0,683565.47,5337496.0,EPSG:32632,612,228,228,5,224,0.9825,2.871771,0.801383,2.720889,0.759278,0.54293,530
chicago_0122,chicago,122,41.978321,-87.773623,435508.44,4647258.65,436308.44,4648058.65,EPSG:32616,1556,439,439,1,439,1.0,2.710286,0.75632,2.58525,0.721428,0.636904,1376
thessaloniki_0920,thessaloniki,920,40.499827,22.935213,663583.42,4484634.41,664383.42,4485434.41,EPSG:32634,154,46,46,1,46,1.0,2.896868,0.808386,2.636032,0.735599,0.527355,104
bangkok_0152,bangkok,152,13.791926,100.376809,648428.23,1524740.91,649228.23,1525540.91,EPSG:32647,464,190,190,13,152,0.8,2.899708,0.809179,2.89279,0.807248,0.525576,334
barcelona_0160,barcelona,160,41.412272,2.199587,432704.94,4584433.89,433504.94,4585233.89,EPSG:32631,2384,694,694,2,693,0.9986,2.852243,0.795934,2.703029,0.754295,0.554868,2142
turin_0034,turin,34,45.024995,7.63339,391937.03,4986235.46,392737.03,4987035.46,EPSG:32632,424,129,129,5,118,0.9147,2.759073,0.769934,2.654362,0.740714,0.609652,342
brasilia_1232,brasilia,1232,-15.796798,-47.93633,185003.82,8250945.62,185803.82,8251745.62,EPSG:32723,1472,462,462,4,459,0.9935,2.854364,0.796525,2.84243,0.793195,0.553579,1338
cairo_0281,cairo,281,29.814181,31.312641,336543.78,3298989.41,337343.78,3299789.41,EPSG:32636,742,249,249,5,235,0.9438,2.820148,0.786977,2.925445,0.816361,0.574146,646
istanbul_0568,istanbul,568,41.096066,28.207173,600978.59,4549723.45,601778.59,4550523.45,EPSG:32635,96,32,32,1,32,1.0,2.866143,0.799812,2.8132,0.785039,0.546387,72
chennai_0403,chennai,403,13.036848,80.240159,417211.76,1440933.9,418011.76,1441733.9,EPSG:32644,432,134,134,3,120,0.8955,2.872436,0.801568,2.57881,0.719631,0.542521,320
cleveland_0036,cleveland,36,41.451085,-81.815222,431507.88,4588754.41,432307.88,4589554.41,EPSG:32617,1236,376,376,2,375,0.9973,2.815167,0.785587,2.712901,0.757049,0.5771,1162
vienna_0197,vienna,197,48.225235,16.317983,597485.9,5341774.32,598285.9,5342574.32,EPSG:32633,2112,624,624,7,609,0.976,2.693733,0.7517,2.627226,0.733141,0.645926,1894
lasvegas_0139,lasvegas,139,36.233659,-115.276596,654473.93,4010842.16,655273.93,4011642.16,EPSG:32611,360,131,131,4,128,0.9771,2.794117,0.779713,2.562892,0.715189,0.589468,286
bucharest_0023,bucharest,23,44.419936,26.002692,420207.74,4918599.54,421007.74,4919399.54,EPSG:32635,618,210,210,8,201,0.9571,2.699873,0.753414,2.661186,0.742618,0.642593,540
kyiv_0394,kyiv,394,50.380654,30.473052,319945.8,5583607.52,320745.8,5584407.52,EPSG:32636,1210,396,396,5,392,0.9899,2.695508,0.752196,2.923915,0.815934,0.644964,1082
quito_1491,quito,1491,-0.049801,-78.345109,795129.29,9994089.57,795929.29,9994889.57,EPSG:32717,100,34,34,4,28,0.8235,2.852201,0.795922,2.390155,0.666985,0.554894,62
cairo_1602,cairo,1602,29.897728,31.675762,371743.78,3307789.41,372543.78,3308589.41,EPSG:32636,3118,986,986,4,979,0.9929,2.744609,0.765898,2.878855,0.80336,0.617834,2926
hanoi_2471,hanoi,2471,21.29268,105.753432,577751.27,2354326.51,578551.27,2355126.51,EPSG:32648,106,30,30,3,25,0.8333,2.910881,0.812297,2.803098,0.782219,0.518545,56
orlando_0113,orlando,113,28.579568,-81.494169,451274.2,3161106.54,452074.2,3161906.54,EPSG:32617,158,46,46,1,46,1.0,2.769626,0.772879,2.729526,0.761689,0.603628,122
portland_0478,portland,478,45.479291,-122.54505,535156.84,5035896.47,535956.84,5036696.47,EPSG:32610,248,83,83,3,81,0.9759,2.764927,0.771568,2.687794,0.750043,0.606315,206
bratislava_0203,bratislava,203,48.128438,17.109681,656577.87,5332328.22,657377.87,5333128.22,EPSG:32633,3438,1188,1188,11,1166,0.9815,2.749324,0.767214,2.777491,0.775074,0.615176,3178
hanoi_4511,hanoi,4511,20.771369,105.935263,596951.27,2296726.51,597751.27,2297526.51,EPSG:32648,126,44,44,3,42,0.9545,2.835119,0.791155,2.717795,0.758415,0.565207,90
phoenix_1354,phoenix,1354,33.510875,-112.014469,405380.48,3707985.52,406180.48,3708785.52,EPSG:32612,790,256,256,4,248,0.9688,2.879152,0.803443,2.90244,0.809941,0.538376,676
vilnius_0209,vilnius,209,54.624877,25.234502,385618.45,6054081.45,386418.45,6054881.45,EPSG:32635,142,50,50,3,47,0.94,2.86461,0.799385,2.868995,0.800608,0.547326,106
chennai_0622,chennai,622,13.087609,80.284279,422011.76,1446533.9,422811.76,1447333.9,EPSG:32644,416,124,124,6,118,0.9516,2.734292,0.763019,2.663279,0.743202,0.623618,332
warsaw_0229,warsaw,229,52.209835,20.976254,497977.48,5783977.34,498777.48,5784777.34,EPSG:32634,2622,863,863,9,837,0.9699,2.854505,0.796565,2.85894,0.797802,0.553494,2346
adelaide_0671,adelaide,671,-34.849897,138.573951,277792.29,6140518.26,278592.29,6141318.26,EPSG:32754,290,92,92,3,90,0.9783,2.719233,0.758816,2.856242,0.797049,0.63198,232
