patch_id,city_code,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
detroit_0453,detroit,193,0.036,119.39,278.15,15.32,25.54
detroit_0205,detroit,745,0.1369,117.6,173.52,12.97,6.15
detroit_0321,detroit,259,0.0743,183.55,676.89,16.74,31.05
detroit_0146,detroit,1300,0.17,83.71,99.48,12.91,3.67
detroit_0613,detroit,378,0.0794,134.43,127.39,18.49,11.66
detroit_0006,detroit,964,0.1359,90.25,118.23,14.09,5.17
detroit_0196,detroit,499,0.1036,132.82,499.66,12.68,12.05
detroit_0273,detroit,263,0.1076,261.75,643.54,15.87,12.83
detroit_0093,detroit,814,0.1143,89.86,118.05,14.26,7.58
detroit_0148,detroit,1146,0.1437,80.27,54.62,12.81,5.29
detroit_0127,detroit,865,0.1577,116.69,555.67,13.32,7.45
detroit_0317,detroit,1315,0.221,107.54,149.16,11.4,4.95
detroit_0422,detroit,164,0.0717,279.91,1596.36,25.39,25.18
detroit_0102,detroit,1119,0.1685,96.36,118.99,12.94,4.38
detroit_0060,detroit,1416,0.1678,75.83,95.38,12.7,3.3
detroit_0358,detroit,382,0.0793,132.79,172.02,14.64,9.35
detroit_0213,detroit,834,0.1552,119.08,154.12,14.35,8.15
detroit_0118,detroit,640,0.1051,105.09,504.33,14.05,11.49
detroit_0067,detroit,1344,0.1583,75.39,145.15,12.65,3.52
detroit_0708,detroit,961,0.144,95.92,81.06,14.14,6.57
detroit_0454,detroit,227,0.0441,124.27,140.08,14.43,8.93
detroit_0292,detroit,221,0.0956,276.77,1294.18,19.78,20.9
detroit_0316,detroit,1176,0.1566,85.22,69.52,11.63,5.11
detroit_0041,detroit,920,0.1278,88.93,156.03,14.13,4.29
detroit_0410,detroit,44,0.0249,362.51,589.38,35.99,53.08
detroit_0114,detroit,610,0.1798,188.64,1291.93,14.25,13.38
detroit_0022,detroit,669,0.1251,119.71,232.02,15.31,10.02
detroit_0054,detroit,1473,0.1713,74.42,96.45,12.21,3.99
detroit_0199,detroit,1079,0.1436,85.17,67.12,12.69,4.66
detroit_0197,detroit,925,0.1384,95.77,150.26,12.49,5.87
detroit_0330,detroit,172,0.0516,192.1,380.3,17.23,15.68
detroit_0441,detroit,217,0.1001,295.26,711.9,23.5,17.78
detroit_0019,detroit,1040,0.1421,87.44,104.51,12.99,5.11
detroit_0389,detroit,450,0.1359,193.23,1356.11,16.4,18.1
detroit_0087,detroit,374,0.0868,148.47,396.15,17.93,17.19
detroit_0255,detroit,399,0.0928,148.84,334.55,18.0,11.52
detroit_0101,detroit,1033,0.1283,79.47,41.58,13.27,4.54
detroit_0685,detroit,209,0.0479,146.74,371.57,19.78,13.93
detroit_0399,detroit,151,0.0477,202.02,417.36,24.65,18.0
detroit_0091,detroit,770,0.1321,109.8,413.84,13.06,10.23
detroit_0534,detroit,161,0.1943,772.27,7546.97,25.07,62.21
detroit_0209,detroit,772,0.1304,108.11,178.32,14.27,5.82
detroit_0735,detroit,352,0.0976,177.41,533.39,19.14,11.23
detroit_0612,detroit,489,0.159,208.05,311.29,19.81,10.48
detroit_0750,detroit,419,0.0738,112.76,160.16,14.59,8.92
detroit_0344,detroit,884,0.1729,125.15,441.09,12.0,8.06
detroit_0237,detroit,659,0.1135,110.19,305.32,12.8,6.88
detroit_0074,detroit,1058,0.1729,104.56,623.74,13.79,5.46
detroit_0312,detroit,199,0.0764,245.55,418.44,24.98,22.51
detroit_0177,detroit,509,0.1964,246.95,663.49,18.99,12.25
detroit_0221,detroit,717,0.1044,93.18,86.7,13.81,6.37
detroit_0195,detroit,38,0.0658,1108.4,2119.32,53.18,52.25
detroit_0238,detroit,246,0.0675,175.65,341.02,15.95,12.1
detroit_0071,detroit,1286,0.1646,81.9,200.44,13.27,5.19
detroit_0417,detroit,547,0.1559,182.46,687.07,14.4,9.04
detroit_0763,detroit,335,0.0579,110.58,120.17,15.77,11.02
detroit_0532,detroit,150,0.0355,151.56,206.09,19.81,21.83
detroit_0381,detroit,69,0.0264,245.27,433.58,31.07,34.95
detroit_0266,detroit,133,0.2073,997.51,3616.99,27.92,35.2
detroit_0690,detroit,560,0.0979,111.85,315.42,14.04,7.67
detroit_0520,detroit,156,0.2495,1023.79,1518.76,30.66,21.86
detroit_0698,detroit,468,0.0913,124.79,151.0,16.22,12.67
detroit_0046,detroit,90,0.0705,501.34,2404.6,28.42,43.4
detroit_0440,detroit,146,0.0593,259.88,311.56,26.26,16.37
detroit_0373,detroit,217,0.065,191.74,310.94,19.0,14.66
detroit_0182,detroit,949,0.1136,76.64,98.88,12.55,4.67
detroit_0343,detroit,477,0.1209,162.27,749.65,14.5,11.98
detroit_0021,detroit,637,0.1043,104.75,338.96,14.37,6.49
detroit_0045,detroit,54,0.118,1398.85,2992.35,45.36,30.41
detroit_0397,detroit,216,0.1333,395.01,1159.23,25.98,29.22
detroit_0185,detroit,437,0.0895,131.13,314.8,15.92,13.43
fez_0015,fez,3,0.0134,2849.84,2122.8,342.67,358.83
fez_0001,fez,0,0.0,,,,
fez_0124,fez,291,0.0728,160.03,100.92,13.28,12.89
fez_0013,fez,1,0.0001,74.88,0.0,,
fez_0009,fez,1,0.0012,759.91,0.0,,
fez_0069,fez,2,0.0041,1319.94,903.66,624.04,0.0
fez_0100,fez,12,0.0063,338.63,574.08,95.8,178.85
fez_0007,fez,0,0.0,,,,
genoa_0079,genoa,152,0.0193,81.27,87.57,15.27,22.85
genoa_0197,genoa,268,0.0841,200.72,428.81,17.55,17.64
genoa_0287,genoa,109,0.0098,57.53,97.75,14.09,22.14
genoa_0166,genoa,158,0.0467,189.09,620.23,22.83,16.63
genoa_0138,genoa,174,0.0639,235.01,345.3,23.9,18.89
genoa_0070,genoa,277,0.1423,328.88,288.89,28.84,15.24
genoa_0244,genoa,335,0.2042,390.06,356.48,28.4,11.71
genoa_0214,genoa,665,0.4209,405.07,560.64,19.11,12.77
genoa_0174,genoa,151,0.0481,203.91,270.14,25.35,20.81
genoa_0215,genoa,872,0.4241,311.25,345.35,16.74,8.26
genoa_0139,genoa,226,0.0708,200.5,289.18,24.98,18.78
genoa_0106,genoa,266,0.1124,270.42,245.63,28.71,17.77
genoa_0338,genoa,154,0.0173,71.82,69.39,22.32,19.77
genoa_0328,genoa,404,0.1333,211.1,255.7,19.96,9.45
genoa_0018,genoa,125,0.0257,131.58,241.6,22.34,22.26
ghent_0021,ghent,96,0.0158,105.66,85.44,19.87,41.4
ghent_0163,ghent,1660,0.2573,99.2,162.78,8.74,6.43
ghent_0101,ghent,1249,0.3049,156.21,342.3,9.27,8.08
ghent_0182,ghent,987,0.1367,88.67,134.22,10.69,7.83
ghent_0120,ghent,1812,0.3646,128.79,340.39,7.48,8.77
hanoi_0360,hanoi,0,0.0,,,,
hanoi_0180,hanoi,2,0.0004,128.49,8.77,138.62,0.0
hanoi_2678,hanoi,0,0.0,,,,
hanoi_0401,hanoi,2,0.0005,169.74,62.64,77.71,0.0
hanoi_4046,hanoi,0,0.0,,,,
hanoi_2895,hanoi,8,0.0122,977.3,301.86,81.54,62.9
hanoi_0830,hanoi,7,0.0104,948.82,1440.43,63.74,96.09
hanoi_4700,hanoi,128,0.0182,91.0,35.14,13.88,7.62
hanoi_2112,hanoi,1,0.0015,937.99,0.0,,
hanoi_2934,hanoi,0,0.0,,,,
hanoi_3066,hanoi,0,0.0,,,,
hanoi_3815,hanoi,0,0.0,,,,
hanoi_0796,hanoi,0,0.0,,,,
hanoi_2326,hanoi,0,0.0,,,,
hanoi_2772,hanoi,0,0.0,,,,
hanoi_3973,hanoi,1017,0.1398,87.97,93.78,8.42,8.65
hanoi_3415,hanoi,6,0.0143,1527.4,915.64,95.76,91.41
hanoi_2480,hanoi,0,0.0,,,,
hanoi_3903,hanoi,3,0.0044,949.2,903.82,51.88,13.35
hanoi_4248,hanoi,6,0.0129,1375.97,869.72,82.37,33.39
hanoi_0933,hanoi,0,0.0,,,,
hanoi_0020,hanoi,2,0.0002,50.82,27.62,12.52,0.0
hanoi_3336,hanoi,0,0.0,,,,
hanoi_2686,hanoi,0,0.0,,,,
hanoi_3034,hanoi,0,0.0,,,,
hanoi_1783,hanoi,0,0.0,,,,
hanoi_2826,hanoi,12,0.0091,485.91,267.07,72.7,150.58
hanoi_2591,hanoi,0,0.0,,,,
hanoi_1951,hanoi,0,0.0,,,,
hanoi_2349,hanoi,5,0.0073,931.44,642.89,65.67,37.9
hanoi_2063,hanoi,0,0.0,,,,
hanoi_4016,hanoi,0,0.0,,,,
hanoi_2673,hanoi,0,0.0,,,,
hanoi_1392,hanoi,0,0.0,,,,
hanoi_2199,hanoi,0,0.0,,,,
hanoi_0435,hanoi,5,0.0038,482.56,160.41,28.76,13.63
hanoi_0266,hanoi,17,0.0026,98.21,95.39,37.15,45.15
hanoi_2471,hanoi,71,0.0131,117.88,54.84,26.57,9.55
hanoi_4511,hanoi,8,0.004,322.87,216.6,27.89,7.55
hanoi_4551,hanoi,87,0.073,536.68,1161.98,31.97,33.05
hanoi_1892,hanoi,0,0.0,,,,
hanoi_2474,hanoi,0,0.0,,,,
hanoi_0833,hanoi,0,0.0,,,,
hanoi_0093,hanoi,0,0.0,,,,
hanoi_1128,hanoi,0,0.0,,,,
hanoi_2641,hanoi,59,0.0412,447.33,1115.83,24.89,33.37
hanoi_3550,hanoi,7,0.0051,470.09,341.63,47.12,22.6
hanoi_3952,hanoi,132,0.2528,1225.68,2220.76,27.76,16.04
hanoi_0907,hanoi,7,0.0046,420.98,318.24,84.45,118.19
hanoi_1502,hanoi,2,0.0042,1350.45,1123.55,164.65,0.0
hanoi_3628,hanoi,0,0.0,,,,
hanoi_1134,hanoi,0,0.0,,,,
hanoi_3437,hanoi,0,0.0,,,,
hanoi_2782,hanoi,0,0.0,,,,
hanoi_3613,hanoi,9,0.0116,825.91,811.59,117.05,141.52
hanoi_2260,hanoi,117,0.1733,947.83,1007.49,34.83,28.86
hanoi_2713,hanoi,607,0.1698,179.03,362.48,11.1,14.61
hanoi_2518,hanoi,191,0.1254,420.15,658.13,20.88,18.65
hanoi_1735,hanoi,0,0.0,,,,
hanoi_2171,hanoi,2,0.0045,1443.81,1404.91,600.91,0.0
hanoi_2936,hanoi,0,0.0,,,,
hanoi_3242,hanoi,0,0.0,,,,
hanoi_1427,hanoi,0,0.0,,,,
hanoi_3038,hanoi,0,0.0,,,,
hanoi_1747,hanoi,0,0.0,,,,
hanoi_3387,hanoi,14,0.0197,899.87,721.55,45.01,36.68
hanoi_1860,hanoi,19,0.0072,241.58,129.91,24.14,13.79
hanoi_3138,hanoi,3,0.0012,255.44,125.72,41.05,2.14
hanoi_3967,hanoi,29,0.0295,650.05,435.48,50.73,93.14
hanoi_4363,hanoi,0,0.0,,,,
hanoi_3693,hanoi,744,0.3162,272.01,449.07,14.83,10.32
hanoi_2834,hanoi,14,0.0214,976.36,1552.45,92.43,142.67
hanoi_4330,hanoi,4,0.009,1443.16,443.95,223.49,142.7
hanoi_1693,hanoi,0,0.0,,,,
hanoi_3140,hanoi,0,0.0,,,,
hanoi_4068,hanoi,1408,0.2882,131.0,273.38,7.73,7.69
hanoi_2797,hanoi,3,0.0119,2530.75,590.02,106.46,1.15
hanoi_1931,hanoi,9,0.0029,206.53,136.91,28.74,39.68
hanoi_2074,hanoi,0,0.0,,,,
hanoi_0756,hanoi,1172,0.2342,127.92,242.23,7.89,5.97
hanoi_1562,hanoi,3,0.0053,1121.23,139.1,37.25,7.34
hanoi_2618,hanoi,86,0.0955,711.03,1400.63,34.09,38.04
hanoi_2158,hanoi,1,0.0021,1374.42,0.0,,
hanoi_3519,hanoi,0,0.0,,,,
hanoi_0584,hanoi,4,0.0036,573.39,263.52,24.28,0.75
hanoi_0283,hanoi,0,0.0,,,,
hanoi_0238,hanoi,0,0.0,,,,
hanoi_0690,hanoi,232,0.0382,105.35,50.56,11.67,9.81
hanoi_0838,hanoi,53,0.0134,161.54,133.06,28.71,15.78
hanoi_1129,hanoi,0,0.0,,,,
hanoi_1269,hanoi,2,0.0009,288.2,138.48,29.9,0.0
hanoi_1279,hanoi,6,0.0043,457.42,210.62,25.61,10.27
hanoi_3323,hanoi,0,0.0,,,,
hanoi_2092,hanoi,486,0.0526,69.25,114.9,9.02,5.92
hanoi_0339,hanoi,0,0.0,,,,
hanoi_2517,hanoi,169,0.0635,240.44,678.66,11.81,15.69
hanoi_3247,hanoi,0,0.0,,,,
hanoi_2461,hanoi,5,0.004,509.96,705.86,72.27,20.25
hanoi_3427,hanoi,5,0.0146,1872.76,807.4,77.02,22.34
hanoi_0742,hanoi,914,0.1332,93.28,112.82,9.03,7.73
hanoi_0402,hanoi,0,0.0,,,,
hanoi_4060,hanoi,27,0.0029,68.47,79.6,39.1,43.67
hanoi_1359,hanoi,0,0.0,,,,
hanoi_3920,hanoi,0,0.0,,,,
hanoi_1521,hanoi,0,0.0,,,,
hanoi_4611,hanoi,0,0.0,,,,
hanoi_3880,hanoi,93,0.0935,643.43,883.63,30.98,29.61
hanoi_2267,hanoi,32,0.053,1060.39,1094.12,39.4,18.52
hanoi_1278,hanoi,0,0.0,,,,
hanoi_1812,hanoi,2,0.0003,90.24,87.39,48.4,0.0
hanoi_4374,hanoi,936,0.1521,104.03,123.67,10.92,4.82
hanoi_2095,hanoi,1,0.0014,876.25,0.0,,
hanoi_4488,hanoi,8,0.0106,849.45,999.57,149.59,138.66
hanoi_1611,hanoi,3,0.0021,439.17,192.19,23.77,4.71
hanoi_4689,hanoi,319,0.05,100.25,78.83,10.41,5.17
hanoi_1533,hanoi,8,0.0083,666.03,464.3,47.29,7.92
hanoi_0476,hanoi,1,0.0006,389.88,0.0,,
hanoi_3541,hanoi,0,0.0,,,,
hanoi_0317,hanoi,4,0.0009,142.5,92.94,61.87,50.48
hanoi_0693,hanoi,333,0.0466,89.58,67.81,11.16,8.22
hanoi_4388,hanoi,484,0.0792,104.66,154.97,8.02,8.11
hanoi_3786,hanoi,63,0.0699,710.19,962.15,39.54,32.0
hanoi_0929,hanoi,0,0.0,,,,
hanoi_2616,hanoi,989,0.1669,107.99,294.64,6.9,6.28
hanoi_2249,hanoi,6,0.0061,646.91,480.99,36.92,3.64
hanoi_3671,hanoi,54,0.0169,200.87,255.82,22.79,52.91
hanoi_0964,hanoi,2,0.0043,1375.21,588.8,156.71,0.0
hanoi_3965,hanoi,22,0.0304,885.29,675.58,71.88,64.89
hanoi_3347,hanoi,0,0.0,,,,
hanoi_0999,hanoi,0,0.0,,,,
istanbul_1545,istanbul,78,0.0425,348.7,150.81,45.71,54.2
istanbul_0092,istanbul,0,0.0,,,,
istanbul_0996,istanbul,6,0.0125,1332.3,975.14,83.13,43.86
istanbul_1183,istanbul,0,0.0,,,,
istanbul_2545,istanbul,928,0.3114,214.77,212.13,13.9,6.18
istanbul_0770,istanbul,8,0.0139,1110.23,1291.86,77.37,94.88
istanbul_0088,istanbul,113,0.0184,104.37,47.95,16.53,7.23
istanbul_0568,istanbul,29,0.0189,417.51,1231.16,50.91,53.4
istanbul_2064,istanbul,678,0.2,188.76,167.46,17.74,7.58
istanbul_1504,istanbul,132,0.0535,259.5,511.74,19.01,17.59
istanbul_2043,istanbul,2,0.001,323.96,240.54,413.35,0.0
istanbul_2883,istanbul,30,0.0173,368.03,429.52,48.33,66.5
istanbul_1357,istanbul,0,0.0,,,,
istanbul_1425,istanbul,662,0.1424,137.65,66.53,16.66,6.29
istanbul_1241,istanbul,71,0.0242,218.19,57.51,27.57,5.35
istanbul_1351,istanbul,4,0.0014,221.22,2.15,17.33,0.04
istanbul_1399,istanbul,46,0.0167,232.05,206.01,32.76,29.99
istanbul_2584,istanbul,828,0.2852,220.47,221.34,16.95,8.07
istanbul_2306,istanbul,588,0.2708,294.71,224.37,18.28,8.37
istanbul_0992,istanbul,121,0.034,179.72,144.59,19.7,8.84
istanbul_1713,istanbul,3,0.0017,362.93,67.18,97.19,71.99
istanbul_1873,istanbul,21,0.0234,713.84,1665.53,60.11,42.89
istanbul_2214,istanbul,24,0.0242,646.6,879.62,54.55,52.56
istanbul_1611,istanbul,3,0.0017,358.34,109.54,198.62,248.8
istanbul_2694,istanbul,2015,0.4839,153.69,277.02,10.88,5.48
istanbul_2173,istanbul,206,0.0443,137.58,218.64,22.91,38.21
istanbul_0258,istanbul,551,0.1033,120.01,84.45,16.74,6.95
istanbul_2626,istanbul,346,0.0887,164.07,115.79,11.79,5.24
istanbul_1686,istanbul,40,0.1409,2254.75,8327.28,43.01,44.85
istanbul_1178,istanbul,6,0.0025,269.61,197.82,88.49,82.58
istanbul_1583,istanbul,292,0.1003,219.83,160.97,25.76,8.49
istanbul_2491,istanbul,221,0.1211,350.64,607.48,24.23,23.0
istanbul_2378,istanbul,644,0.2537,252.17,337.17,15.89,9.06
istanbul_1468,istanbul,267,0.2174,521.04,532.76,32.21,16.38
istanbul_3236,istanbul,122,0.0601,315.37,310.43,28.11,20.09
istanbul_2169,istanbul,755,0.252,213.59,163.74,15.61,7.45
istanbul_2360,istanbul,106,0.0575,347.1,249.33,33.28,13.88
istanbul_2424,istanbul,354,0.1788,323.31,847.18,20.24,13.96
istanbul_2606,istanbul,5,0.0029,375.3,99.71,30.76,8.5
istanbul_2315,istanbul,60,0.1529,1631.18,2079.22,58.76,31.4
istanbul_3185,istanbul,1,0.0002,142.02,0.0,,
istanbul_2027,istanbul,1268,0.2666,134.57,93.49,13.0,4.69
istanbul_2279,istanbul,27,0.0544,1289.22,2358.83,60.51,46.41
istanbul_1667,istanbul,0,0.0,,,,
istanbul_3212,istanbul,114,0.0334,187.31,115.55,26.89,13.26
istanbul_2489,istanbul,596,0.2164,232.33,313.27,16.57,9.46
istanbul_1882,istanbul,44,0.0416,604.81,463.47,62.39,31.4
istanbul_2485,istanbul,108,0.1054,624.56,528.89,34.16,15.83
istanbul_0689,istanbul,228,0.1156,324.42,240.93,28.75,12.61
istanbul_2797,istanbul,409,0.1475,230.85,367.62,13.81,11.18
istanbul_3066,istanbul,36,0.1467,2608.81,4543.27,64.48,44.27
jerusalem_0120,jerusalem,414,0.2631,406.73,245.56,26.05,8.54
jerusalem_0103,jerusalem,513,0.3057,381.36,590.23,22.98,10.55
jerusalem_0140,jerusalem,322,0.1101,218.78,131.55,23.39,8.2
jerusalem_0100,jerusalem,620,0.3426,353.66,275.54,22.76,7.09
jerusalem_0038,jerusalem,14,0.0081,368.65,244.49,99.52,122.4
jerusalem_0021,jerusalem,316,0.1172,237.27,223.97,23.9,11.3
kyiv_0939,kyiv,2,0.0011,344.0,62.41,427.34,0.0
kyiv_0893,kyiv,12,0.0027,141.83,66.43,51.67,71.78
kyiv_0158,kyiv,248,0.1035,267.2,370.03,26.78,17.24
kyiv_1018,kyiv,79,0.0759,615.11,1027.1,37.59,19.48
kyiv_0518,kyiv,142,0.1796,809.67,2203.61,40.82,23.47
kyiv_0123,kyiv,222,0.1763,508.38,1001.22,31.03,18.74
kyiv_0138,kyiv,178,0.0796,286.1,552.47,27.32,16.85
kyiv_1075,kyiv,0,0.0,,,,
kyiv_0538,kyiv,231,0.2458,680.95,901.52,33.08,18.16
kyiv_0147,kyiv,134,0.1026,489.81,606.35,37.1,20.95
kyiv_0394,kyiv,90,0.1113,791.62,1299.93,43.39,25.65
kyiv_0118,kyiv,235,0.0707,192.66,323.16,23.4,12.13
kyiv_0872,kyiv,124,0.0684,352.83,784.24,29.19,26.96
kyiv_0377,kyiv,170,0.1832,689.65,832.94,39.23,17.32
kyiv_0144,kyiv,171,0.1659,620.86,1009.06,34.86,25.42
kyiv_0346,kyiv,312,0.1271,260.7,268.2,26.55,11.89
kyiv_0548,kyiv,155,0.1296,534.98,750.89,37.37,27.39
kyiv_0211,kyiv,42,0.1,1523.88,2429.16,56.39,39.75
kyiv_0919,kyiv,32,0.0226,451.92,646.76,49.37,56.14
kyiv_0143,kyiv,265,0.1043,251.91,460.0,25.89,19.66
kyiv_0928,kyiv,90,0.0966,686.69,808.09,45.42,25.54
kyiv_0760,kyiv,256,0.115,287.39,671.15,22.42,14.89
kyiv_0418,kyiv,5,0.0011,144.58,71.63,75.71,49.78
kyiv_0275,kyiv,142,0.1544,695.81,1073.82,37.88,22.64
kyiv_0722,kyiv,125,0.0186,95.32,87.99,21.03,10.09
kyiv_0340,kyiv,184,0.1485,516.61,561.63,35.21,15.79
kyiv_0152,kyiv,297,0.0592,127.62,311.54,17.43,7.41
kyiv_0447,kyiv,83,0.1742,1342.93,3276.47,40.03,27.32
kyiv_0606,kyiv,228,0.2072,581.63,796.02,35.56,17.5
kyiv_0604,kyiv,155,0.1429,590.0,1297.96,36.57,18.87
kyiv_0398,kyiv,59,0.0466,505.33,564.0,43.58,37.55
kyiv_0592,kyiv,8,0.0044,350.12,299.02,104.27,104.43
kyiv_0316,kyiv,12,0.0059,315.29,240.9,43.55,13.32
kyiv_0617,kyiv,19,0.0131,442.84,456.47,43.4,32.56
kyiv_1034,kyiv,116,0.0933,514.62,580.7,32.13,23.48
kyiv_0582,kyiv,62,0.1019,1052.28,1771.01,48.97,39.94
kyiv_0678,kyiv,165,0.1064,412.57,450.94,31.04,19.88
kyiv_0474,kyiv,347,0.2844,524.48,516.21,28.09,11.12
kyiv_0090,kyiv,4,0.0022,347.98,148.42,103.36,115.32
kyiv_0576,kyiv,291,0.1933,425.16,504.53,23.85,14.98
kyiv_0157,kyiv,9,0.0084,599.89,910.59,91.42,70.9
kyiv_0498,kyiv,30,0.0064,136.03,206.09,29.2,23.1
kyiv_0402,kyiv,136,0.1615,760.08,713.6,48.52,18.22
kyiv_0534,kyiv,425,0.1229,185.08,347.14,21.07,11.13
kyoto_0354,kyoto,747,0.2809,240.71,499.08,13.35,9.04
kyoto_0303,kyoto,2295,0.3456,96.37,296.52,7.54,5.36
kyoto_0386,kyoto,3424,0.4437,82.94,141.23,7.51,3.46
kyoto_0306,kyoto,3175,0.352,70.96,164.1,6.7,5.07
kyoto_0307,kyoto,4759,0.3986,53.6,122.37,6.1,3.0
kyoto_0454,kyoto,1646,0.3119,121.29,538.26,8.28,7.94
kyoto_0242,kyoto,1673,0.2527,96.66,164.44,9.29,6.09
kyoto_0364,kyoto,4067,0.376,59.17,107.28,6.68,3.29
kyoto_0484,kyoto,1335,0.2796,134.03,421.31,10.74,6.98
kyoto_0107,kyoto,1,0.0,23.13,0.0,,
kyoto_0351,kyoto,822,0.2337,181.95,484.99,12.79,9.19
kyoto_0487,kyoto,2960,0.3103,67.09,82.24,7.55,4.35
kyoto_0183,kyoto,3013,0.2639,56.06,110.07,6.62,4.41
kyoto_0294,kyoto,1077,0.1188,70.6,84.87,8.42,4.93
kyoto_0310,kyoto,1018,0.102,64.1,79.2,8.41,8.26
kyoto_0324,kyoto,659,0.1615,156.81,835.36,11.59,11.25
kyoto_0311,kyoto,811,0.1133,89.44,190.51,9.32,7.64
kyoto_0580,kyoto,222,0.0351,101.07,179.5,14.52,15.08
kyoto_0087,kyoto,0,0.0,,,,
kyoto_0205,kyoto,131,0.0229,111.82,177.54,16.59,14.45
kyoto_0647,kyoto,1234,0.1131,58.67,81.37,8.21,4.15
kyoto_0614,kyoto,20,0.0022,71.92,72.19,15.16,6.49
kyoto_0505,kyoto,1554,0.2715,111.8,822.62,9.62,6.48
kyoto_0429,kyoto,275,0.0401,93.27,63.77,13.19,8.76
laplata_0035,laplata,17,0.004,150.13,82.82,40.18,30.59
laplata_0013,laplata,33,0.0132,256.81,283.93,35.69,18.86
laplata_0012,laplata,6,0.0039,416.96,482.6,250.3,126.4
laplata_0020,laplata,15,0.0038,164.22,95.47,85.08,89.36
laplata_0005,laplata,216,0.0611,181.13,230.57,16.81,24.58
lasvegas_0105,lasvegas,211,0.124,376.17,398.13,35.95,13.37
lasvegas_0379,lasvegas,114,0.0916,514.23,2703.49,19.76,39.4
lasvegas_0560,lasvegas,84,0.0419,319.23,717.51,25.77,24.29
lasvegas_0416,lasvegas,428,0.1214,181.55,345.11,17.27,18.18
lasvegas_0201,lasvegas,129,0.0964,478.31,270.95,35.97,8.34
lasvegas_1147,lasvegas,16,0.0374,1497.15,2961.88,41.32,22.71
lasvegas_0661,lasvegas,404,0.1373,217.51,275.39,22.34,13.14
lasvegas_1156,lasvegas,631,0.2186,221.76,297.96,15.74,6.49
lasvegas_0892,lasvegas,39,0.0115,188.0,156.87,30.14,82.02
lasvegas_0069,lasvegas,315,0.1254,254.7,348.34,20.91,15.21
lasvegas_0121,lasvegas,175,0.1071,391.81,450.58,21.77,12.99
lasvegas_0749,lasvegas,87,0.0785,577.57,600.48,31.65,22.68
lasvegas_0955,lasvegas,95,0.1829,1232.08,4046.33,37.64,45.67
lasvegas_0847,lasvegas,182,0.0638,224.38,102.4,17.4,4.29
lasvegas_0713,lasvegas,49,0.0742,969.72,3105.1,40.02,59.32
lasvegas_0801,lasvegas,384,0.2025,337.53,450.02,26.14,9.51
lasvegas_0756,lasvegas,42,0.209,3185.02,2376.93,72.79,33.36
lasvegas_0901,lasvegas,55,0.1352,1573.81,2406.68,46.84,34.17
lasvegas_0868,lasvegas,228,0.1807,507.31,668.62,28.28,16.7
lasvegas_0308,lasvegas,379,0.1844,311.42,511.24,21.8,14.18
lasvegas_0975,lasvegas,185,0.0641,221.83,255.0,19.78,4.39
lasvegas_0345,lasvegas,99,0.0647,418.51,312.78,40.63,14.21
lasvegas_0728,lasvegas,197,0.2839,922.45,5329.27,29.41,19.58
lasvegas_0605,lasvegas,85,0.0368,277.16,259.77,35.78,23.28
lasvegas_0846,lasvegas,164,0.0572,223.05,166.24,19.5,4.35
lasvegas_0226,lasvegas,775,0.2256,186.33,80.16,14.66,5.19
lasvegas_0427,lasvegas,457,0.2318,324.58,613.21,22.22,8.21
lasvegas_0312,lasvegas,522,0.2205,270.35,313.77,20.95,9.17
lasvegas_0359,lasvegas,747,0.2504,214.57,198.63,17.23,4.64
lasvegas_0794,lasvegas,38,0.1075,1810.83,3268.62,69.07,44.96
lasvegas_0747,lasvegas,12,0.0108,576.35,491.13,34.13,4.99
lasvegas_0303,lasvegas,101,0.0593,375.72,326.67,23.87,9.53
lasvegas_0587,lasvegas,275,0.0967,225.01,138.6,19.18,9.13
lasvegas_0907,lasvegas,287,0.1933,431.09,764.25,25.22,9.1
lasvegas_0821,lasvegas,148,0.094,406.55,572.12,24.93,14.03
lasvegas_0807,lasvegas,400,0.1949,311.91,667.44,20.52,10.13
lasvegas_0466,lasvegas,519,0.2693,332.05,1138.05,20.83,7.56
lasvegas_0556,lasvegas,106,0.0904,545.58,605.68,31.01,15.54
lasvegas_0419,lasvegas,57,0.1064,1195.16,1046.03,59.68,27.24
lasvegas_0274,lasvegas,473,0.2167,293.21,541.43,21.39,6.92
lasvegas_1053,lasvegas,149,0.0485,208.29,204.2,23.08,11.21
lasvegas_1018,lasvegas,73,0.1017,891.85,1522.2,35.94,18.85
lasvegas_0494,lasvegas,146,0.1618,709.24,1500.11,41.18,24.96
lasvegas_0674,lasvegas,10,0.0077,491.73,425.1,60.76,67.44
lasvegas_0280,lasvegas,303,0.195,411.8,555.96,27.64,14.21
lasvegas_0812,lasvegas,3,0.0011,234.1,144.36,321.72,428.85
lasvegas_0153,lasvegas,195,0.1268,416.13,1019.6,18.97,16.25
lasvegas_0435,lasvegas,252,0.1459,370.62,283.26,25.95,12.81
lasvegas_0284,lasvegas,581,0.2721,299.69,303.37,18.49,7.31
lasvegas_1017,lasvegas,224,0.1575,449.95,752.5,27.37,16.99
lasvegas_0803,lasvegas,267,0.191,457.87,1065.51,25.13,19.03
lasvegas_0344,lasvegas,45,0.1462,2078.72,4520.95,56.38,29.32
lasvegas_1024,lasvegas,83,0.0744,573.31,534.79,40.76,26.1
