patch_id,city_code,circuity,total_network_length,total_straight_length,n_edges_in_circuity
denver_0354,denver,1.097074,15013.64,13685.17,374
denver_0515,denver,1.161943,22664.97,19506.09,530
detroit_0706,detroit,1.000139,21253.35,21250.39,444
detroit_0066,detroit,1.005326,26827.75,26685.61,718
detroit_0179,detroit,1.00784,30432.69,30195.96,701
detroit_0053,detroit,1.000121,14456.01,14454.27,209
detroit_0294,detroit,1.002226,26572.52,26513.49,668
detroit_0533,detroit,1.023715,11835.5,11561.32,193
detroit_0063,detroit,1.002764,23404.62,23340.11,611
detroit_0551,detroit,1.007738,12090.09,11997.26,182
detroit_0239,detroit,1.008185,13432.86,13323.81,221
detroit_0605,detroit,1.006743,12305.16,12222.74,219
detroit_0107,detroit,1.008315,25801.41,25588.65,602
detroit_0089,detroit,1.000369,22444.53,22436.26,502
detroit_0624,detroit,1.003821,15403.34,15344.71,260
detroit_0203,detroit,1.000011,14693.32,14693.16,196
detroit_0414,detroit,1.004194,19302.71,19222.1,461
detroit_0058,detroit,0.999914,19434.68,19436.35,386
detroit_0494,detroit,1.016113,13213.28,13003.76,219
detroit_0267,detroit,1.010679,12679.47,12545.49,179
detroit_0705,detroit,1.000222,12754.38,12751.55,223
detroit_0004,detroit,1.000439,16090.73,16083.67,306
detroit_0057,detroit,1.005908,23579.24,23440.76,504
detroit_0090,detroit,1.010228,22882.48,22650.81,500
detroit_0720,detroit,0.998992,14804.56,14819.5,271
detroit_0433,detroit,1.038171,13097.15,12615.6,207
detroit_0217,detroit,1.023666,12842.91,12546.0,320
detroit_0274,detroit,0.99912,15692.86,15706.69,183
detroit_0059,detroit,1.004345,13890.23,13830.13,237
detroit_0144,detroit,1.009045,24652.07,24431.09,594
detroit_0306,detroit,1.065809,14552.67,13654.1,282
detroit_0165,detroit,1.017965,13505.52,13267.17,321
detroit_0364,detroit,1.037193,8725.93,8413.03,262
detroit_0098,detroit,1.021784,15426.02,15097.14,362
detroit_0453,detroit,1.003056,14045.86,14003.06,202
detroit_0205,detroit,1.011017,17806.15,17612.12,305
detroit_0321,detroit,1.017969,23597.62,23181.08,653
detroit_0146,detroit,1.002909,19567.27,19510.51,406
detroit_0613,detroit,1.009071,21657.78,21463.1,473
detroit_0006,detroit,1.011041,19489.6,19276.76,484
detroit_0196,detroit,1.003041,17973.98,17919.49,347
detroit_0273,detroit,1.002875,15273.75,15229.96,223
detroit_0093,detroit,1.010398,27193.39,26913.55,638
detroit_0148,detroit,1.009536,22854.86,22638.97,479
detroit_0127,detroit,1.01514,17627.24,17364.34,270
detroit_0317,detroit,1.013854,23285.47,22967.28,504
detroit_0422,detroit,1.022229,23485.19,22974.48,601
detroit_0102,detroit,1.01711,27552.98,27089.48,804
detroit_0060,detroit,1.007886,20361.03,20201.72,463
detroit_0358,detroit,1.006189,16969.29,16864.91,299
detroit_0213,detroit,1.012857,28509.75,28147.87,776
detroit_0118,detroit,0.999913,20043.73,20045.47,463
detroit_0067,detroit,1.004381,22216.24,22119.34,523
detroit_0708,detroit,1.003106,19839.67,19778.24,392
detroit_0454,detroit,1.006536,15152.47,15054.08,213
detroit_0292,detroit,1.034686,7962.43,7695.5,222
detroit_0316,detroit,1.016671,13447.09,13226.59,179
detroit_0041,detroit,1.007812,20403.14,20244.98,430
detroit_0410,detroit,1.016176,15939.89,15686.15,174
detroit_0114,detroit,1.018066,13563.41,13322.72,289
detroit_0022,detroit,1.007168,9039.67,8975.34,194
detroit_0054,detroit,1.002698,20568.87,20513.53,437
detroit_0199,detroit,1.005132,11277.44,11219.85,193
detroit_0197,detroit,1.010769,27170.2,26880.73,676
detroit_0330,detroit,1.017099,14748.8,14500.85,246
detroit_0441,detroit,1.056672,22036.82,20854.92,494
detroit_0019,detroit,1.034721,10441.95,10091.56,263
detroit_0389,detroit,1.054393,14478.63,13731.72,265
detroit_0087,detroit,1.025553,13764.13,13421.18,310
detroit_0255,detroit,1.030765,14874.85,14430.87,247
detroit_0101,detroit,1.007911,17094.13,16959.96,375
detroit_0685,detroit,1.037922,18617.87,17937.64,294
detroit_0399,detroit,1.023725,17691.98,17281.96,409
detroit_0091,detroit,1.043864,13139.98,12587.82,222
detroit_0534,detroit,1.051682,10119.6,9622.3,202
detroit_0209,detroit,1.026423,15610.05,15208.2,263
detroit_0735,detroit,1.019529,16077.02,15769.07,300
detroit_0612,detroit,1.011395,24795.44,24516.09,620
detroit_0750,detroit,1.019748,14156.49,13882.33,306
detroit_0344,detroit,1.019639,16172.29,15860.81,320
detroit_0237,detroit,1.005531,20679.94,20566.18,378
detroit_0074,detroit,1.025898,22559.29,21989.81,458
detroit_0312,detroit,1.021932,11639.75,11389.94,227
detroit_0177,detroit,1.11439,17276.41,15503.03,366
detroit_0221,detroit,1.046564,17875.07,17079.77,308
detroit_0195,detroit,1.031049,17110.75,16595.48,399
detroit_0238,detroit,1.011065,18369.66,18168.61,330
detroit_0071,detroit,1.010344,19747.59,19545.41,448
detroit_0417,detroit,1.015203,25662.25,25277.96,623
detroit_0763,detroit,1.049847,13758.87,13105.6,186
detroit_0532,detroit,1.029347,14934.73,14508.94,280
detroit_0381,detroit,1.002912,28064.16,27982.68,722
detroit_0266,detroit,1.073846,12261.33,11418.14,225
detroit_0690,detroit,1.024889,15117.01,14749.9,317
detroit_0520,detroit,1.029508,25579.7,24846.52,896
detroit_0698,detroit,1.045956,9114.47,8714.0,174
detroit_0046,detroit,1.029683,9250.87,8984.19,176
detroit_0440,detroit,1.017996,25057.17,24614.21,758
detroit_0373,detroit,1.057379,17744.68,16781.75,265
detroit_0182,detroit,1.036303,19417.03,18736.82,412
detroit_0343,detroit,1.035536,14250.12,13761.1,305
detroit_0021,detroit,1.067928,7518.09,7039.89,169
detroit_0045,detroit,1.069798,14997.6,14019.1,287
detroit_0397,detroit,1.034799,15852.08,15319.0,293
detroit_0185,detroit,1.064604,18165.6,17063.25,364
dublin_0004,dublin,1.054017,15256.39,14474.51,347
dublin_0091,dublin,1.040687,21500.33,20659.75,691
dublin_0038,dublin,1.060703,13984.52,13184.2,313
dublin_0195,dublin,1.053068,11128.9,10568.08,174
fez_0015,fez,0.999783,6792.32,6793.79,92
fez_0001,fez,1.000268,6613.46,6611.69,106
fez_0124,fez,1.013463,18056.25,17816.39,352
fez_0013,fez,1.016607,11028.16,10848.01,250
fez_0009,fez,1.059492,10364.37,9782.39,184
fez_0069,fez,1.010445,15113.28,14957.06,236
fez_0100,fez,1.043158,12282.21,11774.07,169
fez_0007,fez,1.093715,9810.53,8969.92,194
genoa_0079,genoa,1.273957,4334.0,3402.0,41
genoa_0197,genoa,1.100545,5081.26,4617.04,73
genoa_0287,genoa,1.162067,2419.22,2081.82,28
genoa_0166,genoa,1.270138,7975.04,6278.88,150
genoa_0138,genoa,1.191842,6441.38,5404.56,215
genoa_0070,genoa,1.156594,11849.75,10245.38,223
genoa_0244,genoa,1.181212,16323.52,13819.29,314
genoa_0214,genoa,1.060031,34946.03,32966.98,1157
genoa_0174,genoa,1.168655,11448.59,9796.38,155
genoa_0215,genoa,1.079556,32486.98,30092.89,1090
genoa_0139,genoa,1.191946,7850.49,6586.28,129
genoa_0106,genoa,1.180871,15408.02,13048.0,344
genoa_0338,genoa,1.051127,4732.13,4501.95,29
genoa_0328,genoa,1.075712,11121.57,10338.8,287
genoa_0018,genoa,1.256075,4437.13,3532.54,40
ghent_0021,ghent,1.376559,5080.64,3690.83,43
ghent_0163,ghent,1.050507,9106.24,8668.42,187
ghent_0101,ghent,1.043546,16689.16,15992.74,442
ghent_0182,ghent,1.042374,5368.19,5149.97,139
ghent_0120,ghent,1.047739,16845.84,16078.29,427
hanoi_0360,hanoi,1.001125,6048.71,6041.92,44
hanoi_0180,hanoi,1.02101,8333.3,8161.82,206
hanoi_2678,hanoi,1.004903,3780.75,3762.31,45
hanoi_0401,hanoi,1.005182,5683.74,5654.44,55
hanoi_4046,hanoi,1.111753,4386.58,3945.65,31
hanoi_2895,hanoi,1.033569,12230.38,11833.16,220
hanoi_0830,hanoi,1.039758,3575.28,3438.57,55
hanoi_4700,hanoi,1.054907,5787.91,5486.65,59
hanoi_2112,hanoi,1.009052,10841.51,10744.26,148
hanoi_2934,hanoi,1.023319,3441.24,3362.82,36
hanoi_3066,hanoi,1.018224,1879.19,1845.56,26
hanoi_3815,hanoi,1.039951,4323.33,4157.24,47
hanoi_0796,hanoi,1.134621,4494.81,3961.51,70
hanoi_2326,hanoi,1.002003,6245.17,6232.68,55
hanoi_2772,hanoi,1.007389,4068.98,4039.13,39
hanoi_3973,hanoi,1.042104,9131.96,8763.01,140
hanoi_3415,hanoi,1.019088,12683.37,12445.81,227
hanoi_2480,hanoi,1.025492,5636.1,5495.99,55
hanoi_3903,hanoi,1.028875,5544.96,5389.34,91
hanoi_4248,hanoi,1.020475,8884.77,8706.5,102
hanoi_0933,hanoi,1.014436,4129.83,4071.06,57
hanoi_0020,hanoi,1.005008,7887.76,7848.46,86
hanoi_3336,hanoi,1.006571,5829.92,5791.85,67
hanoi_2686,hanoi,1.0836,3240.41,2990.41,36
hanoi_3034,hanoi,1.02229,4797.32,4692.72,58
hanoi_1783,hanoi,1.017566,2415.25,2373.55,35
hanoi_2826,hanoi,1.048118,10844.82,10346.95,151
hanoi_2591,hanoi,1.042254,5531.66,5307.41,65
hanoi_1951,hanoi,1.043472,3669.12,3516.26,37
hanoi_2349,hanoi,1.024679,6562.63,6404.57,83
hanoi_2063,hanoi,1.015523,4019.96,3958.51,44
hanoi_4016,hanoi,1.008787,3711.57,3679.24,44
hanoi_2673,hanoi,1.017859,2291.22,2251.02,32
hanoi_1392,hanoi,1.009686,4424.66,4382.21,49
hanoi_2199,hanoi,1.014565,5745.18,5662.7,66
hanoi_0435,hanoi,1.012221,8206.81,8107.73,81
hanoi_0266,hanoi,1.011783,5453.61,5390.1,49
hanoi_2471,hanoi,1.05524,3320.0,3146.21,28
hanoi_4511,hanoi,1.028959,3630.14,3527.98,45
hanoi_4551,hanoi,1.034582,17398.86,16817.29,428
hanoi_1892,hanoi,1.03213,4878.53,4726.67,58
hanoi_2474,hanoi,1.015499,1857.04,1828.7,32
hanoi_0833,hanoi,1.062953,4022.16,3783.95,39
hanoi_0093,hanoi,1.035697,6885.44,6648.12,106
hanoi_1128,hanoi,1.034422,3221.73,3114.52,44
hanoi_2641,hanoi,1.03219,9370.16,9077.94,142
hanoi_3550,hanoi,1.033331,4136.71,4003.28,50
hanoi_3952,hanoi,1.076893,9508.34,8829.42,126
hanoi_0907,hanoi,1.034409,7238.2,6997.42,89
hanoi_1502,hanoi,1.038293,9120.88,8784.5,127
hanoi_3628,hanoi,1.047575,2658.97,2538.21,26
hanoi_1134,hanoi,1.01425,3655.96,3604.59,42
hanoi_3437,hanoi,1.008298,4119.52,4085.62,39
hanoi_2782,hanoi,1.03324,3634.46,3517.54,38
hanoi_3613,hanoi,1.016619,11119.8,10938.02,171
hanoi_2260,hanoi,1.060036,19925.08,18796.6,524
hanoi_2713,hanoi,1.045956,18504.42,17691.39,476
hanoi_2518,hanoi,1.088706,19158.51,17597.5,352
hanoi_1735,hanoi,1.051969,3581.22,3404.3,29
hanoi_2171,hanoi,1.073064,8424.09,7850.5,129
hanoi_2936,hanoi,1.175807,6378.81,5425.05,64
hanoi_3242,hanoi,1.038957,6574.61,6328.08,73
hanoi_1427,hanoi,1.02888,4347.98,4225.94,73
hanoi_3038,hanoi,1.035595,4309.44,4161.31,36
hanoi_1747,hanoi,1.041585,5533.17,5312.26,55
hanoi_3387,hanoi,1.092001,14192.93,12997.18,387
hanoi_1860,hanoi,1.017319,9365.83,9206.39,159
hanoi_3138,hanoi,1.052702,7022.08,6670.53,95
hanoi_3967,hanoi,1.065567,10211.0,9582.69,221
hanoi_4363,hanoi,1.036054,5130.67,4952.13,72
hanoi_3693,hanoi,1.023823,22970.67,22436.17,760
hanoi_2834,hanoi,1.088429,4128.62,3793.19,54
hanoi_4330,hanoi,1.021216,8987.62,8800.9,132
hanoi_1693,hanoi,1.009291,3790.12,3755.23,31
hanoi_3140,hanoi,1.037346,4969.89,4790.97,41
hanoi_4068,hanoi,1.074865,17154.0,15959.21,344
hanoi_2797,hanoi,1.372408,4315.63,3144.57,41
hanoi_1931,hanoi,1.039524,5336.01,5133.13,62
hanoi_2074,hanoi,1.022127,4062.77,3974.82,35
hanoi_0756,hanoi,1.067241,9159.04,8581.98,113
hanoi_1562,hanoi,1.035352,3467.59,3349.19,33
hanoi_2618,hanoi,1.092845,14057.96,12863.63,280
hanoi_2158,hanoi,1.043821,4173.8,3998.58,50
hanoi_3519,hanoi,1.028319,2291.58,2228.47,38
hanoi_0584,hanoi,1.052915,4324.9,4107.55,41
hanoi_0283,hanoi,1.052456,6683.51,6350.39,85
hanoi_0238,hanoi,1.026526,8831.44,8603.23,95
hanoi_0690,hanoi,1.054847,4437.78,4207.03,37
hanoi_0838,hanoi,1.075765,3419.92,3179.05,31
hanoi_1129,hanoi,1.052777,5110.69,4854.49,60
hanoi_1269,hanoi,1.042362,5620.1,5391.7,59
hanoi_1279,hanoi,1.063085,4368.27,4109.05,53
hanoi_3323,hanoi,1.029583,7355.51,7144.17,132
hanoi_2092,hanoi,1.037503,7731.38,7451.91,118
hanoi_0339,hanoi,1.083999,4019.17,3707.73,41
hanoi_2517,hanoi,1.051379,13352.04,12699.55,234
hanoi_3247,hanoi,1.054148,4307.68,4086.41,38
hanoi_2461,hanoi,1.053191,4113.71,3905.95,41
hanoi_3427,hanoi,1.102314,5561.72,5045.49,54
hanoi_0742,hanoi,1.032203,5997.87,5810.74,63
hanoi_0402,hanoi,1.024179,4711.63,4600.4,76
hanoi_4060,hanoi,1.062245,6231.22,5866.09,59
hanoi_1359,hanoi,1.038065,7307.4,7039.44,114
hanoi_3920,hanoi,1.045604,4151.48,3970.41,39
hanoi_1521,hanoi,1.022938,4167.53,4074.08,74
hanoi_4611,hanoi,1.039252,8521.29,8199.44,114
hanoi_3880,hanoi,1.079924,20701.2,19169.12,480
hanoi_2267,hanoi,1.079976,9300.77,8612.02,166
hanoi_1278,hanoi,1.056449,7596.55,7190.64,98
hanoi_1812,hanoi,1.030998,3759.04,3646.02,37
hanoi_4374,hanoi,1.042231,4717.09,4525.95,66
hanoi_2095,hanoi,1.04574,6580.44,6292.62,69
hanoi_4488,hanoi,1.035547,11002.99,10625.29,298
hanoi_1611,hanoi,1.043823,9278.33,8888.79,142
hanoi_4689,hanoi,1.038147,4761.55,4586.58,62
hanoi_1533,hanoi,1.061795,6486.71,6109.19,75
hanoi_0476,hanoi,1.026446,9142.06,8906.52,156
hanoi_3541,hanoi,1.065368,3431.75,3221.19,69
hanoi_0317,hanoi,1.031699,10647.46,10320.32,161
hanoi_0693,hanoi,1.047416,4881.58,4660.59,59
hanoi_4388,hanoi,1.057081,10749.17,10168.73,163
hanoi_3786,hanoi,1.123691,24549.57,21847.26,684
hanoi_0929,hanoi,1.045651,4551.53,4352.82,64
hanoi_2616,hanoi,1.091653,18698.47,17128.59,426
hanoi_2249,hanoi,1.045777,9951.77,9516.14,164
hanoi_3671,hanoi,1.030343,7754.17,7525.81,130
hanoi_0964,hanoi,1.035882,7866.81,7594.31,122
hanoi_3965,hanoi,1.05005,12642.33,12039.74,241
hanoi_3347,hanoi,1.067534,4859.23,4551.82,37
hanoi_0999,hanoi,1.075673,4806.89,4468.73,53
helsinki_0001,helsinki,1.047733,15587.69,14877.55,725
helsinki_0086,helsinki,1.024708,32527.6,31743.28,1751
helsinki_0065,helsinki,1.054791,13624.17,12916.47,318
houston_0670,houston,1.003426,13051.16,13006.59,148
houston_0820,houston,1.052289,7409.59,7041.4,78
houston_1423,houston,1.016653,11679.95,11488.63,112
houston_0906,houston,1.00559,12715.99,12645.3,174
houston_0163,houston,1.359108,7810.85,5747.04,85
houston_0901,houston,1.022795,9137.58,8933.93,114
houston_1157,houston,1.026135,9977.98,9723.85,115
houston_0205,houston,1.02813,8081.97,7860.84,85
houston_0557,houston,1.022495,8317.32,8134.34,108
houston_1512,houston,0.999546,12474.64,12480.3,132
houston_1198,houston,1.002356,11176.53,11150.26,112
houston_0373,houston,1.007699,9627.59,9554.02,105
houston_0577,houston,1.014331,9341.61,9209.63,91
houston_0831,houston,1.033395,8532.72,8256.98,267
houston_1410,houston,1.020829,11855.32,11613.42,171
houston_0760,houston,1.051065,10933.56,10402.37,218
houston_0414,houston,1.019666,7229.56,7090.12,98
houston_0556,houston,1.017024,6964.37,6847.79,103
houston_0595,houston,1.296951,7961.31,6138.48,99
houston_0083,houston,1.241597,7835.13,6310.52,69
houston_0963,houston,1.027544,10053.39,9783.9,140
houston_0250,houston,1.00985,8857.19,8770.8,135
houston_0709,houston,1.015652,19280.72,18983.59,457
houston_0669,houston,1.010321,14083.98,13940.1,225
houston_0678,houston,1.023074,6744.73,6592.61,91
houston_0755,houston,1.011925,9960.77,9843.38,145
houston_1231,houston,1.015695,9800.52,9649.08,129
houston_0553,houston,1.044776,7415.22,7097.42,200
houston_0744,houston,1.01731,29638.37,29134.06,809
houston_0538,houston,1.00138,10653.27,10638.59,117
houston_0703,houston,1.012392,32342.6,31946.71,1034
houston_1151,houston,1.025199,12293.67,11991.49,238
houston_1077,houston,1.057375,10361.44,9799.21,208
houston_1372,houston,1.032845,7978.14,7724.43,147
houston_0976,houston,1.018369,7401.32,7267.82,94
houston_0638,houston,1.077503,7947.46,7375.81,149
houston_0900,houston,1.009511,10428.74,10330.48,141
houston_0253,houston,1.036133,13205.92,12745.39,255
houston_0859,houston,1.012235,9914.23,9794.39,129
houston_0953,houston,1.020238,7136.95,6995.38,111
houston_0552,houston,1.049976,11378.77,10837.17,236
houston_0152,houston,1.137727,4563.14,4010.75,76
houston_1362,houston,1.068502,8466.03,7923.27,148
houston_0259,houston,1.065328,17001.49,15958.93,492
houston_1333,houston,1.097665,5503.5,5013.83,91
houston_0211,houston,1.078969,16355.29,15158.25,396
houston_0306,houston,1.028544,9880.94,9606.72,171
houston_0043,houston,1.071528,12417.67,11588.75,318
houston_1557,houston,1.064085,7793.92,7324.52,127
houston_0845,houston,1.096321,6770.08,6175.27,112
houston_0079,houston,1.429607,14040.9,9821.51,163
houston_0587,houston,1.02321,8593.37,8398.44,143
houston_0852,houston,1.035548,7333.43,7081.69,136
houston_0876,houston,1.019012,8763.18,8599.68,227
houston_0457,houston,1.013712,12556.93,12387.08,183
houston_1409,houston,1.029523,11155.83,10835.93,195
houston_1339,houston,1.023215,6733.93,6581.15,71
houston_0812,houston,1.040023,11312.69,10877.34,236
houston_0061,houston,1.053766,11880.09,11273.94,230
houston_1487,houston,1.096011,8691.41,7930.04,117
houston_1456,houston,1.049698,12435.78,11847.0,212
houston_0113,houston,1.085669,6896.18,6352.01,186
houston_0592,houston,1.07511,12507.14,11633.36,318
houston_0720,houston,1.14841,10400.88,9056.77,153
houston_1360,houston,1.037622,6650.53,6409.39,102
houston_0236,houston,1.056216,5411.11,5123.1,72
houston_1033,houston,1.050046,13291.08,12657.62,225
houston_0541,houston,1.087737,11474.35,10548.83,312
houston_0878,houston,1.029613,7900.83,7673.59,170
houston_0539,houston,1.048006,19035.45,18163.49,611
houston_1313,houston,1.02656,9508.55,9262.54,131
houston_0932,houston,1.049552,8236.41,7847.55,115
houston_0661,houston,1.02708,13237.87,12888.84,339
houston_1050,houston,1.174131,5541.54,4719.7,136
houston_0393,houston,1.024741,8923.01,8707.57,126
houston_0761,houston,1.063242,11548.77,10861.85,254
houston_0817,houston,1.016253,9588.0,9434.66,118
houston_0024,houston,1.013027,6123.89,6045.14,158
houston_0561,houston,1.01784,5813.48,5711.59,62
houston_0338,houston,1.055377,18452.04,17483.84,462
houston_0479,houston,1.024594,8711.4,8502.3,139
houston_0207,houston,1.015988,12391.8,12196.79,228
houston_0593,houston,1.015757,6588.89,6486.68,85
houston_0256,houston,1.070827,17225.27,16085.95,512
houston_1559,houston,1.047897,11330.86,10812.96,218
houston_1376,houston,1.077697,8482.66,7871.1,144
houston_0237,houston,1.197568,8983.19,7501.19,114
houston_0551,houston,1.057544,19836.84,18757.47,522
houston_0789,houston,1.088449,26645.05,24479.84,959
houston_0809,houston,1.146847,4558.27,3974.61,81
houston_0051,houston,1.045801,8572.47,8197.03,165
houston_0346,houston,1.06211,13057.98,12294.37,273
houston_0455,houston,1.063276,8366.9,7868.98,108
houston_0854,houston,1.11471,9386.08,8420.19,229
houston_0297,houston,1.035577,22031.78,21274.89,657
houston_0824,houston,1.026533,10717.8,10440.77,176
houston_0956,houston,1.050415,5567.68,5300.46,79
houston_1618,houston,1.028106,4957.42,4821.9,98
houston_0927,houston,1.043207,6204.62,5947.64,78
houston_0337,houston,1.114651,11184.19,10033.8,231
houston_0830,houston,1.074609,20258.06,18851.56,639
houston_0413,houston,1.0888,8604.01,7902.29,152
houston_0687,houston,1.034742,12207.63,11797.76,285
houston_0510,houston,1.041041,9421.25,9049.83,134
houston_0868,houston,1.038643,25786.23,24826.84,1006
houston_0341,houston,1.062872,10606.08,9978.7,214
houston_1044,houston,1.020287,9993.29,9794.59,124
houston_0940,houston,1.014467,8921.36,8794.14,103
houston_0680,houston,1.07231,11372.18,10605.3,309
houston_1303,houston,1.044926,8395.41,8034.45,223
houston_0010,houston,1.043517,15125.36,14494.61,434
houston_0210,houston,1.03349,18034.11,17449.73,539
houston_1163,houston,1.046561,8655.73,8270.65,135
houston_1544,houston,1.075309,8803.43,8186.89,75
houston_0141,houston,1.057469,9252.2,8749.38,141
houston_1227,houston,1.111216,7756.17,6979.89,111
houston_0597,houston,1.00959,6927.7,6861.9,110
houston_1030,houston,1.109141,9686.04,8732.92,187
houston_0748,houston,1.08084,12163.9,11254.12,474
houston_0858,houston,1.069075,8592.48,8037.31,143
houston_0360,houston,1.053259,7333.15,6962.34,78
houston_0546,houston,1.074919,13713.26,12757.48,295
houston_1475,houston,1.055862,18857.93,17860.22,449
houston_0862,houston,1.078514,9051.71,8392.76,185
houston_1183,houston,1.055544,13610.06,12893.89,265
houston_1103,houston,1.087762,8974.86,8250.76,135
istanbul_1545,istanbul,1.022119,6598.59,6455.79,67
istanbul_0092,istanbul,1.010901,4814.15,4762.24,70
istanbul_0996,istanbul,1.063243,3304.54,3107.98,53
istanbul_1183,istanbul,1.017702,2377.14,2335.79,30
istanbul_2545,istanbul,1.014713,16411.88,16173.93,289
istanbul_0770,istanbul,1.014698,4096.84,4037.5,36
istanbul_0088,istanbul,1.019506,13206.02,12953.35,226
istanbul_0568,istanbul,1.101463,4121.6,3741.93,36
istanbul_2064,istanbul,1.005459,12797.17,12727.69,213
istanbul_1504,istanbul,1.065602,8287.45,7777.25,115
istanbul_2043,istanbul,1.000391,12631.56,12626.63,197
istanbul_2883,istanbul,1.016577,5205.59,5120.7,90
istanbul_1357,istanbul,1.029139,7168.6,6965.63,70
istanbul_1425,istanbul,1.025742,11351.05,11066.19,184
istanbul_1241,istanbul,1.080451,5086.72,4707.96,44
istanbul_1351,istanbul,1.153469,4540.31,3936.22,74
istanbul_1399,istanbul,1.062144,3355.75,3159.41,27
istanbul_2584,istanbul,1.021504,19095.48,18693.5,408
istanbul_2306,istanbul,1.016645,10541.9,10369.3,135
istanbul_0992,istanbul,1.030476,5211.45,5057.32,150
istanbul_1713,istanbul,1.077585,4390.05,4073.97,45
istanbul_1873,istanbul,1.060889,3990.97,3761.91,35
istanbul_2214,istanbul,1.038213,6239.94,6010.27,72
istanbul_1611,istanbul,1.027536,12434.62,12101.39,213
istanbul_2694,istanbul,1.0135,17192.97,16963.95,336
istanbul_2173,istanbul,1.036392,6575.86,6344.95,115
istanbul_0258,istanbul,1.020113,7395.94,7250.12,76
istanbul_2626,istanbul,1.031314,4634.86,4494.13,77
istanbul_1686,istanbul,1.081429,14944.56,13819.28,292
istanbul_1178,istanbul,1.009047,13920.15,13795.34,243
istanbul_1583,istanbul,1.443578,5858.08,4058.03,56
istanbul_2491,istanbul,1.028095,9299.81,9045.67,150
istanbul_2378,istanbul,1.029988,12977.44,12599.6,219
istanbul_1468,istanbul,1.056442,12170.71,11520.47,211
istanbul_3236,istanbul,1.046452,9663.91,9234.93,126
istanbul_2169,istanbul,1.030325,17647.88,17128.46,353
istanbul_2360,istanbul,1.112566,5991.91,5385.67,85
istanbul_2424,istanbul,1.087039,12445.27,11448.78,247
istanbul_2606,istanbul,1.142818,8976.4,7854.62,66
istanbul_2315,istanbul,1.258272,7819.31,6214.32,75
istanbul_3185,istanbul,1.033633,6524.41,6312.12,77
istanbul_2027,istanbul,1.011814,18311.09,18097.29,353
istanbul_2279,istanbul,1.089186,7127.73,6544.09,137
istanbul_1667,istanbul,1.043103,8776.75,8414.08,103
istanbul_3212,istanbul,1.194393,12343.58,10334.61,168
istanbul_2489,istanbul,1.029879,14065.25,13657.18,232
istanbul_1882,istanbul,1.073871,13831.52,12880.06,255
istanbul_2485,istanbul,1.038991,14005.42,13479.83,218
istanbul_0689,istanbul,1.056566,13929.1,13183.37,297
istanbul_2797,istanbul,1.104344,18236.48,16513.41,355
istanbul_3066,istanbul,1.130665,12263.8,10846.54,206
jerusalem_0120,jerusalem,1.043624,16027.69,15357.72,379
jerusalem_0103,jerusalem,1.039519,16475.56,15849.21,364
jerusalem_0140,jerusalem,1.058843,6796.03,6418.35,83
jerusalem_0100,jerusalem,1.029829,13353.56,12966.78,306
jerusalem_0038,jerusalem,1.130241,8087.12,7155.22,158
jerusalem_0021,jerusalem,1.114308,12033.04,10798.66,240
kyiv_0939,kyiv,1.005147,9781.55,9731.46,105
kyiv_0893,kyiv,1.03062,7305.79,7088.73,56
kyiv_0158,kyiv,1.009595,9925.21,9830.88,135
kyiv_1018,kyiv,1.109542,3550.67,3200.12,35
kyiv_0518,kyiv,1.035434,24293.51,23462.16,635
kyiv_0123,kyiv,1.032739,4711.71,4562.34,69
kyiv_0138,kyiv,1.007726,9366.03,9294.22,122
kyiv_1075,kyiv,1.009631,5338.45,5287.53,44
kyiv_0538,kyiv,1.032081,22002.21,21318.3,595
kyiv_0147,kyiv,1.081423,9392.7,8685.5,241
kyiv_0394,kyiv,1.063095,18221.49,17140.03,541
kyiv_0118,kyiv,1.010196,11347.49,11232.95,181
kyiv_0872,kyiv,1.063224,11920.82,11211.95,231
kyiv_0377,kyiv,1.047062,23099.7,22061.44,610
kyiv_0144,kyiv,1.039534,21305.82,20495.55,463
kyiv_0346,kyiv,1.035101,15289.13,14770.66,336
kyiv_0548,kyiv,1.036788,30104.87,29036.68,966
kyiv_0211,kyiv,1.082401,4917.97,4543.58,119
kyiv_0919,kyiv,1.116013,3759.24,3368.45,91
kyiv_0143,kyiv,1.040664,13222.82,12706.14,426
kyiv_0928,kyiv,1.046563,17226.99,16460.53,452
kyiv_0760,kyiv,1.050088,9071.84,8639.12,166
kyiv_0418,kyiv,1.023828,4909.02,4794.77,48
kyiv_0275,kyiv,1.052577,22207.4,21098.13,579
kyiv_0722,kyiv,1.047304,5003.84,4777.83,89
kyiv_0340,kyiv,1.032744,28702.79,27792.75,815
kyiv_0152,kyiv,1.034604,5451.17,5268.85,84
kyiv_0447,kyiv,1.037099,10946.85,10555.26,157
kyiv_0606,kyiv,1.05318,26515.73,25176.82,796
kyiv_0604,kyiv,1.086679,13653.41,12564.34,262
kyiv_0398,kyiv,1.164478,6751.98,5798.29,76
kyiv_0592,kyiv,1.026099,3634.92,3542.47,37
kyiv_0316,kyiv,1.036973,4532.59,4370.98,56
kyiv_0617,kyiv,1.119722,2360.31,2107.94,32
kyiv_1034,kyiv,1.148368,5144.58,4479.9,72
kyiv_0582,kyiv,1.083402,20351.1,18784.43,602
kyiv_0678,kyiv,1.111574,18656.61,16783.96,466
kyiv_0474,kyiv,1.064232,26422.25,24827.53,917
