patch_id,city_code,elev_mean,elev_std,elev_range,mean_slope
quito_1596,quito,2568.76,21.21,86.0,5.844
vilnius_0126,vilnius,112.72,29.14,84.0,6.308
adelaide_1182,adelaide,32.08,3.05,11.0,1.161
sofia_0398,sofia,526.48,1.58,6.0,0.661
denver_0463,denver,1628.12,3.96,16.0,1.347
warsaw_0776,warsaw,92.8,2.86,12.0,1.104
bologna_0024,bologna,48.0,3.6,14.0,1.393
bucharest_0157,bucharest,85.92,2.28,9.0,0.928
istanbul_0992,istanbul,4.76,6.95,21.0,1.642
lisbon_0007,lisbon,8.84,8.36,28.0,2.419
bengaluru_0481,bengaluru,928.72,6.55,25.0,1.973
hanoi_0584,hanoi,22.84,7.13,22.0,2.705
cologne_0429,cologne,48.96,1.59,7.0,0.659
bratislava_0120,bratislava,275.48,27.13,89.0,7.306
bangkok_1114,bangkok,8.0,1.96,8.0,0.807
kyoto_0294,kyoto,13.08,3.25,16.0,1.688
vilnius_0262,vilnius,173.8,12.93,44.0,4.06
adelaide_0238,adelaide,84.12,16.96,65.0,5.787
kyiv_0418,kyiv,129.08,7.67,29.0,2.279
minsk_0300,minsk,205.16,8.99,28.0,2.565
kyiv_0275,kyiv,188.68,5.99,30.0,2.305
verona_0147,verona,70.84,10.74,39.0,2.486
sapporo_0064,sapporo,72.32,28.59,103.0,7.959
brasilia_1074,brasilia,1092.12,4.07,18.0,1.551
hanoi_0283,hanoi,15.0,2.47,10.0,1.004
adelaide_0321,adelaide,9.52,1.58,6.0,0.711
hanoi_0238,hanoi,17.48,2.28,8.0,0.874
tashkent_0295,tashkent,448.2,3.73,15.0,1.102
prague_0189,prague,278.2,16.19,62.0,5.924
minsk_0240,minsk,206.88,4.94,19.0,1.594
cologne_0198,cologne,53.72,2.65,13.0,1.119
hanoi_0690,hanoi,14.4,3.87,15.0,1.959
brasilia_0895,brasilia,1109.64,10.51,40.0,3.613
kyoto_0310,kyoto,133.48,44.78,149.0,10.534
adelaide_0544,adelaide,26.96,3.0,15.0,1.194
phoenix_1610,phoenix,500.8,3.52,15.0,0.993
kyiv_0722,kyiv,94.44,2.56,10.0,1.018
verona_0068,verona,108.88,27.72,110.0,7.283
hanoi_0838,hanoi,13.36,3.27,11.0,1.603
cologne_0260,cologne,53.96,6.42,27.0,1.838
vilnius_0297,vilnius,156.2,15.46,53.0,4.044
cologne_0597,cologne,65.72,5.28,20.0,1.641
bogota_0289,bogota,2655.96,38.0,140.0,10.661
kyiv_0340,kyiv,179.08,5.03,19.0,1.71
turin_0030,turin,262.32,6.19,24.0,1.877
adelaide_0132,adelaide,66.64,6.62,28.0,2.015
cologne_0502,cologne,54.52,2.44,10.0,1.104
cologne_0265,cologne,46.72,2.24,8.0,0.872
adelaide_1351,adelaide,84.04,22.94,76.0,5.418
cairo_0906,cairo,339.32,8.1,30.0,2.388
cologne_0203,cologne,49.08,1.79,6.0,0.75
hanoi_1129,hanoi,12.36,2.04,8.0,0.94
leeds_0588,leeds,42.92,7.8,29.0,2.205
cologne_0478,cologne,48.68,6.61,18.0,2.827
seattle_0414,seattle,14.8,18.29,58.0,3.828
hanoi_1269,hanoi,14.0,2.38,9.0,0.823
hanoi_1279,hanoi,11.16,3.75,14.0,1.179
kyiv_0152,kyiv,172.36,5.5,18.0,1.455
hanoi_3323,hanoi,10.2,2.21,8.0,0.85
minsk_0078,minsk,221.72,6.3,22.0,2.08
cairo_0350,cairo,41.44,5.06,19.0,1.806
vilnius_0398,vilnius,161.72,9.69,39.0,3.118
bratislava_0316,bratislava,135.28,2.03,9.0,1.054
verona_1765,verona,42.28,3.03,12.0,1.111
adelaide_0973,adelaide,256.0,12.93,47.0,4.307
warsaw_0143,warsaw,101.92,2.62,10.0,1.02
istanbul_1713,istanbul,83.56,19.94,75.0,7.255
tehran_0046,tehran,1268.88,9.96,34.0,2.533
bengaluru_0540,bengaluru,933.04,7.95,26.0,2.297
caracas_0120,caracas,930.88,44.71,145.0,11.069
tbilisi_0340,tbilisi,485.44,22.58,92.0,5.729
istanbul_1873,istanbul,20.04,15.37,52.0,4.205
quito_0252,quito,2843.96,6.93,28.0,2.713
istanbul_2214,istanbul,138.48,8.98,32.0,3.636
birmingham_0287,birmingham,137.08,7.31,25.0,2.427
munich_0174,munich,506.92,2.68,10.0,0.876
lasvegas_1036,lasvegas,542.76,9.95,42.0,2.994
bogota_0154,bogota,2647.76,31.69,138.0,10.584
vienna_0573,vienna,155.84,2.46,11.0,0.991
quito_0562,quito,2701.88,18.99,73.0,6.206
kyiv_0447,kyiv,99.84,2.26,10.0,0.968
rotterdam_0092,rotterdam,2.32,2.17,7.0,1.051
vienna_0459,vienna,158.68,6.08,20.0,1.828
hanoi_2092,hanoi,12.32,2.26,9.0,1.09
adelaide_1483,adelaide,109.28,7.82,29.0,2.111
sapporo_0235,sapporo,75.08,55.16,180.0,11.851
istanbul_1611,istanbul,54.56,21.77,76.0,7.718
portland_0262,portland,8.08,4.96,21.0,1.718
casablanca_0261,casablanca,49.68,10.07,37.0,2.546
riga_0108,riga,12.16,1.64,6.0,0.684
cologne_0169,cologne,50.8,2.17,9.0,0.807
ghent_0163,ghent,7.52,2.14,9.0,0.997
hanoi_0339,hanoi,35.44,4.92,19.0,1.684
adelaide_0983,adelaide,64.6,3.59,13.0,1.118
casablanca_0316,casablanca,66.4,4.53,15.0,2.024
brasilia_1297,brasilia,1137.24,8.46,30.0,2.489
quito_0712,quito,2571.8,18.26,73.0,5.612
istanbul_2694,istanbul,74.28,15.12,55.0,5.266
verona_1119,verona,52.2,1.96,9.0,0.814
tbilisi_0412,tbilisi,540.64,4.75,25.0,1.574
quito_0741,quito,2873.48,27.31,118.0,9.227
quito_0806,quito,2489.76,22.54,75.0,5.75
warsaw_0551,warsaw,85.24,1.48,6.0,0.557
vilnius_0018,vilnius,155.48,2.33,8.0,0.885
brasilia_1775,brasilia,1146.44,9.23,33.0,2.537
phoenix_1745,phoenix,405.56,6.36,34.0,1.677
hanoi_2517,hanoi,10.2,2.43,10.0,1.024
casablanca_0243,casablanca,94.16,4.85,20.0,1.728
verona_3189,verona,9.92,1.76,8.0,0.803
brasilia_1665,brasilia,1090.68,13.02,51.0,3.467
tashkent_0634,tashkent,454.04,2.69,13.0,1.036
bangkok_0430,bangkok,6.04,2.55,12.0,1.103
sofia_0380,sofia,532.04,2.14,9.0,0.645
quito_0601,quito,2803.72,25.71,94.0,9.577
istanbul_2173,istanbul,41.08,36.98,116.0,8.267
budapest_0378,budapest,105.64,3.6,14.0,1.139
helsinki_0086,helsinki,,,,
cologne_0193,cologne,55.92,4.53,15.0,1.876
hanoi_3247,hanoi,30.96,6.12,25.0,2.327
kyoto_0324,kyoto,16.2,3.19,12.0,1.505
istanbul_0258,istanbul,157.12,8.84,29.0,2.693
cologne_0277,cologne,49.52,1.68,6.0,0.858
lasvegas_0184,lasvegas,743.16,5.88,20.0,1.465
amsterdam_0164,amsterdam,5.44,3.28,13.0,1.549
bangkok_0493,bangkok,6.2,1.65,6.0,0.778
houston_1183,houston,14.12,3.19,14.0,1.285
istanbul_2626,istanbul,142.96,5.6,24.0,1.821
casablanca_0159,casablanca,103.96,6.34,25.0,2.626
verona_0420,verona,244.88,14.18,49.0,4.132
bratislava_0296,bratislava,268.4,42.67,184.0,11.594
orlando_0486,orlando,32.52,2.45,11.0,1.146
cairo_0113,cairo,28.36,5.68,21.0,2.405
vilnius_0289,vilnius,143.12,5.53,26.0,1.663
istanbul_1686,istanbul,184.76,11.65,51.0,4.143
kyiv_0606,kyiv,164.68,9.89,32.0,3.649
stockholm_0037,stockholm,38.28,4.02,17.0,1.555
kyoto_0311,kyoto,166.92,47.21,177.0,12.494
vienna_0536,vienna,157.56,2.02,8.0,0.989
dublin_0091,dublin,12.96,4.67,19.0,1.64
hanoi_2461,hanoi,9.96,2.11,10.0,0.898
istanbul_1178,istanbul,28.88,16.01,51.0,3.807
riga_0228,riga,2.08,1.81,7.0,0.76
bangkok_0690,bangkok,10.0,3.49,16.0,1.376
thessaloniki_2731,thessaloniki,9.16,4.61,19.0,1.154
brasilia_1688,brasilia,1020.28,14.78,48.0,4.04
verona_1921,verona,16.56,2.17,9.0,0.75
hanoi_3427,hanoi,18.4,5.8,24.0,2.037
amsterdam_0103,amsterdam,4.08,1.98,7.0,0.943
hanoi_0742,hanoi,21.16,2.13,9.0,0.863
bucharest_0151,bucharest,86.24,1.82,8.0,0.932
warsaw_0615,warsaw,83.6,4.22,15.0,1.532
vienna_0432,vienna,169.24,8.45,28.0,2.683
hanoi_0402,hanoi,13.64,4.29,13.0,1.209
kyiv_0604,kyiv,117.2,15.64,54.0,5.878
portland_0151,portland,152.32,26.2,111.0,6.827
tehran_0733,tehran,1051.96,2.96,12.0,1.034
rotterdam_0087,rotterdam,2.88,3.28,10.0,1.433
istanbul_1583,istanbul,98.0,20.43,71.0,5.349
hanoi_4060,hanoi,8.24,2.39,8.0,1.038
genoa_0079,genoa,138.52,71.63,258.0,21.105
hanoi_1359,hanoi,15.12,2.27,9.0,0.897
genoa_0197,genoa,90.76,28.48,117.0,10.263
hanoi_3920,hanoi,11.92,1.52,5.0,0.682
bengaluru_0701,bengaluru,904.48,4.99,17.0,1.738
munich_0262,munich,528.88,4.79,17.0,1.69
bratislava_0438,bratislava,131.8,1.2,5.0,0.553
bucharest_0197,bucharest,82.0,2.67,11.0,1.169
houston_1103,houston,14.52,2.14,9.0,0.94
riga_0034,riga,10.88,1.95,8.0,0.762
hanoi_1521,hanoi,13.44,2.52,11.0,1.117
hanoi_4611,hanoi,7.28,2.71,14.0,0.988
brasilia_1043,brasilia,1108.96,5.24,20.0,1.491
kyiv_0398,kyiv,161.04,12.28,44.0,4.097
prague_0107,prague,289.0,13.15,44.0,5.369
bratislava_0035,bratislava,261.84,24.73,110.0,7.994
kyoto_0580,kyoto,207.12,59.08,213.0,20.808
tbilisi_0335,tbilisi,481.36,35.24,123.0,8.253
vilnius_0172,vilnius,154.96,5.74,23.0,2.06
adelaide_1355,adelaide,59.12,7.43,24.0,1.95
birmingham_0190,birmingham,159.76,7.98,33.0,2.521
adelaide_0620,adelaide,8.52,2.79,12.0,1.143
adelaide_0812,adelaide,201.92,19.69,66.0,5.361
tehran_0701,tehran,1067.96,3.82,13.0,1.134
hanoi_3880,hanoi,12.32,1.8,9.0,0.771
kyiv_0592,kyiv,96.24,3.68,13.0,1.138
leeds_0432,leeds,150.44,5.85,21.0,1.506
hanoi_2267,hanoi,9.56,1.81,7.0,0.692
sofia_0330,sofia,527.52,1.45,6.0,0.562
birmingham_0272,birmingham,129.44,6.22,19.0,1.614
rotterdam_0075,rotterdam,1.4,2.24,8.0,0.943
cologne_0561,cologne,50.96,1.84,6.0,0.634
minsk_0346,minsk,211.24,4.49,20.0,1.658
bergen_0556,bergen,,,,
minsk_0069,minsk,204.16,2.99,12.0,0.938
thessaloniki_1014,thessaloniki,20.88,12.59,43.0,3.046
hanoi_1278,hanoi,13.2,3.58,13.0,1.452
vilnius_0461,vilnius,123.16,15.56,49.0,4.05
adelaide_0897,adelaide,10.88,3.58,15.0,1.526
tashkent_0774,tashkent,458.48,1.7,8.0,0.534
brasilia_0249,brasilia,1167.48,8.65,35.0,2.253
istanbul_2491,istanbul,91.8,21.35,66.0,4.952
kyoto_0087,kyoto,332.08,41.44,164.0,13.05
budapest_0446,budapest,104.6,3.5,18.0,0.979
verona_2354,verona,456.64,30.74,133.0,9.261
quito_1060,quito,2557.92,15.68,57.0,5.021
medellin_0140,medellin,1678.64,66.38,244.0,17.186
lehavre_0040,lehavre,3.44,3.35,14.0,1.439
hanoi_1812,hanoi,9.4,2.61,12.0,1.083
bogota_0294,bogota,2596.04,30.05,98.0,7.364
vienna_0530,vienna,154.72,2.09,8.0,0.958
genoa_0287,genoa,334.64,107.48,338.0,23.521
sofia_0265,sofia,542.2,3.49,14.0,1.282
tallinn_0091,tallinn,19.8,2.48,10.0,0.973
hanoi_4374,hanoi,10.52,5.82,15.0,1.431
budapest_0479,budapest,107.36,1.72,6.0,0.789
cologne_0078,cologne,53.08,3.89,15.0,1.503
tehran_0871,tehran,1206.36,6.03,23.0,1.597
cologne_0211,cologne,41.52,6.11,19.0,2.257
denver_0354,denver,1713.6,8.1,31.0,2.488
cairo_0338,cairo,96.4,4.94,20.0,2.025
istanbul_2378,istanbul,64.8,4.53,17.0,1.703
hanoi_2095,hanoi,10.68,1.93,9.0,0.845
warsaw_0436,warsaw,106.16,5.62,19.0,1.66
tehran_0640,tehran,1130.84,4.17,15.0,1.349
caracas_0068,caracas,869.72,84.44,309.0,23.159
verona_1122,verona,63.04,2.62,11.0,0.953
cairo_0043,cairo,33.08,7.42,29.0,2.905
quito_0536,quito,2603.44,31.89,125.0,8.496
vienna_0170,vienna,198.52,7.3,31.0,1.995
kyiv_0316,kyiv,165.44,8.97,34.0,2.943
kyiv_0617,kyiv,91.92,2.67,7.0,0.683
budapest_0313,budapest,101.6,4.85,13.0,1.59
budapest_0565,budapest,120.36,3.58,16.0,1.36
tashkent_0566,tashkent,460.0,5.28,19.0,1.297
vienna_0230,vienna,191.44,2.35,9.0,1.03
birmingham_0131,birmingham,138.52,7.21,32.0,2.649
prague_0401,prague,208.08,23.38,70.0,6.001
bergen_0516,bergen,,,,
cairo_0060,cairo,34.72,7.67,42.0,2.223
amsterdam_0120,amsterdam,4.92,1.98,7.0,0.902
miami_0152,miami,13.84,14.85,76.0,4.921
birmingham_0435,birmingham,93.16,3.2,12.0,1.066
adelaide_1106,adelaide,88.96,4.0,17.0,1.364
verona_0862,verona,445.32,79.96,313.0,21.06
telaviv_0004,telaviv,25.84,6.16,23.0,2.054
hanoi_4488,hanoi,8.04,2.16,7.0,0.645
riga_0043,riga,6.36,3.8,13.0,1.227
hanoi_1611,hanoi,12.48,2.5,10.0,1.051
skopje_0147,skopje,239.32,2.82,11.0,1.044
budapest_0270,budapest,98.84,3.25,9.0,1.182
sofia_0186,sofia,591.0,4.04,14.0,1.693
amsterdam_0156,amsterdam,-0.04,2.75,13.0,0.93
sapporo_0681,sapporo,38.44,8.22,28.0,2.506
hanoi_4689,hanoi,7.52,2.19,7.0,0.7
genoa_0166,genoa,155.0,52.2,199.0,13.771
kyiv_1034,kyiv,109.44,4.35,16.0,1.326
warsaw_0808,warsaw,104.44,3.66,13.0,1.056
casablanca_0262,casablanca,32.84,6.1,24.0,1.93
kyiv_0582,kyiv,96.04,4.02,13.0,1.357
leeds_0267,leeds,91.2,13.32,52.0,3.739
macau_0038,macau,7.84,9.49,34.0,2.684
cairo_0943,cairo,219.44,6.93,26.0,2.241
tallinn_0160,tallinn,21.56,4.32,14.0,1.478
istanbul_1468,istanbul,62.92,9.9,38.0,2.69
cologne_0255,cologne,52.24,3.68,17.0,1.376
quito_1595,quito,2579.88,25.96,96.0,6.737
vilnius_0316,vilnius,108.92,8.18,31.0,2.451
kyoto_0205,kyoto,87.8,34.84,119.0,8.756
orlando_0613,orlando,30.52,6.28,29.0,2.444
denver_0515,denver,1655.44,3.06,11.0,1.035
adelaide_0297,adelaide,112.2,14.05,60.0,4.49
hanoi_1533,hanoi,10.36,3.57,14.0,1.566
vienna_0159,vienna,427.08,55.25,193.0,13.807
leeds_0264,leeds,137.08,8.45,33.0,2.716
caracas_0373,caracas,884.32,21.1,75.0,6.268
adelaide_1436,adelaide,169.36,7.71,32.0,3.029
phoenix_1159,phoenix,392.88,10.72,49.0,3.151
birmingham_0223,birmingham,122.96,3.87,15.0,1.605
warsaw_0517,warsaw,83.28,2.97,9.0,0.912
leeds_0291,leeds,137.96,6.97,26.0,2.655
genoa_0138,genoa,104.2,29.14,105.0,8.682
bergen_0177,bergen,,,,
bergen_0091,bergen,,,,
kyoto_0647,kyoto,116.6,31.97,118.0,10.64
bangkok_0511,bangkok,5.24,1.88,10.0,0.648
vilnius_0508,vilnius,170.84,10.39,33.0,2.482
telaviv_0024,telaviv,20.36,4.03,15.0,1.795
barcelona_0132,barcelona,58.64,15.16,51.0,3.932
bergen_0127,bergen,,,,
budapest_0011,budapest,327.88,35.06,120.0,9.087
birmingham_0040,birmingham,172.64,8.0,25.0,2.99
bratislava_0162,bratislava,369.92,37.8,132.0,13.227
tbilisi_0665,tbilisi,800.44,22.85,81.0,5.952
vienna_0270,vienna,239.36,68.75,243.0,16.11
hanoi_0476,hanoi,17.6,2.02,8.0,0.989
istanbul_3236,istanbul,66.04,24.55,86.0,7.832
riga_0471,riga,0.6,4.75,15.0,1.299
phoenix_0434,phoenix,319.96,2.85,10.0,1.243
stockholm_0086,stockholm,35.76,5.19,20.0,2.153
kyiv_0678,kyiv,154.56,35.05,106.0,8.734
tallinn_0238,tallinn,27.0,8.01,27.0,3.565
budapest_0167,budapest,344.48,34.5,122.0,9.253
bergen_0350,bergen,,,,
istanbul_2169,istanbul,25.68,18.98,61.0,4.946
quito_0541,quito,2842.84,30.35,118.0,8.593
bucharest_0196,bucharest,82.12,3.06,12.0,1.268
prague_0428,prague,312.92,18.59,77.0,5.312
ghent_0101,ghent,8.96,3.22,14.0,1.296
bangkok_0599,bangkok,7.2,2.84,14.0,1.337
bergen_0265,bergen,,,,
istanbul_2360,istanbul,188.08,16.12,64.0,5.181
hanoi_3541,hanoi,11.2,2.47,11.0,1.111
thessaloniki_1071,thessaloniki,79.48,27.09,98.0,6.889
genoa_0070,genoa,46.56,38.76,110.0,10.962
lisbon_0065,lisbon,64.04,21.2,85.0,5.797
cairo_0942,cairo,229.0,6.05,28.0,1.95
amsterdam_0167,amsterdam,3.16,2.15,8.0,1.052
tbilisi_0389,tbilisi,526.24,22.4,91.0,6.361
ghent_0182,ghent,6.48,1.47,5.0,0.664
prague_0424,prague,211.32,14.01,46.0,3.447
bengaluru_0579,bengaluru,920.56,6.77,27.0,2.387
dublin_0038,dublin,45.84,11.09,33.0,2.684
kyiv_0474,kyiv,156.36,14.6,48.0,4.317
tashkent_0260,tashkent,444.28,4.5,22.0,1.975
sofia_0135,sofia,742.52,39.88,133.0,10.664
warsaw_0238,warsaw,88.96,5.81,20.0,1.806
warsaw_0559,warsaw,82.2,2.24,11.0,0.819
jerusalem_0103,jerusalem,787.72,19.59,72.0,5.544
orlando_1022,orlando,24.16,2.52,11.0,1.028
prague_0224,prague,266.0,8.03,29.0,2.549
bergen_0244,bergen,,,,
birmingham_0068,birmingham,159.08,7.67,30.0,2.957
riga_0385,riga,3.76,5.52,20.0,2.078
verona_0761,verona,945.28,66.22,244.0,15.5
tashkent_0198,tashkent,427.08,7.21,25.0,2.261
tashkent_0264,tashkent,439.16,5.03,22.0,1.91
tbilisi_0091,tbilisi,735.4,32.29,114.0,8.188
leeds_0647,leeds,67.32,7.29,25.0,2.158
bratislava_0101,bratislava,208.32,9.89,45.0,3.163
munich_0357,munich,546.6,2.86,13.0,1.301
verona_0929,verona,44.72,1.97,7.0,0.616
vienna_0070,vienna,320.28,20.02,76.0,5.653
budapest_0370,budapest,112.76,4.27,16.0,1.389
istanbul_2424,istanbul,39.64,11.36,39.0,3.253
adelaide_0792,adelaide,13.2,1.77,7.0,0.775
riga_0401,riga,21.28,4.19,20.0,1.742
dublin_0195,dublin,22.76,3.58,17.0,1.11
birmingham_0043,birmingham,173.72,8.91,34.0,2.585
bruges_0082,bruges,6.04,2.24,7.0,0.955
warsaw_0405,warsaw,99.76,2.1,9.0,1.006
vienna_0117,vienna,303.92,24.01,97.0,8.941
adelaide_0585,adelaide,143.44,13.12,49.0,3.415
marrakesh_0144,marrakesh,457.16,2.89,12.0,1.125
istanbul_2606,istanbul,114.2,12.42,46.0,5.085
budapest_0463,budapest,115.48,1.92,7.0,0.837
kyoto_0614,kyoto,337.04,63.65,248.0,18.511
bergen_0336,bergen,,,,
genoa_0244,genoa,87.88,40.62,145.0,12.672
leeds_0795,leeds,60.88,4.35,15.0,1.446
leeds_0247,leeds,61.44,16.6,55.0,4.775
istanbul_2315,istanbul,63.4,22.58,63.0,6.504
sofia_0349,sofia,526.8,2.32,10.0,0.758
stockholm_0186,stockholm,42.96,10.05,54.0,3.709
tallinn_0095,tallinn,11.28,4.19,16.0,1.306
bergen_0533,bergen,,,,
genoa_0214,genoa,36.32,13.22,56.0,5.411
budapest_0052,budapest,459.88,14.02,50.0,5.995
genoa_0174,genoa,190.16,40.77,176.0,14.333
thessaloniki_1234,thessaloniki,28.6,10.6,40.0,2.871
verona_1686,verona,800.56,33.09,128.0,9.457
leeds_0174,leeds,78.6,19.37,66.0,6.074
tehran_0087,tehran,1282.08,14.55,52.0,3.693
thessaloniki_1181,thessaloniki,75.8,14.68,50.0,4.303
tbilisi_0061,tbilisi,984.28,23.67,88.0,6.003
portland_0200,portland,145.8,40.83,150.0,12.398
orlando_0897,orlando,31.12,2.37,11.0,1.084
adelaide_0124,adelaide,26.84,6.94,21.0,2.133
birmingham_0339,birmingham,105.0,5.24,21.0,1.674
hanoi_0317,hanoi,15.8,2.17,8.0,1.045
bergen_0329,bergen,,,,
bergen_0126,bergen,,,,
stockholm_0078,stockholm,25.76,10.99,42.0,4.058
minneapolis_0276,minneapolis,267.6,9.95,32.0,2.876
prague_0371,prague,247.88,18.77,64.0,4.926
caracas_0387,caracas,949.16,30.74,121.0,10.952
prague_0135,prague,347.64,19.14,69.0,5.175
birmingham_0081,birmingham,181.6,9.21,35.0,2.797
jerusalem_0140,jerusalem,659.4,28.99,123.0,9.345
toronto_0238,toronto,99.2,10.88,40.0,4.655
hanoi_0693,hanoi,18.52,6.45,26.0,2.611
hanoi_4388,hanoi,12.08,2.45,8.0,0.917
genoa_0215,genoa,55.48,25.96,91.0,6.754
riga_0434,riga,7.08,4.32,14.0,1.192
phoenix_1385,phoenix,378.16,13.66,50.0,3.891
quito_0384,quito,2902.52,54.32,183.0,13.149
bologna_0087,bologna,142.48,35.4,120.0,14.162
hanoi_3786,hanoi,11.56,1.58,6.0,0.757
istanbul_3185,istanbul,170.24,45.93,179.0,14.34
jerusalem_0100,jerusalem,789.12,12.04,46.0,4.022
munich_0320,munich,544.32,3.3,13.0,1.113
lisbon_0057,lisbon,71.64,14.34,62.0,4.921
genoa_0139,genoa,111.96,52.93,210.0,16.132
bergen_0216,bergen,,,,
quito_0335,quito,2973.08,41.18,153.0,16.225
bergen_0585,bergen,,,,
vilnius_0199,vilnius,174.88,5.54,20.0,2.17
prague_0254,prague,293.28,38.55,115.0,10.12
istanbul_2027,istanbul,27.64,15.99,60.0,4.18
adelaide_1285,adelaide,138.24,23.92,83.0,7.506
cologne_0364,cologne,49.04,2.24,10.0,0.96
tbilisi_0533,tbilisi,537.2,7.22,27.0,2.219
brasilia_1696,brasilia,1014.64,7.39,24.0,2.294
thessaloniki_0864,thessaloniki,248.32,17.81,62.0,5.391
genoa_0106,genoa,92.48,46.96,164.0,12.148
kyiv_0090,kyiv,171.0,4.27,16.0,1.767
bergen_0605,bergen,,,,
leeds_0216,leeds,119.48,14.82,55.0,3.932
bergen_0560,bergen,,,,
bergen_0217,bergen,,,,
leeds_0154,leeds,160.92,9.69,35.0,3.388
prague_0540,prague,218.56,10.82,34.0,4.048
genoa_0338,genoa,182.04,75.8,268.0,23.578
cologne_0581,cologne,54.52,2.82,11.0,0.86
verona_0525,verona,285.12,20.91,76.0,6.114
kyiv_0576,kyiv,163.04,25.13,98.0,6.496
prague_0467,prague,231.72,5.81,24.0,1.677
jerusalem_0038,jerusalem,701.0,46.48,161.0,13.885
hanoi_0929,hanoi,10.72,2.07,8.0,0.841
verona_2929,verona,31.92,7.35,41.0,1.958
hanoi_2616,hanoi,9.76,1.75,6.0,0.869
istanbul_2279,istanbul,92.32,7.75,32.0,3.393
kyoto_0505,kyoto,24.12,13.02,50.0,3.172
vienna_0097,vienna,385.68,40.91,141.0,11.612
stockholm_0119,stockholm,53.36,7.58,29.0,2.759
barcelona_0015,barcelona,321.4,40.53,143.0,13.186
thessaloniki_1420,thessaloniki,440.4,36.16,111.0,9.471
vilnius_0351,vilnius,147.48,7.84,27.0,2.39
kyiv_0157,kyiv,160.32,5.61,23.0,1.721
phoenix_1214,phoenix,537.08,19.3,70.0,5.403
bangkok_0549,bangkok,8.84,2.59,11.0,1.113
istanbul_1667,istanbul,122.08,16.0,58.0,4.934
riga_0106,riga,13.96,1.56,5.0,0.671
istanbul_3212,istanbul,88.48,55.08,194.0,14.574
cairo_0578,cairo,127.44,8.8,33.0,2.432
bergen_0369,bergen,,,,
hanoi_2249,hanoi,9.68,1.62,6.0,0.619
macau_0031,macau,7.12,13.32,61.0,3.172
vilnius_0477,vilnius,174.72,23.84,88.0,6.064
birmingham_0346,birmingham,134.04,8.25,28.0,2.314
ghent_0120,ghent,8.12,2.03,8.0,0.908
caracas_0399,caracas,1012.64,31.54,91.0,11.104
hanoi_3671,hanoi,6.16,1.87,6.0,0.774
hanoi_0964,hanoi,11.8,2.04,7.0,0.811
tehran_0833,tehran,1116.84,5.79,23.0,2.168
genoa_0328,genoa,28.32,33.99,131.0,8.564
adelaide_1376,adelaide,240.24,35.04,139.0,10.376
orlando_0780,orlando,37.68,5.91,20.0,1.823
jerusalem_0021,jerusalem,676.08,43.02,152.0,12.164
phoenix_1666,phoenix,576.92,5.18,18.0,1.344
warsaw_0275,warsaw,84.84,4.58,16.0,1.71
kyoto_0429,kyoto,196.52,43.2,165.0,14.468
istanbul_2489,istanbul,90.08,20.77,65.0,5.086
barcelona_0081,barcelona,69.84,23.88,78.0,5.885
minsk_0369,minsk,225.72,11.28,36.0,3.538
cairo_0496,cairo,77.08,5.04,19.0,1.796
budapest_0095,budapest,197.2,9.51,33.0,4.122
hanoi_3965,hanoi,8.28,2.51,11.0,1.118
quito_0156,quito,2928.56,39.85,127.0,10.059
tbilisi_0378,tbilisi,444.56,19.52,88.0,5.277
kyiv_0498,kyiv,170.52,22.0,71.0,6.164
prague_0562,prague,232.6,14.11,51.0,6.625
hanoi_3347,hanoi,18.68,5.03,19.0,2.147
warsaw_0112,warsaw,106.48,2.5,10.0,0.906
cologne_0455,cologne,50.2,4.72,16.0,1.678
istanbul_1882,istanbul,115.4,11.99,50.0,3.137
minsk_0460,minsk,235.36,4.5,17.0,1.673
kyiv_0402,kyiv,165.6,10.59,36.0,3.531
prague_0708,prague,288.12,6.54,26.0,2.296
istanbul_2485,istanbul,73.24,14.5,51.0,4.254
bogota_0231,bogota,2547.44,2.84,11.0,1.1
cairo_0991,cairo,319.84,5.01,19.0,1.695
minsk_0326,minsk,207.52,4.77,16.0,1.865
riga_0287,riga,4.84,3.52,13.0,1.124
budapest_0160,budapest,208.16,28.87,105.0,7.416
leeds_0451,leeds,86.36,11.97,42.0,3.921
vienna_0120,vienna,225.84,5.2,20.0,1.517
vilnius_0321,vilnius,121.76,6.57,23.0,2.121
leeds_0522,leeds,120.76,6.41,25.0,2.073
birmingham_0299,birmingham,141.44,3.36,14.0,1.111
kyiv_0534,kyiv,140.16,17.15,67.0,5.467
thessaloniki_1073,thessaloniki,202.36,26.12,111.0,6.98
istanbul_0689,istanbul,10.76,9.07,28.0,2.618
lehavre_0080,lehavre,4.24,3.63,12.0,1.272
munich_0122,munich,517.2,2.0,8.0,1.004
helsinki_0065,helsinki,,,,
genoa_0018,genoa,209.24,77.75,333.0,24.372
leeds_0326,leeds,51.92,11.45,45.0,3.1
bergen_0311,bergen,,,,
bucharest_0131,bucharest,82.12,5.55,17.0,1.584
istanbul_2797,istanbul,12.32,10.34,36.0,2.476
hanoi_0999,hanoi,12.04,1.84,8.0,0.802
budapest_0303,budapest,99.32,4.51,12.0,1.661
adelaide_1533,adelaide,181.16,12.81,51.0,4.063
bengaluru_0732,bengaluru,887.44,3.4,12.0,1.254
lasvegas_1259,lasvegas,519.16,6.0,21.0,1.706
