patch_id,city_code,n_blocks,mean_block_area,std_block_area,cv_block_area,mean_block_eri,mean_block_compact,mean_block_elong,mean_block_convex
lasvegas_0892,lasvegas,10,7682.37,6593.63,0.8583,0.9382,0.2621,0.3347,0.941
lasvegas_0069,lasvegas,9,32121.35,22782.11,0.7093,0.9666,0.5106,0.7669,0.9651
lasvegas_0121,lasvegas,1,582.68,0.0,0.0,0.9994,0.2612,0.2157,1.0
lasvegas_0749,lasvegas,7,25994.26,35117.32,1.351,0.9855,0.2837,0.2687,0.991
lasvegas_0955,lasvegas,1,165633.52,0.0,0.0,1.0,0.6317,0.9662,0.9963
lasvegas_0847,lasvegas,5,18403.6,4651.97,0.2528,1.0,0.4081,0.4289,1.0
lasvegas_0713,lasvegas,1,510.69,0.0,0.0,0.9924,0.27,0.2294,1.0
lasvegas_0801,lasvegas,5,20805.98,10860.37,0.522,0.9209,0.3674,0.5409,0.8938
lasvegas_0756,lasvegas,0,,,,,,,
lasvegas_0901,lasvegas,4,43696.34,42560.52,0.974,0.9988,0.2895,0.2712,0.9975
lasvegas_0868,lasvegas,8,24684.14,51753.61,2.0966,0.8917,0.2062,0.3451,0.8696
lasvegas_0308,lasvegas,8,12692.59,14067.96,1.1084,0.9867,0.4408,0.5484,0.9863
lasvegas_0975,lasvegas,9,33815.93,13366.12,0.3953,0.9347,0.3819,0.4916,0.9185
lasvegas_0345,lasvegas,8,29475.81,15341.03,0.5205,0.9989,0.4858,0.7198,0.9974
lasvegas_0728,lasvegas,8,9941.32,23013.81,2.315,0.9235,0.1745,0.1895,0.9025
lasvegas_0605,lasvegas,3,81271.61,449.23,0.0055,0.9987,0.5072,0.5034,0.9963
lasvegas_0846,lasvegas,3,27394.34,7190.42,0.2625,0.9192,0.3015,0.3279,0.9009
lasvegas_0226,lasvegas,4,14174.02,8549.91,0.6032,0.9981,0.2592,0.2229,0.9961
lasvegas_0427,lasvegas,11,25318.48,31385.91,1.2396,0.9715,0.3355,0.3477,0.974
lasvegas_0312,lasvegas,17,18310.33,25240.58,1.3785,0.9191,0.311,0.3733,0.9353
lasvegas_0359,lasvegas,6,22887.37,10722.53,0.4685,0.9676,0.4632,0.5503,0.962
lasvegas_0794,lasvegas,1,2647.75,0.0,0.0,0.6366,0.058,0.1326,0.5089
lasvegas_0747,lasvegas,7,25126.35,16911.44,0.6731,0.9961,0.4893,0.7082,0.9944
lasvegas_0303,lasvegas,22,10245.88,10591.07,1.0337,0.9289,0.3108,0.3487,0.9158
lasvegas_0587,lasvegas,11,15987.7,16071.36,1.0052,0.9664,0.3263,0.3689,0.9626
lasvegas_0907,lasvegas,15,19682.88,11671.61,0.593,0.9727,0.3841,0.3937,0.9667
lasvegas_0821,lasvegas,15,13951.1,25893.99,1.8561,0.9484,0.3543,0.4284,0.9449
lasvegas_0807,lasvegas,10,20180.39,8452.52,0.4188,0.9459,0.4156,0.5066,0.9398
lasvegas_0466,lasvegas,6,23811.01,11938.59,0.5014,0.9443,0.3158,0.3898,0.9367
lasvegas_0556,lasvegas,11,11510.32,14451.68,1.2555,0.9671,0.2891,0.322,0.963
lasvegas_0419,lasvegas,1,2932.0,0.0,0.0,0.925,0.0907,0.088,0.9098
lasvegas_0274,lasvegas,8,16874.72,9034.93,0.5354,0.9819,0.3008,0.2965,0.9835
lasvegas_1053,lasvegas,2,88503.69,906.7,0.0102,1.0,0.5075,0.5097,0.9982
lasvegas_1018,lasvegas,11,9664.88,8942.08,0.9252,0.9285,0.2192,0.2645,0.9237
lasvegas_0494,lasvegas,2,23390.93,18135.42,0.7753,0.9823,0.334,0.5059,0.9948
lasvegas_0674,lasvegas,13,13990.54,20114.7,1.4377,0.9333,0.3806,0.4788,0.9376
lasvegas_0280,lasvegas,6,29282.36,37002.27,1.2636,0.9838,0.2336,0.2203,0.9815
lasvegas_0812,lasvegas,13,11759.1,5182.83,0.4408,0.9794,0.4114,0.4287,0.9761
lasvegas_0153,lasvegas,4,11935.21,17270.52,1.447,0.9872,0.2107,0.2801,0.9917
lasvegas_0435,lasvegas,2,3319.87,321.78,0.0969,0.9799,0.1412,0.1186,0.9971
lasvegas_0284,lasvegas,2,13418.3,12299.3,0.9166,0.9531,0.3312,0.4756,0.982
lasvegas_1017,lasvegas,9,10036.51,7676.86,0.7649,0.9405,0.3001,0.3216,0.9477
lasvegas_0803,lasvegas,8,22130.9,50982.18,2.3037,0.9508,0.1838,0.2169,0.9477
lasvegas_0344,lasvegas,2,4226.43,128.33,0.0304,0.9589,0.0701,0.0636,0.9692
lasvegas_1024,lasvegas,2,84049.37,78157.99,0.9299,0.9861,0.3295,0.5023,0.9825
lasvegas_0360,lasvegas,13,21778.95,21893.92,1.0053,0.9521,0.2565,0.3035,0.9448
lasvegas_0880,lasvegas,6,27582.23,8441.41,0.306,0.8966,0.3583,0.4738,0.8764
lasvegas_0623,lasvegas,3,12002.36,463.66,0.0386,0.9999,0.6106,0.8035,1.0
lasvegas_0802,lasvegas,2,46971.4,1102.02,0.0235,1.0,0.1577,0.131,0.9898
lasvegas_0356,lasvegas,0,,,,,,,
lasvegas_0316,lasvegas,9,14148.56,11274.97,0.7969,0.9697,0.2588,0.2544,0.9716
lasvegas_0562,lasvegas,7,3098.65,1451.92,0.4686,0.9445,0.1172,0.1075,0.939
lasvegas_0973,lasvegas,3,28392.78,13366.36,0.4708,0.8536,0.338,0.4938,0.8368
lasvegas_0364,lasvegas,2,24336.02,6344.4,0.2607,0.9061,0.299,0.3565,0.8677
lasvegas_0959,lasvegas,6,17854.24,24897.11,1.3945,0.9699,0.2503,0.2895,0.9638
lasvegas_0870,lasvegas,6,1867.88,844.33,0.452,0.9015,0.1037,0.1181,0.9054
lasvegas_0207,lasvegas,1,7797.77,0.0,0.0,0.9923,0.5276,0.5539,0.9744
lasvegas_0315,lasvegas,8,40865.46,767.75,0.0188,0.9987,0.6304,0.9832,0.9968
lasvegas_0290,lasvegas,10,10085.77,9360.85,0.9281,0.9609,0.314,0.3179,0.9355
lasvegas_0491,lasvegas,2,20844.43,20012.47,0.9601,0.8205,0.435,0.8784,0.8056
lasvegas_0139,lasvegas,8,6047.05,6017.61,0.9951,0.9859,0.2662,0.2623,0.9954
lasvegas_0791,lasvegas,3,1476.9,351.85,0.2382,0.9857,0.1849,0.1663,0.9865
lasvegas_0162,lasvegas,8,11546.84,12658.23,1.0963,0.9286,0.3341,0.4316,0.9213
lasvegas_0294,lasvegas,6,11178.19,4233.73,0.3787,0.9885,0.4751,0.5506,0.9797
lasvegas_1051,lasvegas,8,21434.61,13700.11,0.6392,0.8961,0.4399,0.5607,0.8645
lasvegas_0787,lasvegas,8,6295.27,9048.4,1.4373,0.9198,0.1775,0.1853,0.8924
lasvegas_0318,lasvegas,4,26512.8,30280.53,1.1421,0.9047,0.2864,0.3965,0.8967
lasvegas_0861,lasvegas,3,31722.22,14224.01,0.4484,1.0,0.6452,0.8206,0.9755
lasvegas_1016,lasvegas,19,19034.33,13383.31,0.7031,0.9351,0.3862,0.4451,0.9099
lasvegas_1011,lasvegas,3,644.51,112.12,0.174,0.8737,0.2436,0.4868,0.8896
lasvegas_0875,lasvegas,0,,,,,,,
lasvegas_1036,lasvegas,17,11644.87,8642.33,0.7422,0.9433,0.3697,0.4753,0.9252
lasvegas_0184,lasvegas,7,18296.37,17360.73,0.9489,0.9193,0.3322,0.3704,0.9019
lasvegas_1259,lasvegas,10,21929.87,17194.08,0.784,0.9094,0.3524,0.5341,0.8672
leeds_0588,leeds,3,2004.0,1313.96,0.6557,0.8893,0.3682,0.4082,0.8429
leeds_0432,leeds,5,13819.88,10590.44,0.7663,0.9279,0.5136,0.7393,0.9201
leeds_0267,leeds,5,8920.45,6353.79,0.7123,0.993,0.5038,0.6274,0.9897
leeds_0264,leeds,6,8162.14,12691.44,1.5549,0.8272,0.2985,0.4907,0.7924
leeds_0291,leeds,6,4487.2,3646.02,0.8125,0.9348,0.3822,0.4623,0.9645
leeds_0647,leeds,0,,,,,,,
leeds_0795,leeds,0,,,,,,,
leeds_0247,leeds,26,3018.16,2097.66,0.695,0.9431,0.3658,0.4487,0.9031
leeds_0174,leeds,7,9933.98,11200.26,1.1275,0.9606,0.4453,0.5765,0.9661
leeds_0216,leeds,3,20852.53,9208.13,0.4416,0.9821,0.4735,0.5839,0.9291
leeds_0154,leeds,0,,,,,,,
leeds_0451,leeds,2,32503.72,23925.93,0.7361,0.9646,0.4926,0.6247,0.971
leeds_0522,leeds,6,9582.37,4199.93,0.4383,0.9721,0.5123,0.695,0.9516
leeds_0326,leeds,15,18745.12,45304.83,2.4169,0.9353,0.4361,0.5893,0.9432
leeds_0304,leeds,5,6386.11,5193.16,0.8132,0.9701,0.4904,0.6179,0.9791
lehavre_0014,lehavre,27,11018.78,4756.52,0.4317,0.9601,0.4535,0.588,0.9716
lehavre_0040,lehavre,19,6105.27,6180.93,1.0124,0.9495,0.4827,0.7368,0.9739
lehavre_0080,lehavre,5,948.92,479.21,0.505,0.8372,0.1735,0.3317,0.829
lisbon_0087,lisbon,21,7534.03,12035.75,1.5975,0.9158,0.3569,0.4159,0.8955
lisbon_0007,lisbon,5,3319.3,2231.8,0.6724,0.9265,0.3123,0.3805,0.8982
lisbon_0065,lisbon,37,9913.78,9410.43,0.9492,0.9604,0.4474,0.6131,0.957
lisbon_0057,lisbon,11,12523.98,29607.63,2.3641,0.9024,0.4041,0.5388,0.875
lyon_0080,lyon,0,,,,,,,
macau_0038,macau,3,7752.39,9373.8,1.2092,0.6919,0.1191,0.2594,0.6464
macau_0031,macau,9,17626.07,9662.37,0.5482,0.9621,0.4767,0.6406,0.9442
manhattan_0067,manhattan,0,,,,,,,
manhattan_0066,manhattan,0,,,,,,,
manhattan_0044,manhattan,0,,,,,,,
manhattan_0024,manhattan,8,12769.85,11926.68,0.934,0.9741,0.3348,0.3614,0.9814
manhattan_0081,manhattan,24,11238.59,10916.27,0.9713,0.9967,0.3317,0.3057,0.9978
manhattan_0060,manhattan,0,,,,,,,
manhattan_0061,manhattan,1,8147.58,0.0,0.0,0.8413,0.0945,0.1228,0.8872
manhattan_0035,manhattan,0,,,,,,,
manhattan_0010,manhattan,0,,,,,,,
marrakesh_0016,marrakesh,73,2986.4,2375.47,0.7954,0.9784,0.4396,0.53,0.9858
marrakesh_0053,marrakesh,171,2812.18,1593.08,0.5665,0.9712,0.4616,0.5485,0.9622
marrakesh_0190,marrakesh,32,5270.76,3151.6,0.5979,0.9851,0.5126,0.6554,0.9829
marrakesh_0043,marrakesh,22,9878.09,20812.26,2.1069,0.9801,0.4229,0.4874,0.9751
marrakesh_0212,marrakesh,38,6290.26,5382.93,0.8558,0.9631,0.481,0.642,0.9505
marrakesh_0056,marrakesh,186,2478.91,2359.97,0.952,0.9774,0.4826,0.6001,0.9729
marrakesh_0144,marrakesh,24,7176.79,12752.99,1.777,0.8354,0.306,0.4767,0.7909
medellin_0250,medellin,52,8258.22,3098.96,0.3753,0.9974,0.4215,0.4009,0.997
medellin_0267,medellin,11,9006.76,9565.98,1.0621,0.8757,0.3068,0.4318,0.8638
medellin_0284,medellin,50,7948.96,5908.74,0.7433,0.9369,0.4371,0.588,0.9128
medellin_0288,medellin,56,7210.99,6350.23,0.8806,0.9662,0.5014,0.6263,0.9636
medellin_0193,medellin,56,7189.09,5045.4,0.7018,0.9688,0.428,0.5354,0.9595
medellin_0327,medellin,49,4114.45,3108.73,0.7556,0.9684,0.431,0.5103,0.9716
medellin_0202,medellin,19,7377.46,10586.81,1.435,0.8458,0.3432,0.5055,0.8287
medellin_0174,medellin,60,7047.94,4025.91,0.5712,0.9641,0.4569,0.5282,0.9577
medellin_0140,medellin,0,,,,,,,
mendoza_0048,mendoza,36,7100.91,3005.52,0.4233,0.9905,0.4744,0.5402,0.9948
mendoza_0052,mendoza,14,16056.78,6237.69,0.3885,0.9812,0.5442,0.8274,0.9988
mendoza_0045,mendoza,20,18118.71,4158.56,0.2295,0.9943,0.5837,0.7942,0.9995
mendoza_0060,mendoza,33,11016.67,6647.12,0.6034,0.9621,0.4331,0.594,0.9672
miami_0145,miami,59,6129.43,5621.05,0.9171,0.9932,0.5311,0.7278,0.9954
miami_0155,miami,5,8270.84,4404.77,0.5326,1.0,0.5537,0.7329,1.0
miami_0017,miami,4,19400.57,1799.16,0.0927,1.0,0.4875,0.4708,0.9992
miami_0080,miami,20,17505.81,4051.51,0.2314,0.9969,0.4365,0.4157,0.9951
miami_0156,miami,0,,,,,,,
miami_0115,miami,20,19371.1,15805.32,0.8159,0.9951,0.4293,0.4255,0.9967
miami_0064,miami,0,,,,,,,
miami_0048,miami,0,,,,,,,
miami_0142,miami,18,18127.3,6039.12,0.3332,0.9982,0.482,0.494,0.9971
miami_0053,miami,15,16950.62,7342.87,0.4332,0.9975,0.5044,0.5536,0.9954
miami_0141,miami,1,786.43,0.0,0.0,0.949,0.1005,0.1044,0.9991
miami_0051,miami,0,,,,,,,
miami_0152,miami,5,6127.91,6215.7,1.0143,0.8531,0.3099,0.4612,0.8378
minneapolis_0274,minneapolis,0,,,,,,,
minneapolis_0832,minneapolis,0,,,,,,,
minneapolis_0782,minneapolis,0,,,,,,,
minneapolis_0736,minneapolis,0,,,,,,,
minneapolis_0421,minneapolis,0,,,,,,,
minneapolis_0446,minneapolis,22,18836.27,3993.41,0.212,0.9986,0.4824,0.4749,0.9991
minneapolis_0297,minneapolis,26,16690.02,7349.79,0.4404,0.9878,0.4424,0.454,0.9874
minneapolis_0217,minneapolis,12,19668.22,7816.63,0.3974,0.9767,0.5102,0.6057,0.9657
minneapolis_0706,minneapolis,0,,,,,,,
minneapolis_0327,minneapolis,20,17530.7,15779.47,0.9001,0.9798,0.4111,0.4482,0.9766
minneapolis_0809,minneapolis,0,,,,,,,
minneapolis_0652,minneapolis,0,,,,,,,
minneapolis_0272,minneapolis,0,,,,,,,
minneapolis_0269,minneapolis,9,23852.23,8696.84,0.3646,0.9974,0.4645,0.4669,0.9949
minneapolis_0396,minneapolis,0,,,,,,,
minneapolis_0386,minneapolis,11,37349.1,66187.59,1.7721,0.9839,0.5397,0.6426,0.9819
minneapolis_0757,minneapolis,1,507.41,0.0,0.0,0.6107,0.0686,0.1829,0.5891
minneapolis_0813,minneapolis,0,,,,,,,
minneapolis_0390,minneapolis,0,,,,,,,
minneapolis_0129,minneapolis,14,20856.51,2377.41,0.114,0.9999,0.4998,0.5097,0.999
minneapolis_0785,minneapolis,0,,,,,,,
minneapolis_0673,minneapolis,1,2108.73,0.0,0.0,0.9658,0.1454,0.1422,0.9885
minneapolis_0716,minneapolis,10,20328.56,21729.6,1.0689,0.9862,0.4168,0.4599,0.9872
minneapolis_0367,minneapolis,0,,,,,,,
minneapolis_0733,minneapolis,0,,,,,,,
minneapolis_0495,minneapolis,0,,,,,,,
minneapolis_0744,minneapolis,8,17669.61,12187.01,0.6897,0.9713,0.3889,0.4261,0.9721
minneapolis_0360,minneapolis,0,,,,,,,
minneapolis_0240,minneapolis,12,25761.88,21148.26,0.8209,0.9473,0.4966,0.6367,0.9338
minneapolis_0380,minneapolis,0,,,,,,,
minneapolis_0330,minneapolis,0,,,,,,,
minneapolis_0576,minneapolis,0,,,,,,,
minneapolis_0589,minneapolis,3,12161.31,13427.39,1.1041,0.9656,0.2019,0.2056,0.957
minneapolis_0474,minneapolis,7,36460.25,23707.1,0.6502,0.9836,0.4208,0.4899,0.9522
minneapolis_0103,minneapolis,11,26622.17,10411.57,0.3911,0.9631,0.452,0.5182,0.9472
minneapolis_0138,minneapolis,11,13148.77,10124.28,0.77,0.9866,0.3819,0.4164,0.9775
minneapolis_0362,minneapolis,0,,,,,,,
minneapolis_0524,minneapolis,0,,,,,,,
minneapolis_0424,minneapolis,0,,,,,,,
minneapolis_0164,minneapolis,3,1650.89,557.21,0.3375,0.9811,0.3907,0.389,0.9764
minneapolis_0456,minneapolis,0,,,,,,,
minneapolis_0187,minneapolis,15,25525.59,24338.11,0.9535,0.9759,0.4275,0.4236,0.973
minneapolis_0464,minneapolis,0,,,,,,,
minneapolis_0236,minneapolis,6,22136.77,9968.06,0.4503,0.8975,0.3203,0.3716,0.8859
minneapolis_0108,minneapolis,6,31576.01,14236.79,0.4509,0.9306,0.4478,0.5304,0.9056
minneapolis_0548,minneapolis,0,,,,,,,
minneapolis_0604,minneapolis,0,,,,,,,
minneapolis_0160,minneapolis,3,59235.91,34642.78,0.5848,0.978,0.5873,0.7582,0.9607
minneapolis_0549,minneapolis,0,,,,,,,
minneapolis_0822,minneapolis,2,821.61,233.97,0.2848,0.9441,0.162,0.147,0.972
minneapolis_0080,minneapolis,10,26808.01,22450.49,0.8375,0.9551,0.2559,0.2653,0.9357
minneapolis_0690,minneapolis,3,36185.15,25275.14,0.6985,1.0,0.6269,0.6557,0.9947
minneapolis_0329,minneapolis,0,,,,,,,
minneapolis_0276,minneapolis,0,,,,,,,
minsk_0144,minsk,0,,,,,,,
minsk_0001,minsk,0,,,,,,,
minsk_0007,minsk,0,,,,,,,
minsk_0335,minsk,0,,,,,,,
minsk_0184,minsk,0,,,,,,,
minsk_0289,minsk,22,14136.5,9343.92,0.661,0.9636,0.4657,0.6267,0.9676
minsk_0330,minsk,5,9960.36,1736.74,0.1744,0.9943,0.5728,0.7206,0.9968
minsk_0165,minsk,5,27607.43,48670.26,1.7629,0.947,0.2667,0.3414,0.9427
minsk_0306,minsk,0,,,,,,,
minsk_0099,minsk,0,,,,,,,
minsk_0339,minsk,7,10629.9,10066.26,0.947,0.9556,0.3991,0.494,0.9566
minsk_0300,minsk,0,,,,,,,
minsk_0240,minsk,4,15207.88,7202.19,0.4736,0.9306,0.4575,0.6852,0.9607
minsk_0078,minsk,0,,,,,,,
minsk_0346,minsk,0,,,,,,,
minsk_0069,minsk,1,6275.42,0.0,0.0,0.8898,0.046,0.0463,0.8187
minsk_0369,minsk,0,,,,,,,
minsk_0460,minsk,0,,,,,,,
minsk_0326,minsk,2,6280.59,304.94,0.0486,1.0,0.4625,0.5043,0.9924
munich_0505,munich,4,23179.14,5310.88,0.2291,0.9976,0.5027,0.5174,0.9953
munich_0504,munich,1,1858.3,0.0,0.0,1.0,0.6218,0.6717,0.9654
munich_0352,munich,0,,,,,,,
munich_0082,munich,3,12843.82,3128.14,0.2436,0.9969,0.4609,0.5033,0.9906
munich_0448,munich,0,,,,,,,
munich_0124,munich,11,21423.4,14961.63,0.6984,0.9531,0.5153,0.7285,0.9365
munich_0501,munich,11,22192.89,6323.26,0.2849,0.9818,0.4797,0.6284,0.9746
munich_0275,munich,3,12391.75,7545.63,0.6089,0.9822,0.4451,0.5979,0.9831
munich_0494,munich,2,16454.5,6460.11,0.3926,0.9835,0.563,0.8364,0.9996
munich_0491,munich,0,,,,,,,
munich_0174,munich,6,9063.12,4087.65,0.451,0.9944,0.516,0.6312,0.9957
munich_0262,munich,2,20608.88,1226.05,0.0595,0.9988,0.5859,0.7088,0.9976
munich_0357,munich,0,,,,,,,
munich_0320,munich,3,3765.93,2579.77,0.685,0.9849,0.4318,0.5488,0.9834
munich_0122,munich,18,14687.68,7488.84,0.5099,0.9689,0.4358,0.5624,0.96
munich_0137,munich,0,,,,,,,
orlando_0656,orlando,23,13447.51,5640.55,0.4194,0.9988,0.5836,0.7511,0.9977
orlando_0657,orlando,0,,,,,,,
orlando_0388,orlando,9,10023.38,1197.54,0.1195,0.9992,0.6212,0.9009,0.9987
orlando_0491,orlando,2,19202.64,321.16,0.0167,0.9996,0.3929,0.3444,0.9969
orlando_0605,orlando,19,18238.44,3696.05,0.2027,0.9982,0.5241,0.5573,0.9968
orlando_0514,orlando,0,,,,,,,
orlando_0291,orlando,1,21845.82,0.0,0.0,0.9879,0.4298,0.4077,0.9511
orlando_0533,orlando,16,19443.84,6258.75,0.3219,0.9885,0.5101,0.564,0.9879
orlando_1118,orlando,2,17217.94,9897.05,0.5748,0.9983,0.1886,0.1558,0.9999
orlando_0529,orlando,20,17532.94,17923.33,1.0223,0.9784,0.4564,0.5443,0.9897
orlando_0845,orlando,7,33369.89,13899.6,0.4165,0.9172,0.3768,0.4373,0.9305
orlando_0586,orlando,0,,,,,,,
orlando_0652,orlando,1,21372.75,0.0,0.0,0.9951,0.4371,0.4617,0.9076
orlando_0808,orlando,5,21286.86,14256.87,0.6697,0.9878,0.3172,0.3696,0.988
orlando_0086,orlando,0,,,,,,,
orlando_0693,orlando,0,,,,,,,
orlando_0928,orlando,0,,,,,,,
orlando_0952,orlando,0,,,,,,,
orlando_0703,orlando,21,14313.52,17232.68,1.2039,0.9697,0.3525,0.413,0.9755
orlando_0081,orlando,0,,,,,,,
orlando_0254,orlando,8,28084.1,10300.33,0.3668,0.974,0.4173,0.4587,0.959
orlando_0459,orlando,10,7733.1,6978.9,0.9025,0.987,0.2938,0.3101,0.9865
orlando_0495,orlando,15,17435.09,8557.34,0.4908,0.9897,0.4308,0.4911,0.9902
orlando_0475,orlando,1,1030.45,0.0,0.0,1.0,0.5912,0.6062,0.9947
orlando_0807,orlando,8,8271.1,5631.95,0.6809,0.9798,0.3146,0.3315,0.9756
orlando_0802,orlando,9,12432.31,15095.75,1.2142,0.9548,0.1948,0.2207,0.9278
orlando_0326,orlando,7,25972.0,1014.96,0.0391,0.9985,0.349,0.3107,0.9989
orlando_0687,orlando,14,12992.86,16491.45,1.2693,0.9885,0.3214,0.3335,0.9856
orlando_0675,orlando,16,17567.71,7485.12,0.4261,0.9824,0.4904,0.572,0.9859
orlando_0905,orlando,5,1575.19,1138.46,0.7227,0.9971,0.1516,0.1237,0.9982
orlando_0271,orlando,0,,,,,,,
orlando_0446,orlando,4,19384.92,29662.14,1.5302,0.885,0.2473,0.3415,0.8843
orlando_0076,orlando,4,3103.89,1493.85,0.4813,0.9693,0.1053,0.0907,0.9743
orlando_1107,orlando,11,15154.61,11808.18,0.7792,0.983,0.3847,0.4072,0.9834
orlando_0978,orlando,3,2941.54,526.1,0.1789,0.9794,0.0742,0.0651,0.9687
orlando_0540,orlando,5,6575.19,4852.66,0.738,0.9951,0.3998,0.47,0.9969
orlando_0471,orlando,11,8215.56,8827.28,1.0745,0.9946,0.439,0.4357,0.9948
orlando_0977,orlando,10,12953.71,13517.03,1.0435,0.9696,0.358,0.3725,0.9738
orlando_0608,orlando,12,6037.34,6215.25,1.0295,0.9674,0.2637,0.2941,0.9594
orlando_0901,orlando,4,13708.97,6818.47,0.4974,1.0,0.553,0.6365,0.9981
orlando_1082,orlando,3,11132.18,2316.2,0.2081,1.0,0.5442,0.5538,0.9997
orlando_0681,orlando,13,9368.41,5618.59,0.5997,0.95,0.4187,0.5747,0.9764
orlando_0741,orlando,0,,,,,,,
orlando_0805,orlando,4,8407.1,7445.3,0.8856,0.9871,0.2687,0.2456,0.9957
orlando_0654,orlando,0,,,,,,,
orlando_1142,orlando,3,15449.71,4866.38,0.315,0.9938,0.4401,0.4526,0.9611
orlando_0908,orlando,2,28845.04,96.61,0.0033,0.9533,0.2711,0.2584,0.9276
orlando_0866,orlando,16,16543.82,10757.53,0.6502,0.9408,0.3449,0.402,0.926
orlando_0626,orlando,16,16654.58,10138.08,0.6087,0.987,0.468,0.5453,0.9944
orlando_1032,orlando,7,19005.21,16634.58,0.8753,0.9853,0.4993,0.5809,0.9706
orlando_0098,orlando,2,37327.47,14309.95,0.3834,0.9851,0.4895,0.5339,0.9574
orlando_0178,orlando,4,27039.92,20639.87,0.7633,0.9396,0.4819,0.5788,0.9068
orlando_0113,orlando,1,9971.26,0.0,0.0,0.9178,0.0421,0.04,0.9106
orlando_0851,orlando,3,7326.89,4351.15,0.5939,0.9715,0.3247,0.459,0.9927
orlando_1052,orlando,6,4507.86,6271.24,1.3912,0.9899,0.3576,0.4176,0.9931
orlando_1136,orlando,0,,,,,,,
orlando_1026,orlando,4,6430.69,6282.52,0.977,0.8589,0.0965,0.1635,0.8538
orlando_0906,orlando,4,7463.25,675.17,0.0905,0.9924,0.4304,0.4598,0.9441
orlando_0220,orlando,2,4775.71,4163.63,0.8718,1.0,0.3739,0.3955,0.974
orlando_0097,orlando,11,24882.98,26301.08,1.057,0.917,0.3222,0.4204,0.8882
orlando_0967,orlando,0,,,,,,,
orlando_0502,orlando,1,19398.93,0.0,0.0,1.0,0.5305,0.5592,1.0
orlando_0433,orlando,0,,,,,,,
orlando_0631,orlando,2,26478.94,4373.01,0.1652,0.9966,0.6121,0.9021,0.978
orlando_0575,orlando,1,564.04,0.0,0.0,0.8842,0.0836,0.0918,0.8551
orlando_0649,orlando,12,6699.84,9827.02,1.4668,0.8933,0.3732,0.4782,0.8915
orlando_0486,orlando,7,11612.07,13275.4,1.1432,0.9275,0.3852,0.4385,0.88
orlando_0613,orlando,5,4509.13,4755.22,1.0546,0.9294,0.2037,0.2302,0.9227
orlando_1022,orlando,7,15106.94,13129.5,0.8691,0.9709,0.4727,0.6838,0.9564
orlando_0897,orlando,1,20771.54,0.0,0.0,1.0,0.6676,0.7497,0.9824
orlando_0780,orlando,7,22996.9,8532.21,0.371,0.9504,0.4211,0.4857,0.9065
phoenix_0417,phoenix,0,,,,,,,
phoenix_0416,phoenix,1,3335.1,0.0,0.0,0.9874,0.2364,0.2001,1.0
phoenix_0442,phoenix,4,22679.91,2218.25,0.0978,0.9999,0.5374,0.5594,0.9985
phoenix_0538,phoenix,4,47260.41,34657.14,0.7333,0.9989,0.4688,0.4531,0.9973
phoenix_0626,phoenix,7,17777.35,6187.53,0.3481,0.9783,0.4656,0.4893,0.9875
phoenix_0202,phoenix,2,1503.35,124.43,0.0828,0.9951,0.1015,0.0884,0.9884
phoenix_0823,phoenix,2,64375.38,1061.7,0.0165,1.0,0.4324,0.3945,0.9996
phoenix_1766,phoenix,19,17283.01,3979.39,0.2302,0.9996,0.4396,0.4048,0.9991
phoenix_1309,phoenix,7,29581.62,16838.27,0.5692,0.9721,0.3829,0.374,0.9694
phoenix_0532,phoenix,7,34426.75,27344.96,0.7943,0.9622,0.3467,0.491,0.9598
phoenix_1068,phoenix,19,22573.8,15469.12,0.6853,0.9946,0.4641,0.4711,0.9914
phoenix_0238,phoenix,12,20093.7,7162.89,0.3565,0.9345,0.3945,0.4821,0.9258
phoenix_0385,phoenix,0,,,,,,,
phoenix_1409,phoenix,1,32840.32,0.0,0.0,0.8046,0.3881,0.8433,0.7731
phoenix_0919,phoenix,12,25347.99,11856.36,0.4677,0.9384,0.3809,0.4238,0.9296
phoenix_0568,phoenix,10,18433.22,2370.26,0.1286,0.998,0.4738,0.4571,0.9969
phoenix_0638,phoenix,3,12062.71,14560.57,1.2071,0.9846,0.5299,0.5773,0.9801
phoenix_1056,phoenix,4,41425.15,42563.18,1.0275,0.9454,0.5407,0.6761,0.9741
phoenix_0923,phoenix,0,,,,,,,
phoenix_0506,phoenix,0,,,,,,,
phoenix_1075,phoenix,1,11250.81,0.0,0.0,0.9914,0.4468,0.4957,0.9665
phoenix_0882,phoenix,5,29277.42,29539.38,1.0089,0.9505,0.5322,0.6635,0.941
phoenix_1319,phoenix,12,11665.01,9401.4,0.8059,0.9899,0.4715,0.4928,0.9837
phoenix_1037,phoenix,13,19140.38,4876.01,0.2547,0.9856,0.2947,0.2709,0.984
phoenix_0636,phoenix,11,22014.29,6795.25,0.3087,0.9541,0.4236,0.4606,0.9482
phoenix_0767,phoenix,11,30691.96,7102.13,0.2314,0.9932,0.4338,0.4478,0.989
phoenix_0089,phoenix,15,16505.42,10178.72,0.6167,0.9723,0.4036,0.4811,0.9605
phoenix_1071,phoenix,7,41518.3,11689.15,0.2815,0.9993,0.5557,0.6401,0.9987
phoenix_0762,phoenix,0,,,,,,,
phoenix_0672,phoenix,4,6293.03,3720.02,0.5911,0.9925,0.4838,0.5124,0.9915
