patch_id,city_code,n_blocks,mean_block_area,std_block_area,cv_block_area,mean_block_eri,mean_block_compact,mean_block_elong,mean_block_convex
phoenix_1427,phoenix,5,8662.64,2040.45,0.2355,0.9765,0.3126,0.2856,0.9641
phoenix_0319,phoenix,0,,,,,,,
phoenix_1397,phoenix,2,21696.25,2304.55,0.1062,0.9946,0.4436,0.4186,0.9936
phoenix_0724,phoenix,3,2069.92,1377.71,0.6656,0.8405,0.1076,0.197,0.839
phoenix_1073,phoenix,7,15360.68,6077.88,0.3957,0.946,0.5543,0.7787,0.9528
phoenix_1484,phoenix,17,16732.21,19319.11,1.1546,0.9747,0.4237,0.4731,0.977
phoenix_0163,phoenix,0,,,,,,,
phoenix_1076,phoenix,3,35229.28,21913.3,0.622,0.9662,0.4712,0.5094,0.9601
phoenix_0943,phoenix,7,30481.19,19571.84,0.6421,0.948,0.4663,0.6309,0.9317
phoenix_0161,phoenix,13,25492.85,27787.57,1.09,0.9706,0.3416,0.3809,0.9553
phoenix_0578,phoenix,5,28443.92,26132.55,0.9187,0.9965,0.3867,0.3459,0.9938
phoenix_0562,phoenix,0,,,,,,,
phoenix_0076,phoenix,16,17363.92,7618.94,0.4388,0.9719,0.4605,0.5285,0.9675
phoenix_1002,phoenix,1,19726.85,0.0,0.0,0.9981,0.5808,0.6737,0.9943
phoenix_0821,phoenix,2,31506.43,23123.11,0.7339,1.0,0.4626,0.4465,0.9994
phoenix_0639,phoenix,8,30063.12,59673.24,1.9849,0.9875,0.3263,0.3215,0.9909
phoenix_0187,phoenix,2,12484.0,1702.77,0.1364,1.0,0.5192,0.5276,0.9945
phoenix_1601,phoenix,12,12740.75,9484.4,0.7444,0.9959,0.5077,0.6189,0.9926
phoenix_0779,phoenix,4,53714.64,39470.12,0.7348,0.9946,0.5196,0.6169,0.9891
phoenix_1767,phoenix,14,27601.43,18895.12,0.6846,0.9614,0.4193,0.4721,0.9545
phoenix_0575,phoenix,14,15617.52,10505.07,0.6726,0.9967,0.293,0.2546,0.9979
phoenix_1010,phoenix,3,21220.54,13176.77,0.6209,0.9814,0.3217,0.3042,0.975
phoenix_0883,phoenix,9,37075.44,14971.13,0.4038,0.9961,0.3761,0.3413,0.9937
phoenix_0967,phoenix,18,15627.94,11313.88,0.724,0.9814,0.3637,0.3978,0.97
phoenix_1260,phoenix,11,34746.08,45988.96,1.3236,0.9368,0.3632,0.4172,0.9538
phoenix_1129,phoenix,3,33430.52,30816.91,0.9218,0.9538,0.5387,0.6243,0.9582
phoenix_0786,phoenix,2,58033.57,53095.74,0.9149,0.991,0.4483,0.4464,0.9849
phoenix_0966,phoenix,3,12689.44,8388.9,0.6611,0.9775,0.2739,0.2822,0.9774
phoenix_1543,phoenix,21,24251.89,9182.79,0.3786,0.9275,0.4273,0.5848,0.9084
phoenix_0629,phoenix,6,31718.02,22324.38,0.7038,0.9998,0.5184,0.5176,0.9993
phoenix_0942,phoenix,3,19910.51,290.36,0.0146,0.9996,0.5136,0.5132,0.9997
phoenix_1483,phoenix,11,27533.07,14770.23,0.5365,0.9182,0.3899,0.4943,0.9154
phoenix_0570,phoenix,3,37854.74,2959.0,0.0782,1.0,0.6205,0.8229,0.9996
phoenix_1184,phoenix,9,23591.71,14494.85,0.6144,0.9506,0.5815,0.703,0.9411
phoenix_0637,phoenix,12,26862.04,13302.96,0.4952,0.9338,0.3662,0.4036,0.9265
phoenix_0627,phoenix,10,31821.64,23881.2,0.7505,0.9985,0.5598,0.7197,0.9947
phoenix_0594,phoenix,15,21404.76,9380.65,0.4383,0.917,0.3909,0.5005,0.8835
phoenix_1001,phoenix,7,25114.07,7900.22,0.3146,0.9962,0.568,0.7206,0.9926
phoenix_0117,phoenix,1,1117.68,0.0,0.0,0.8604,0.2229,0.3186,0.9901
phoenix_1454,phoenix,2,16024.88,4511.65,0.2815,0.9924,0.4342,0.5482,0.9883
phoenix_0120,phoenix,0,,,,,,,
phoenix_1599,phoenix,9,28711.69,30705.54,1.0694,0.9506,0.3463,0.3642,0.947
phoenix_0879,phoenix,5,22300.75,11352.55,0.5091,0.9456,0.4945,0.6855,0.9317
phoenix_0458,phoenix,12,14170.59,7261.26,0.5124,0.9649,0.3999,0.4388,0.9572
phoenix_1017,phoenix,0,,,,,,,
phoenix_0886,phoenix,3,19310.76,5244.71,0.2716,0.9999,0.5349,0.5673,0.9975
phoenix_0777,phoenix,3,3763.3,2378.21,0.6319,0.9758,0.2199,0.1956,0.9572
phoenix_0075,phoenix,11,26663.26,8169.69,0.3064,0.9296,0.3918,0.4589,0.9161
phoenix_0536,phoenix,8,40969.22,24464.66,0.5971,0.9145,0.33,0.4222,0.9014
phoenix_0759,phoenix,4,18280.22,13208.8,0.7226,0.9682,0.4559,0.5748,0.9625
phoenix_1130,phoenix,3,27079.25,21030.18,0.7766,0.9139,0.4542,0.5757,0.9159
phoenix_1648,phoenix,14,25728.06,15746.44,0.612,0.9543,0.3432,0.3998,0.9476
phoenix_1265,phoenix,9,14673.01,16984.61,1.1575,0.9639,0.4021,0.4654,0.9619
phoenix_1406,phoenix,1,4699.67,0.0,0.0,1.0,0.6039,0.7406,1.0
phoenix_1753,phoenix,8,21535.83,14146.58,0.6569,0.9949,0.4407,0.5155,0.9909
phoenix_1540,phoenix,16,15856.25,17298.2,1.0909,0.9853,0.3914,0.4365,0.9766
phoenix_0384,phoenix,2,64030.71,62311.41,0.9731,0.7429,0.3284,0.7965,0.72
phoenix_1203,phoenix,6,14238.39,2911.8,0.2045,0.9962,0.4214,0.4179,0.9889
phoenix_0586,phoenix,10,26024.75,15064.62,0.5789,0.9429,0.3193,0.3758,0.9174
phoenix_1721,phoenix,5,38507.85,30730.81,0.798,0.9594,0.4684,0.5839,0.941
phoenix_1649,phoenix,8,39358.79,20193.62,0.5131,0.9634,0.4434,0.5209,0.9509
phoenix_0978,phoenix,10,28383.04,13029.25,0.4591,0.9398,0.4838,0.6472,0.9029
phoenix_0764,phoenix,5,21343.92,10545.71,0.4941,0.9519,0.3414,0.505,0.9931
phoenix_1545,phoenix,1,16028.13,0.0,0.0,0.9889,0.3929,0.3871,0.938
phoenix_1729,phoenix,0,,,,,,,
phoenix_1637,phoenix,0,,,,,,,
phoenix_0619,phoenix,9,18298.01,12777.46,0.6983,0.9531,0.4122,0.496,0.9439
phoenix_1471,phoenix,5,22050.78,39326.03,1.7834,0.993,0.2223,0.2127,0.9885
phoenix_0718,phoenix,6,23041.12,6486.95,0.2815,0.917,0.424,0.6137,0.9038
phoenix_1482,phoenix,17,23125.21,13592.16,0.5878,0.9481,0.3418,0.4042,0.9069
phoenix_0046,phoenix,2,24856.38,2114.12,0.0851,0.9978,0.4066,0.3743,0.9959
phoenix_1354,phoenix,1,2365.09,0.0,0.0,0.9965,0.1665,0.1353,0.9987
phoenix_1441,phoenix,10,11419.87,5879.42,0.5148,0.9568,0.3765,0.444,0.9538
phoenix_1377,phoenix,0,,,,,,,
phoenix_0917,phoenix,9,15997.76,6311.03,0.3945,0.9569,0.4114,0.482,0.9343
phoenix_0279,phoenix,8,29734.27,20697.13,0.6961,0.9485,0.3952,0.5037,0.9214
phoenix_1061,phoenix,0,,,,,,,
phoenix_0501,phoenix,4,23582.52,21155.9,0.8971,0.9345,0.436,0.5316,0.932
phoenix_0007,phoenix,4,15873.84,9935.21,0.6259,0.9522,0.3573,0.4543,0.9128
phoenix_1224,phoenix,3,3331.95,707.93,0.2125,0.9883,0.1267,0.1039,0.9906
phoenix_0315,phoenix,9,32796.59,18788.12,0.5729,0.8664,0.4215,0.6944,0.8238
phoenix_0425,phoenix,9,18145.28,14451.33,0.7964,0.9129,0.3116,0.4467,0.8915
phoenix_1610,phoenix,7,14132.07,16034.4,1.1346,0.853,0.2669,0.4166,0.8533
phoenix_1745,phoenix,1,860.4,0.0,0.0,0.9408,0.1266,0.1268,0.9216
phoenix_1159,phoenix,6,45407.16,41878.6,0.9223,0.885,0.3149,0.472,0.816
phoenix_0434,phoenix,0,,,,,,,
phoenix_1385,phoenix,11,14508.72,6738.25,0.4644,0.9624,0.4147,0.4979,0.9117
phoenix_1214,phoenix,0,,,,,,,
phoenix_1666,phoenix,10,19079.31,10160.07,0.5325,0.9232,0.3854,0.5224,0.884
portland_0323,portland,38,12815.18,7404.57,0.5778,0.9993,0.4062,0.3977,0.9992
portland_0343,portland,31,13013.65,5146.44,0.3955,0.9973,0.5048,0.5154,0.9964
portland_0320,portland,24,14157.52,1036.31,0.0732,0.9962,0.484,0.4803,0.9918
portland_0389,portland,28,15136.84,5941.69,0.3925,0.9975,0.5317,0.5801,0.9947
portland_0260,portland,42,11823.39,4881.51,0.4129,0.9986,0.5265,0.5853,0.9976
portland_0322,portland,45,10875.51,1448.3,0.1332,0.9993,0.5533,0.6007,0.9986
portland_0406,portland,7,20603.15,4114.79,0.1997,0.9937,0.5162,0.5998,0.9971
portland_0188,portland,27,14866.83,9025.64,0.6071,0.9877,0.4602,0.4622,0.9896
portland_0411,portland,28,14337.56,8237.41,0.5745,0.9986,0.5354,0.5849,0.9975
portland_0302,portland,47,10365.56,1435.77,0.1385,0.9989,0.5408,0.5786,0.9987
portland_0369,portland,36,12993.57,7815.35,0.6015,0.9922,0.5819,0.7152,0.9931
portland_0415,portland,41,11740.68,5007.53,0.4265,0.9967,0.5306,0.5926,0.9953
portland_0375,portland,33,14632.07,12376.87,0.8459,0.9967,0.5422,0.6665,0.9942
portland_0208,portland,29,13693.7,5295.88,0.3867,0.998,0.4202,0.4123,0.9982
portland_0360,portland,13,27842.59,11922.81,0.4282,0.9957,0.3945,0.3647,0.9933
portland_0336,portland,23,11318.99,2343.13,0.207,0.9988,0.5313,0.5593,0.998
portland_0317,portland,38,12740.27,8017.42,0.6293,0.9948,0.5506,0.6585,0.9929
portland_0568,portland,3,40298.63,31775.64,0.7885,0.9398,0.4963,0.6083,0.9317
portland_0315,portland,30,12160.41,3355.12,0.2759,0.9942,0.5139,0.5497,0.9919
portland_0399,portland,27,12431.53,183.88,0.0148,0.9997,0.5092,0.5036,0.9995
portland_0376,portland,17,10112.45,5961.5,0.5895,0.9985,0.5638,0.7181,0.9968
portland_0236,portland,23,9325.18,3076.13,0.3299,0.9937,0.4858,0.5202,0.9889
portland_0235,portland,38,11560.29,7392.05,0.6394,0.9918,0.4997,0.5555,0.9878
portland_0299,portland,34,14067.69,9899.84,0.7037,0.9863,0.5383,0.6799,0.9851
portland_0388,portland,16,20879.82,4805.55,0.2302,0.998,0.3683,0.3318,0.9966
portland_0410,portland,6,53045.82,40659.68,0.7665,0.978,0.3719,0.3966,0.9753
portland_0373,portland,18,21103.2,8733.87,0.4139,0.995,0.3827,0.366,0.9925
portland_0392,portland,38,11101.45,5414.93,0.4878,0.9994,0.5426,0.622,0.9987
portland_0274,portland,46,6657.44,1615.16,0.2426,0.9996,0.623,0.9489,0.998
portland_0333,portland,30,14398.53,6135.94,0.4262,0.9822,0.4734,0.5416,0.9737
portland_0499,portland,1,53573.05,0.0,0.0,0.8503,0.3288,0.4732,0.855
portland_0099,portland,19,18932.88,16729.0,0.8836,0.978,0.4876,0.52,0.9654
portland_0443,portland,4,12022.2,4047.59,0.3367,0.9994,0.5441,0.6325,0.9962
portland_0418,portland,42,10082.66,3737.46,0.3707,0.9858,0.4666,0.5266,0.9984
portland_0475,portland,0,,,,,,,
portland_0467,portland,10,20920.74,24647.72,1.1781,0.9686,0.4948,0.6666,0.9691
portland_0397,portland,20,13621.96,7008.53,0.5145,0.9789,0.5163,0.6226,0.9739
portland_0486,portland,9,43661.33,28991.21,0.664,0.9509,0.4509,0.5491,0.9449
portland_0164,portland,19,16482.89,3384.73,0.2053,0.9945,0.5008,0.5142,0.9981
portland_0078,portland,3,35142.71,8647.04,0.2461,0.9946,0.5441,0.6965,0.9863
portland_0162,portland,0,,,,,,,
portland_0273,portland,52,6864.97,2892.36,0.4213,0.9914,0.5822,0.8917,0.9948
portland_0478,portland,0,,,,,,,
portland_0436,portland,12,12570.02,3804.15,0.3026,0.9852,0.4466,0.459,0.9955
portland_0261,portland,13,10565.52,2565.9,0.2429,0.9934,0.5154,0.5604,0.9972
portland_0076,portland,9,21088.09,16388.84,0.7772,0.9418,0.4469,0.5301,0.9108
portland_0247,portland,1,1694.51,0.0,0.0,0.9891,0.0789,0.0653,0.9781
portland_0063,portland,0,,,,,,,
portland_0272,portland,9,8355.29,5954.7,0.7127,0.9495,0.4661,0.641,0.9524
portland_0363,portland,0,,,,,,,
portland_0262,portland,5,5785.43,9139.65,1.5798,0.7865,0.2187,0.3785,0.7687
portland_0151,portland,7,34071.37,24875.3,0.7301,0.9517,0.5174,0.6598,0.9365
portland_0200,portland,2,7766.45,1530.38,0.1971,0.9331,0.4613,0.7531,0.9193
prague_0755,prague,5,25019.7,5415.17,0.2164,0.9974,0.5734,0.7205,0.9996
prague_0508,prague,4,4437.85,5524.49,1.2449,0.972,0.5053,0.5206,0.9833
prague_0297,prague,2,973.48,313.64,0.3222,0.9475,0.3692,0.4568,0.968
prague_0335,prague,1,7620.0,0.0,0.0,1.0,0.5429,0.5976,0.9963
prague_0223,prague,17,14438.57,6913.42,0.4788,0.9675,0.4551,0.6423,0.9771
prague_0189,prague,16,9945.79,7596.75,0.7638,0.9627,0.3971,0.5063,0.9499
prague_0107,prague,2,4419.82,3859.83,0.8733,0.9703,0.4482,0.5661,0.9701
prague_0401,prague,0,,,,,,,
prague_0428,prague,8,10906.53,3395.44,0.3113,0.9809,0.4682,0.627,0.9902
prague_0424,prague,4,3401.13,2206.82,0.6488,0.9378,0.3514,0.5419,0.9604
prague_0224,prague,17,9246.02,3693.44,0.3995,0.9705,0.4362,0.5341,0.9549
prague_0371,prague,7,11752.93,2546.27,0.2167,0.9735,0.4627,0.6416,0.9708
prague_0135,prague,3,9723.66,4410.04,0.4535,0.965,0.4555,0.5189,0.9353
prague_0254,prague,0,,,,,,,
prague_0540,prague,1,5321.12,0.0,0.0,0.951,0.5275,0.6418,0.9548
prague_0467,prague,16,10563.04,10275.43,0.9728,0.9319,0.4266,0.5529,0.9275
prague_0562,prague,2,11431.86,2268.7,0.1985,0.8983,0.3272,0.4419,0.9208
prague_0708,prague,0,,,,,,,
quito_1084,quito,9,9683.66,5477.26,0.5656,0.9971,0.3809,0.3746,0.9974
quito_1039,quito,6,23829.1,26804.84,1.1249,0.9948,0.3374,0.3589,0.9957
quito_0132,quito,146,2965.92,1726.78,0.5822,0.9956,0.5395,0.6647,0.9967
quito_0989,quito,35,9602.2,11832.03,1.2322,0.9811,0.4956,0.5726,0.9864
quito_0243,quito,86,4427.0,1963.53,0.4435,0.985,0.4779,0.4975,0.9833
quito_0454,quito,19,6491.81,1545.25,0.238,0.9982,0.3978,0.3989,0.9996
quito_0220,quito,60,4593.98,5087.16,1.1074,0.9753,0.3359,0.3257,0.9842
quito_0168,quito,59,7906.95,6634.78,0.8391,0.9737,0.3277,0.339,0.9756
quito_0934,quito,21,5917.42,14293.49,2.4155,0.9976,0.5344,0.6081,0.9994
quito_1218,quito,0,,,,,,,
quito_0504,quito,30,10414.06,16042.83,1.5405,0.9894,0.4507,0.4902,0.9966
quito_0605,quito,22,10267.28,8288.35,0.8073,0.9802,0.3756,0.4274,0.9842
quito_1219,quito,2,88142.5,87640.51,0.9943,0.7987,0.3442,0.5153,0.803
quito_1363,quito,2,78217.43,30660.98,0.392,0.927,0.4401,0.7186,0.9483
quito_1035,quito,8,16768.97,11754.68,0.701,0.9651,0.4399,0.5431,0.968
quito_0857,quito,11,10757.75,12890.45,1.1982,0.9674,0.4296,0.6035,0.9723
quito_0745,quito,53,3865.35,2803.42,0.7253,0.9848,0.5265,0.616,0.9865
quito_0188,quito,31,12002.6,19228.21,1.602,0.9847,0.415,0.4465,0.9874
quito_0218,quito,14,5829.91,3247.53,0.557,0.9971,0.4188,0.4401,0.9924
quito_1471,quito,0,,,,,,,
quito_0660,quito,26,15477.57,27286.75,1.763,0.9619,0.4423,0.5903,0.9631
quito_0899,quito,5,7089.21,11549.21,1.6291,0.872,0.2316,0.3586,0.8832
quito_1491,quito,3,738.34,162.87,0.2206,0.8373,0.4049,0.4617,0.9192
quito_0905,quito,19,12135.11,9603.99,0.7914,0.9825,0.4732,0.667,0.993
quito_1116,quito,16,12960.54,12493.76,0.964,0.9565,0.4661,0.6711,0.946
quito_0399,quito,18,11139.4,5463.0,0.4904,0.9599,0.244,0.2448,0.9502
quito_1080,quito,25,6363.08,2950.88,0.4637,0.9734,0.4066,0.4566,0.99
quito_0359,quito,10,15964.04,8226.67,0.5153,0.9614,0.4514,0.5729,0.9438
quito_0155,quito,33,11282.38,11406.97,1.011,0.9771,0.5219,0.6982,0.975
quito_1068,quito,2,16711.8,6307.77,0.3774,1.0,0.547,0.6396,0.9978
quito_0324,quito,20,6308.25,2156.62,0.3419,0.9775,0.4198,0.4596,0.9808
quito_1314,quito,2,36135.16,25135.43,0.6956,0.9768,0.5248,0.6203,0.9558
quito_0702,quito,15,14364.54,16078.43,1.1193,0.9724,0.3463,0.3965,0.9583
quito_0415,quito,3,28559.13,20737.78,0.7261,0.9879,0.52,0.6173,0.9853
quito_0325,quito,19,8058.68,6176.01,0.7664,0.9375,0.4553,0.6841,0.9533
quito_0192,quito,43,7303.54,12752.2,1.746,0.9726,0.3804,0.4132,0.9736
quito_1354,quito,0,,,,,,,
quito_0149,quito,39,6216.02,5217.81,0.8394,0.9855,0.4382,0.4914,0.9884
quito_0590,quito,6,5254.85,3946.75,0.7511,0.8974,0.3099,0.3998,0.913
quito_0598,quito,3,34417.74,39361.09,1.1436,0.9117,0.4018,0.4723,0.9
quito_1596,quito,20,11743.01,11422.0,0.9727,0.9953,0.5609,0.7435,0.989
quito_0252,quito,20,6924.4,7288.54,1.0526,0.8744,0.3017,0.4196,0.8437
quito_0562,quito,4,16242.84,8824.14,0.5433,0.9458,0.49,0.6226,0.923
quito_0712,quito,4,5713.04,6884.4,1.205,0.9192,0.3365,0.3957,0.9824
quito_0741,quito,2,28005.95,5998.7,0.2142,0.985,0.3928,0.4945,0.9998
quito_0806,quito,16,21895.01,24679.59,1.1272,0.9627,0.3921,0.4633,0.9518
quito_0601,quito,15,5377.78,5511.04,1.0248,0.9841,0.2845,0.3142,0.9864
quito_1060,quito,0,,,,,,,
quito_0536,quito,13,14481.55,9050.74,0.625,0.9469,0.3692,0.4365,0.9269
quito_1595,quito,1,189712.52,0.0,0.0,1.0,0.5971,0.7406,0.9447
quito_0541,quito,16,12133.94,19646.48,1.6191,0.95,0.4119,0.5357,0.9668
quito_0384,quito,7,5548.55,6761.73,1.2186,0.8569,0.1523,0.2108,0.8627
quito_0335,quito,14,6240.75,7031.96,1.1268,0.8972,0.332,0.4674,0.9011
quito_0156,quito,30,9421.66,13827.92,1.4677,0.965,0.4089,0.5127,0.9679
riga_0278,riga,0,,,,,,,
riga_0387,riga,0,,,,,,,
riga_0219,riga,0,,,,,,,
riga_0368,riga,0,,,,,,,
riga_0298,riga,0,,,,,,,
riga_0342,riga,8,12487.88,6904.85,0.5529,0.9466,0.4653,0.7034,0.9668
riga_0161,riga,0,,,,,,,
riga_0108,riga,7,10770.44,9395.74,0.8724,0.9094,0.4187,0.5688,0.8837
riga_0228,riga,0,,,,,,,
riga_0034,riga,9,6892.85,10539.64,1.5291,0.9647,0.4242,0.5842,0.9684
riga_0043,riga,1,3643.39,0.0,0.0,0.7706,0.0624,0.097,0.8307
riga_0471,riga,0,,,,,,,
riga_0385,riga,0,,,,,,,
riga_0401,riga,0,,,,,,,
riga_0434,riga,8,5471.66,3466.09,0.6335,0.936,0.3722,0.4664,0.9307
riga_0106,riga,3,8901.29,5978.68,0.6717,0.966,0.3832,0.4802,0.9727
riga_0287,riga,5,15339.64,14148.43,0.9223,0.9622,0.345,0.4646,0.9631
rotterdam_0180,rotterdam,14,10025.62,7982.12,0.7962,0.9509,0.4557,0.5194,0.9361
rotterdam_0198,rotterdam,11,4501.93,4856.26,1.0787,0.9519,0.4546,0.5943,0.9438
rotterdam_0114,rotterdam,17,9363.63,4852.29,0.5182,0.9847,0.4669,0.5074,0.9741
rotterdam_0092,rotterdam,54,8138.75,6096.02,0.749,0.9398,0.3795,0.4597,0.9269
rotterdam_0087,rotterdam,9,7783.54,6128.3,0.7873,0.9171,0.3918,0.5363,0.9352
rotterdam_0075,rotterdam,32,9543.43,7978.5,0.836,0.9413,0.3574,0.4446,0.922
saltlakecity_0010,saltlakecity,0,,,,,,,
saltlakecity_0214,saltlakecity,0,,,,,,,
saltlakecity_0040,saltlakecity,0,,,,,,,
saltlakecity_0192,saltlakecity,0,,,,,,,
saltlakecity_0108,saltlakecity,0,,,,,,,
saltlakecity_0198,saltlakecity,0,,,,,,,
saltlakecity_0088,saltlakecity,0,,,,,,,
saltlakecity_0180,saltlakecity,0,,,,,,,
saltlakecity_0015,saltlakecity,0,,,,,,,
saltlakecity_0143,saltlakecity,4,1772.83,616.37,0.3477,0.9892,0.1571,0.1341,0.9957
saltlakecity_0128,saltlakecity,0,,,,,,,
saltlakecity_0142,saltlakecity,0,,,,,,,
saltlakecity_0031,saltlakecity,0,,,,,,,
saltlakecity_0150,saltlakecity,0,,,,,,,
saltlakecity_0153,saltlakecity,0,,,,,,,
saltlakecity_0066,saltlakecity,0,,,,,,,
saltlakecity_0162,saltlakecity,0,,,,,,,
saltlakecity_0118,saltlakecity,1,22008.09,0.0,0.0,1.0,0.3136,0.2717,1.0
sapporo_0246,sapporo,128,3859.32,1899.13,0.4921,0.9972,0.4549,0.4685,0.9977
sapporo_0312,sapporo,19,7382.46,7103.28,0.9622,0.9937,0.4043,0.4092,0.9992
sapporo_0558,sapporo,62,5582.45,1927.06,0.3452,0.992,0.4312,0.4367,0.9934
sapporo_0311,sapporo,56,7067.21,5661.79,0.8011,0.9931,0.3971,0.3994,0.9898
sapporo_0244,sapporo,105,4094.97,4047.73,0.9885,0.9952,0.4966,0.5242,0.9965
sapporo_0549,sapporo,71,5897.84,3883.15,0.6584,0.9974,0.5232,0.5834,0.9977
sapporo_0403,sapporo,81,6074.84,6032.77,0.9931,0.9841,0.4316,0.4633,0.9841
sapporo_0119,sapporo,75,4485.29,2667.72,0.5948,0.9954,0.4552,0.4497,0.9965
sapporo_0370,sapporo,54,8929.42,15511.17,1.7371,0.9798,0.4983,0.5594,0.9779
sapporo_0406,sapporo,51,7070.76,6764.26,0.9567,0.9951,0.3822,0.3714,0.995
sapporo_0588,sapporo,87,4921.54,2370.73,0.4817,0.9874,0.4349,0.4419,0.9867
sapporo_0378,sapporo,98,4901.57,5720.36,1.167,0.9833,0.4456,0.4744,0.9863
sapporo_0345,sapporo,72,4967.22,5456.28,1.0985,0.9802,0.4439,0.52,0.9807
sapporo_0329,sapporo,50,8355.18,5565.09,0.6661,0.992,0.442,0.4694,0.9896
sapporo_0616,sapporo,13,15374.69,27989.3,1.8205,0.9734,0.414,0.4707,0.9895
sapporo_0339,sapporo,90,5032.88,3885.92,0.7721,0.982,0.4509,0.5225,0.982
sapporo_0521,sapporo,35,8251.82,8166.43,0.9897,0.9665,0.4396,0.4919,0.9727
sapporo_0464,sapporo,76,4875.74,2915.82,0.598,0.9844,0.478,0.5584,0.9829
sapporo_0053,sapporo,49,6342.66,7169.82,1.1304,0.9842,0.477,0.5169,0.9898
sapporo_0330,sapporo,60,7751.84,4354.85,0.5618,0.9871,0.4743,0.5359,0.9902
sapporo_0300,sapporo,59,7374.01,5100.92,0.6917,0.9953,0.4523,0.5369,0.9947
sapporo_0613,sapporo,76,5466.34,2776.45,0.5079,0.9733,0.4099,0.434,0.9791
sapporo_0640,sapporo,50,7625.09,4217.92,0.5532,0.9858,0.4215,0.4552,0.9893
sapporo_0431,sapporo,68,6830.52,4277.99,0.6263,0.988,0.5057,0.6086,0.9889
sapporo_0499,sapporo,10,3448.01,1006.62,0.2919,0.9989,0.4642,0.4666,0.9989
sapporo_0444,sapporo,110,3881.48,1526.56,0.3933,0.9922,0.4622,0.4889,0.9913
sapporo_0703,sapporo,63,4223.89,2539.61,0.6012,0.9824,0.4311,0.4858,0.9833
sapporo_0247,sapporo,76,5081.74,5888.25,1.1587,0.9958,0.4293,0.4132,0.9961
sapporo_0301,sapporo,37,6923.57,4552.01,0.6575,0.976,0.4495,0.5542,0.9747
sapporo_0579,sapporo,59,7095.48,6430.68,0.9063,0.9894,0.5039,0.6133,0.9866
sapporo_0320,sapporo,18,4321.21,1537.46,0.3558,0.9769,0.4278,0.5058,0.974
sapporo_0437,sapporo,88,5056.16,2559.71,0.5063,0.9862,0.4415,0.4763,0.9892
sapporo_0113,sapporo,87,5276.21,3910.81,0.7412,0.9703,0.456,0.5543,0.9692
sapporo_0636,sapporo,26,8881.1,20532.68,2.312,0.9701,0.4263,0.5379,0.965
sapporo_0525,sapporo,2,6058.99,2732.62,0.451,0.8756,0.2431,0.2952,0.8548
sapporo_0362,sapporo,44,7153.21,10847.82,1.5165,0.965,0.5019,0.6532,0.9574
sapporo_0064,sapporo,45,4722.58,3252.97,0.6888,0.9704,0.4446,0.5189,0.9721
sapporo_0235,sapporo,27,4869.33,2745.33,0.5638,0.9675,0.4163,0.5477,0.9748
sapporo_0681,sapporo,53,4524.96,1440.08,0.3183,0.971,0.4102,0.4587,0.9603
sarajevo_0066,sarajevo,11,8514.9,5476.66,0.6432,0.9567,0.451,0.5457,0.968
seattle_0115,seattle,0,,,,,,,
seattle_0112,seattle,0,,,,,,,
seattle_0096,seattle,0,,,,,,,
seattle_0337,seattle,3,32031.0,26970.72,0.842,0.9902,0.5051,0.5458,0.9794
seattle_0134,seattle,0,,,,,,,
seattle_0328,seattle,0,,,,,,,
seattle_0179,seattle,14,17373.05,7136.67,0.4108,0.9565,0.4206,0.4583,0.9593
seattle_0116,seattle,11,25888.74,10592.64,0.4092,0.9997,0.5427,0.6065,0.9982
seattle_0012,seattle,1,10596.03,0.0,0.0,0.9817,0.509,0.5949,0.9494
seattle_0140,seattle,0,,,,,,,
seattle_0144,seattle,7,23308.35,12373.26,0.5309,0.9981,0.5157,0.5616,0.9946
seattle_0365,seattle,6,30668.88,36156.86,1.1789,0.9279,0.4573,0.6193,0.9451
seattle_0168,seattle,0,,,,,,,
seattle_0414,seattle,0,,,,,,,
skopje_0144,skopje,15,16298.77,14948.9,0.9172,0.9395,0.4391,0.5812,0.9335
skopje_0147,skopje,1,15587.25,0.0,0.0,1.0,0.3309,0.2918,1.0
sofia_0143,sofia,9,16270.92,8809.84,0.5414,0.9692,0.4801,0.6401,0.9659
sofia_0067,sofia,2,4354.88,3619.44,0.8311,0.8073,0.4162,0.5182,0.7419
sofia_0130,sofia,0,,,,,,,
sofia_0188,sofia,2,27482.61,8919.29,0.3245,0.9904,0.5273,0.6104,0.9706
sofia_0350,sofia,0,,,,,,,
sofia_0127,sofia,0,,,,,,,
sofia_0065,sofia,0,,,,,,,
sofia_0398,sofia,0,,,,,,,
sofia_0380,sofia,11,15556.08,9071.23,0.5831,0.9481,0.3834,0.5314,0.9537
sofia_0330,sofia,15,18202.89,13792.05,0.7577,0.9264,0.4108,0.6033,0.9208
sofia_0265,sofia,1,22439.02,0.0,0.0,0.9991,0.624,0.9088,0.9986
sofia_0186,sofia,6,12002.11,5379.48,0.4482,0.992,0.5118,0.6375,0.985
sofia_0135,sofia,8,23987.7,13420.77,0.5595,0.8938,0.2623,0.3477,0.8733
sofia_0349,sofia,6,24605.38,22536.47,0.9159,0.8507,0.2702,0.3924,0.852
stockholm_0112,stockholm,0,,,,,,,
stockholm_0037,stockholm,16,19077.65,17928.76,0.9398,0.9531,0.4175,0.5658,0.9652
stockholm_0086,stockholm,7,18526.08,6906.5,0.3728,0.9323,0.4406,0.6681,0.8994
