patch_id,city_code,n_nodes_used,n_edges_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density
riga_0401,riga,117,179,29,56,6,0.247863,0.478632,0.051282,3.0598,62.4,11168.81,0.275109,182.81,17.4513
riga_0434,riga,655,864,86,370,160,0.131298,0.564885,0.244275,2.6382,26.59,22970.72,0.16092,1023.44,35.8918
riga_0106,riga,468,607,79,231,120,0.168803,0.49359,0.25641,2.594,33.1,20091.13,0.150376,731.25,31.3924
riga_0287,riga,334,456,53,194,68,0.158683,0.580838,0.203593,2.7305,31.63,14425.07,0.18552,521.87,22.5392
rotterdam_0180,rotterdam,351,496,48,235,44,0.136752,0.669516,0.125356,2.8262,42.6,21130.85,0.209469,548.44,33.0169
rotterdam_0198,rotterdam,112,148,15,60,24,0.133929,0.535714,0.214286,2.6429,54.05,7999.06,0.16895,175.0,12.4985
rotterdam_0114,rotterdam,277,393,33,183,32,0.119134,0.66065,0.115523,2.8375,48.79,19173.36,0.213115,432.81,29.9584
rotterdam_0092,rotterdam,208,295,28,135,24,0.134615,0.649038,0.115385,2.8365,53.66,15830.48,0.214112,325.0,24.7351
rotterdam_0087,rotterdam,409,655,143,226,26,0.349633,0.552567,0.06357,3.2029,26.21,17167.47,0.303813,639.06,26.8242
rotterdam_0075,rotterdam,182,260,36,106,22,0.197802,0.582418,0.120879,2.8571,53.0,13780.47,0.220056,284.37,21.532
saltlakecity_0010,saltlakecity,43,63,13,19,5,0.302326,0.44186,0.116279,2.9302,68.06,4287.81,0.259259,67.19,6.6997
saltlakecity_0214,saltlakecity,297,447,160,53,73,0.538721,0.178451,0.245791,3.0101,47.73,21336.43,0.256367,464.06,33.3382
saltlakecity_0040,saltlakecity,88,126,28,37,17,0.318182,0.420455,0.193182,2.8636,69.55,8763.01,0.22807,137.5,13.6922
saltlakecity_0192,saltlakecity,179,226,35,76,55,0.195531,0.424581,0.307263,2.5251,43.29,9783.19,0.135977,279.69,15.2862
saltlakecity_0108,saltlakecity,42,52,12,12,16,0.285714,0.285714,0.380952,2.4762,51.25,2664.96,0.139241,65.62,4.164
saltlakecity_0198,saltlakecity,539,655,163,111,233,0.302412,0.205937,0.432282,2.4304,35.55,23285.51,0.10904,842.19,36.3836
saltlakecity_0088,saltlakecity,94,136,18,58,10,0.191489,0.617021,0.106383,2.8936,49.83,6776.86,0.234973,146.87,10.5888
saltlakecity_0180,saltlakecity,460,614,105,215,117,0.228261,0.467391,0.254348,2.6696,39.77,24417.72,0.169399,718.75,38.1527
saltlakecity_0015,saltlakecity,67,87,3,42,11,0.044776,0.626866,0.164179,2.597,73.08,6358.17,0.162791,104.69,9.9346
saltlakecity_0143,saltlakecity,214,316,90,67,46,0.420561,0.313084,0.214953,2.9533,47.59,15038.61,0.243499,334.37,23.4978
saltlakecity_0128,saltlakecity,285,404,91,115,62,0.319298,0.403509,0.217544,2.8351,49.49,19994.92,0.212389,445.31,31.2421
saltlakecity_0142,saltlakecity,225,282,44,95,72,0.195556,0.422222,0.32,2.5067,47.72,13456.89,0.130337,351.56,21.0264
saltlakecity_0031,saltlakecity,78,107,9,52,12,0.115385,0.666667,0.153846,2.7436,89.15,9539.07,0.198675,121.87,14.9048
saltlakecity_0150,saltlakecity,142,200,24,86,21,0.169014,0.605634,0.147887,2.8169,44.47,8893.1,0.21147,221.87,13.8955
saltlakecity_0153,saltlakecity,173,219,42,63,55,0.242775,0.364162,0.317919,2.5318,45.84,10039.91,0.13783,270.31,15.6874
saltlakecity_0066,saltlakecity,88,122,14,45,16,0.159091,0.511364,0.181818,2.7727,38.47,4693.8,0.204678,137.5,7.3341
saltlakecity_0162,saltlakecity,82,106,11,43,17,0.134146,0.52439,0.207317,2.5854,30.8,3264.69,0.157233,128.12,5.1011
saltlakecity_0118,saltlakecity,244,339,43,140,36,0.17623,0.57377,0.147541,2.7787,48.06,16290.86,0.198758,381.25,25.4545
sapporo_0246,sapporo,402,655,171,179,15,0.425373,0.445274,0.037313,3.2587,40.99,26849.83,0.317897,628.12,41.9529
sapporo_0312,sapporo,84,124,15,51,4,0.178571,0.607143,0.047619,2.9524,70.67,8763.46,0.251534,131.25,13.6929
sapporo_0558,sapporo,395,665,185,172,6,0.468354,0.435443,0.01519,3.3671,39.96,26573.36,0.345223,617.19,41.5209
sapporo_0311,sapporo,370,614,146,190,6,0.394595,0.513514,0.016216,3.3189,44.83,27527.59,0.333333,578.12,43.0119
sapporo_0244,sapporo,301,470,104,142,12,0.345515,0.471761,0.039867,3.1229,45.22,21254.08,0.284757,470.31,33.2095
sapporo_0549,sapporo,155,227,33,87,9,0.212903,0.56129,0.058065,2.929,61.21,13894.31,0.239344,242.19,21.7099
sapporo_0403,sapporo,346,568,160,135,11,0.462428,0.390173,0.031792,3.2832,43.75,24850.44,0.3246,540.62,38.8288
sapporo_0119,sapporo,216,337,101,65,25,0.467593,0.300926,0.115741,3.1204,56.75,19124.67,0.285714,337.5,29.8823
sapporo_0370,sapporo,509,827,197,257,15,0.387033,0.504912,0.02947,3.2495,34.29,28354.95,0.314906,795.31,44.3046
sapporo_0406,sapporo,497,794,193,236,28,0.38833,0.474849,0.056338,3.1952,38.18,30312.74,0.301314,776.56,47.3637
sapporo_0588,sapporo,379,571,118,187,39,0.311346,0.493404,0.102902,3.0132,43.26,24701.66,0.256308,592.19,38.5963
sapporo_0378,sapporo,300,456,64,190,12,0.213333,0.633333,0.04,3.04,52.08,23746.78,0.263866,468.75,37.1043
sapporo_0345,sapporo,213,318,54,111,15,0.253521,0.521127,0.070423,2.9859,54.33,17277.28,0.251781,332.81,26.9958
sapporo_0329,sapporo,410,652,142,220,23,0.346341,0.536585,0.056098,3.1805,37.04,24152.23,0.29816,640.62,37.7379
sapporo_0616,sapporo,45,61,3,30,4,0.066667,0.666667,0.088889,2.7111,100.51,6131.35,0.2,70.31,9.5802
sapporo_0339,sapporo,574,948,230,297,9,0.400697,0.517422,0.015679,3.3031,33.13,31406.03,0.328084,896.87,49.0719
sapporo_0521,sapporo,266,401,70,136,9,0.263158,0.511278,0.033835,3.015,49.27,19756.74,0.258065,415.62,30.8699
sapporo_0464,sapporo,329,516,101,182,10,0.306991,0.553191,0.030395,3.1368,42.46,21909.72,0.287902,514.06,34.2339
sapporo_0053,sapporo,116,172,29,58,10,0.25,0.5,0.086207,2.9655,63.18,10867.08,0.251101,181.25,16.9798
sapporo_0330,sapporo,450,704,170,202,37,0.377778,0.448889,0.082222,3.1289,35.87,25249.72,0.284916,703.12,39.4527
sapporo_0300,sapporo,715,1167,261,378,10,0.365035,0.528671,0.013986,3.2643,28.98,33825.45,0.317895,1117.19,52.8523
sapporo_0613,sapporo,151,226,33,95,11,0.218543,0.629139,0.072848,2.9934,64.88,14662.25,0.255892,235.94,22.9098
sapporo_0640,sapporo,174,233,26,94,28,0.149425,0.54023,0.16092,2.6782,61.07,14230.16,0.174927,271.87,22.2346
sapporo_0431,sapporo,230,335,46,136,18,0.2,0.591304,0.078261,2.913,50.43,16893.46,0.232967,359.37,26.396
sapporo_0499,sapporo,36,47,6,15,5,0.166667,0.416667,0.138889,2.6111,54.53,2563.13,0.179104,56.25,4.0049
sapporo_0444,sapporo,270,401,52,173,18,0.192593,0.640741,0.066667,2.9704,54.78,21966.91,0.246729,421.87,34.3233
sapporo_0703,sapporo,171,243,23,116,18,0.134503,0.678363,0.105263,2.8421,61.02,14827.68,0.216617,267.19,23.1683
sapporo_0247,sapporo,314,506,118,154,9,0.375796,0.490446,0.028662,3.2229,45.92,23237.49,0.309791,490.62,36.3086
sapporo_0301,sapporo,477,768,169,255,14,0.354298,0.534591,0.02935,3.2201,34.29,26338.17,0.307692,745.31,41.1534
sapporo_0579,sapporo,167,235,24,104,16,0.143713,0.622754,0.095808,2.8144,61.01,14338.34,0.209726,260.94,22.4037
sapporo_0320,sapporo,52,69,1,38,6,0.019231,0.730769,0.115385,2.6538,62.87,4337.82,0.181818,81.25,6.7778
sapporo_0437,sapporo,260,393,59,158,13,0.226923,0.607692,0.05,3.0231,53.5,21024.46,0.260194,406.25,32.8507
sapporo_0113,sapporo,330,498,87,182,26,0.263636,0.551515,0.078788,3.0182,47.18,23493.58,0.258015,515.62,36.7087
sapporo_0636,sapporo,139,170,19,54,37,0.136691,0.388489,0.266187,2.446,52.03,8844.38,0.117216,217.19,13.8193
sapporo_0525,sapporo,123,178,32,57,14,0.260163,0.463415,0.113821,2.8943,56.84,10118.31,0.232365,192.19,15.8099
sapporo_0362,sapporo,436,656,117,238,32,0.268349,0.545872,0.073394,3.0092,39.25,25746.83,0.254902,681.25,40.2294
sapporo_0064,sapporo,174,242,24,110,22,0.137931,0.632184,0.126437,2.7816,54.31,13143.85,0.201166,271.87,20.5373
sapporo_0235,sapporo,279,421,78,146,22,0.27957,0.523297,0.078853,3.0179,37.52,15795.15,0.25859,435.94,24.6799
sapporo_0681,sapporo,117,174,25,67,6,0.213675,0.57265,0.051282,2.9744,67.72,11783.48,0.253275,182.81,18.4117
sarajevo_0066,sarajevo,294,405,47,163,50,0.159864,0.554422,0.170068,2.7551,44.95,18206.36,0.19211,459.37,28.4474
seattle_0115,seattle,338,465,70,175,64,0.207101,0.517751,0.189349,2.7515,40.99,19059.96,0.19076,528.12,29.7812
seattle_0112,seattle,438,605,110,208,97,0.251142,0.474886,0.221461,2.7626,36.98,22371.61,0.192882,684.37,34.9556
seattle_0096,seattle,492,690,90,292,79,0.182927,0.593496,0.160569,2.8049,34.99,24144.58,0.203269,768.75,37.7259
seattle_0337,seattle,349,410,62,132,134,0.17765,0.378223,0.383954,2.3496,36.48,14956.6,0.089466,545.31,23.3697
seattle_0134,seattle,893,1200,198,435,222,0.221725,0.487122,0.2486,2.6876,24.82,29784.75,0.172937,1395.31,46.5387
seattle_0328,seattle,383,483,61,188,116,0.159269,0.490862,0.302872,2.5222,39.4,19032.16,0.13272,598.44,29.7377
seattle_0179,seattle,130,174,20,63,25,0.153846,0.484615,0.192308,2.6769,64.61,11242.87,0.176471,203.12,17.567
seattle_0116,seattle,209,265,27,112,54,0.129187,0.535885,0.258373,2.5359,50.9,13489.49,0.138015,326.56,21.0773
seattle_0012,seattle,397,542,87,191,78,0.219144,0.481108,0.196474,2.7305,36.13,19581.01,0.185044,620.31,30.5953
seattle_0140,seattle,614,837,115,335,125,0.187296,0.545603,0.203583,2.7264,32.56,27253.39,0.183156,959.37,42.5834
seattle_0144,seattle,284,361,32,151,68,0.112676,0.53169,0.239437,2.5423,39.76,14354.74,0.138544,443.75,22.4293
seattle_0365,seattle,287,353,46,128,94,0.160279,0.445993,0.327526,2.4599,36.24,12792.49,0.11775,448.44,19.9883
seattle_0168,seattle,612,820,131,297,149,0.214052,0.485294,0.243464,2.6797,33.48,27450.31,0.171452,956.25,42.8911
seattle_0414,seattle,150,158,7,60,70,0.046667,0.4,0.466667,2.1067,34.23,5407.86,0.030508,234.37,8.4498
skopje_0144,skopje,142,159,7,66,49,0.049296,0.464789,0.34507,2.2394,70.58,11221.85,0.064516,221.87,17.5341
skopje_0147,skopje,102,117,6,48,33,0.058824,0.470588,0.323529,2.2941,65.28,7637.77,0.080402,159.37,11.934
sofia_0143,sofia,194,270,27,119,24,0.139175,0.613402,0.123711,2.7835,49.13,13264.18,0.201044,303.12,20.7253
sofia_0067,sofia,166,216,12,104,31,0.072289,0.626506,0.186747,2.6024,43.74,9447.32,0.155963,259.37,14.7614
sofia_0130,sofia,99,138,17,56,15,0.171717,0.565657,0.151515,2.7879,59.64,8230.45,0.207254,154.69,12.8601
sofia_0188,sofia,993,1391,210,529,197,0.21148,0.532729,0.198389,2.8016,23.98,33357.86,0.201413,1551.56,52.1217
sofia_0350,sofia,105,150,18,65,11,0.171429,0.619048,0.104762,2.8571,65.28,9791.71,0.22439,164.06,15.2996
sofia_0127,sofia,398,502,46,218,108,0.115578,0.547739,0.271357,2.5226,33.86,16998.39,0.132743,621.87,26.56
sofia_0065,sofia,135,168,13,74,34,0.096296,0.548148,0.251852,2.4889,53.68,9018.35,0.128302,210.94,14.0912
sofia_0398,sofia,144,181,22,70,43,0.152778,0.486111,0.298611,2.5139,54.87,9930.98,0.134276,225.0,15.5172
sofia_0380,sofia,91,107,5,49,27,0.054945,0.538462,0.296703,2.3516,75.73,8102.89,0.096045,142.19,12.6608
sofia_0330,sofia,225,305,20,144,27,0.088889,0.64,0.12,2.7111,51.24,15627.11,0.182022,351.56,24.4174
sofia_0265,sofia,245,307,39,117,74,0.159184,0.477551,0.302041,2.5061,38.72,11886.41,0.129897,382.81,18.5725
sofia_0186,sofia,593,788,64,373,114,0.107926,0.629005,0.192243,2.6577,30.74,24226.63,0.165961,926.56,37.8541
sofia_0135,sofia,75,85,6,32,27,0.08,0.426667,0.36,2.2667,89.63,7618.86,0.075862,117.19,11.9045
sofia_0349,sofia,162,208,12,98,30,0.074074,0.604938,0.185185,2.5679,63.01,13105.13,0.147335,253.12,20.4768
stockholm_0112,stockholm,592,771,72,340,129,0.121622,0.574324,0.217905,2.6047,31.31,24136.63,0.152672,925.0,37.7135
stockholm_0037,stockholm,141,160,10,67,49,0.070922,0.475177,0.347518,2.2695,62.7,10031.8,0.072202,220.31,15.6747
stockholm_0086,stockholm,209,252,22,105,63,0.105263,0.502392,0.301435,2.4115,51.36,12943.81,0.106538,326.56,20.2247
stockholm_0186,stockholm,200,257,21,116,47,0.105,0.58,0.235,2.57,53.01,13623.96,0.146835,312.5,21.2874
stockholm_0078,stockholm,418,544,56,214,109,0.133971,0.511962,0.260766,2.6029,38.33,20850.17,0.152828,653.12,32.5784
stockholm_0119,stockholm,237,318,26,152,42,0.109705,0.64135,0.177215,2.6835,47.28,15036.0,0.17484,370.31,23.4938
tallinn_0123,tallinn,430,526,50,219,130,0.116279,0.509302,0.302326,2.4465,32.87,17287.45,0.11345,671.87,27.0116
tallinn_0213,tallinn,164,217,26,87,33,0.158537,0.530488,0.20122,2.6463,47.89,10392.61,0.167183,256.25,16.2384
tallinn_0241,tallinn,130,152,17,56,46,0.130769,0.430769,0.353846,2.3385,49.26,7487.34,0.090196,203.12,11.699
tallinn_0091,tallinn,1071,1324,134,551,331,0.125117,0.514472,0.309057,2.4725,22.79,30174.91,0.118858,1673.44,47.1483
tallinn_0160,tallinn,748,1000,112,429,164,0.149733,0.573529,0.219251,2.6738,28.98,28982.74,0.169685,1168.75,45.2855
tallinn_0238,tallinn,134,177,13,84,24,0.097015,0.626866,0.179104,2.6418,55.39,9803.96,0.1673,209.37,15.3187
tallinn_0095,tallinn,133,175,20,70,26,0.150376,0.526316,0.195489,2.6316,54.47,9532.64,0.164751,207.81,14.8948
tashkent_0181,tashkent,144,172,5,82,36,0.034722,0.569444,0.25,2.3889,63.61,10940.41,0.102473,225.0,17.0944
tashkent_0121,tashkent,72,108,25,27,5,0.347222,0.375,0.069444,3.0,77.16,8333.6,0.266187,112.5,13.0212
tashkent_0274,tashkent,48,55,3,23,15,0.0625,0.479167,0.3125,2.2917,57.68,3172.45,0.087912,75.0,4.9569
tashkent_0428,tashkent,122,153,14,60,26,0.114754,0.491803,0.213115,2.5082,65.31,9993.11,0.133891,190.62,15.6142
tashkent_0596,tashkent,92,106,8,43,31,0.086957,0.467391,0.336957,2.3043,71.1,7536.45,0.083799,143.75,11.7757
tashkent_0225,tashkent,356,492,57,215,60,0.160112,0.603933,0.168539,2.764,39.0,19185.76,0.193777,556.25,29.9777
tashkent_0314,tashkent,86,118,16,45,13,0.186047,0.523256,0.151163,2.7442,53.01,6255.25,0.197605,134.37,9.7738
tashkent_0684,tashkent,98,119,9,46,22,0.091837,0.469388,0.22449,2.4286,63.09,7507.49,0.115183,153.12,11.7305
tashkent_0144,tashkent,180,245,24,107,31,0.133333,0.594444,0.172222,2.7222,54.56,13366.28,0.185915,281.25,20.8848
tashkent_0034,tashkent,98,132,17,48,14,0.173469,0.489796,0.142857,2.6939,78.96,10422.41,0.183246,153.12,16.285
tashkent_0414,tashkent,181,210,12,89,58,0.066298,0.491713,0.320442,2.3204,55.82,11722.03,0.084034,282.81,18.3157
tashkent_0193,tashkent,805,1068,106,468,184,0.131677,0.581366,0.228571,2.6534,25.93,27690.31,0.164486,1257.81,43.2661
tashkent_0202,tashkent,316,447,60,181,48,0.189873,0.572785,0.151899,2.8291,40.05,17900.88,0.210526,493.75,27.9701
tashkent_0618,tashkent,163,210,11,104,32,0.067485,0.638037,0.196319,2.5767,65.4,13733.08,0.149533,254.69,21.4579
tashkent_0161,tashkent,298,411,55,163,47,0.184564,0.54698,0.157718,2.7584,42.41,17430.02,0.192893,465.62,27.2344
tashkent_0176,tashkent,80,96,5,34,19,0.0625,0.425,0.2375,2.4,89.97,8637.1,0.109677,125.0,13.4955
tashkent_0454,tashkent,162,200,15,86,40,0.092593,0.530864,0.246914,2.4691,54.35,10869.58,0.122257,253.12,16.9837
tashkent_0639,tashkent,99,129,11,51,16,0.111111,0.515152,0.161616,2.6061,87.01,11224.86,0.160622,154.69,17.5388
tashkent_0060,tashkent,343,468,37,221,54,0.107872,0.644315,0.157434,2.7289,38.28,17913.03,0.185022,535.94,27.9891
tashkent_0858,tashkent,40,49,2,22,8,0.05,0.55,0.2,2.45,85.12,4171.09,0.133333,62.5,6.5173
tashkent_0585,tashkent,123,145,12,58,38,0.097561,0.471545,0.308943,2.3577,56.92,8253.4,0.095436,192.19,12.8959
tashkent_0160,tashkent,246,341,47,125,47,0.191057,0.50813,0.191057,2.7724,47.95,16350.76,0.197125,384.37,25.5481
tashkent_0124,tashkent,295,411,41,183,39,0.138983,0.620339,0.132203,2.7864,52.1,21413.14,0.2,460.94,33.458
tashkent_0295,tashkent,530,780,112,328,61,0.211321,0.618868,0.115094,2.9434,31.89,24872.98,0.237915,828.12,38.864
tashkent_0634,tashkent,86,110,7,48,14,0.081395,0.55814,0.162791,2.5581,71.77,7894.5,0.149701,134.37,12.3352
tashkent_0774,tashkent,65,85,8,32,11,0.123077,0.492308,0.169231,2.6154,61.77,5250.59,0.168,101.56,8.204
tashkent_0566,tashkent,184,256,37,93,32,0.201087,0.505435,0.173913,2.7826,60.59,15509.99,0.201102,287.5,24.2344
tashkent_0260,tashkent,285,401,45,167,49,0.157895,0.585965,0.17193,2.814,44.03,17655.87,0.20708,445.31,27.5873
tashkent_0198,tashkent,324,456,49,197,46,0.151235,0.608025,0.141975,2.8148,41.69,19012.74,0.206843,506.25,29.7074
tashkent_0264,tashkent,381,552,85,210,47,0.223097,0.551181,0.12336,2.8976,44.52,24576.61,0.227213,595.31,38.401
tbilisi_0164,tbilisi,50,59,3,26,14,0.06,0.52,0.28,2.36,119.64,7058.67,0.105263,78.12,11.0292
tbilisi_0239,tbilisi,242,322,32,138,51,0.132231,0.570248,0.210744,2.6612,44.64,14374.04,0.169102,378.12,22.4594
tbilisi_0701,tbilisi,80,94,1,50,24,0.0125,0.625,0.3,2.35,71.17,6689.54,0.096774,125.0,10.4524
tbilisi_0543,tbilisi,275,369,26,182,52,0.094545,0.661818,0.189091,2.6836,44.17,16297.05,0.174312,429.69,25.4641
tbilisi_0459,tbilisi,66,72,4,23,19,0.060606,0.348485,0.287879,2.1818,113.48,8170.52,0.055118,103.12,12.7664
tbilisi_0657,tbilisi,165,240,29,106,23,0.175758,0.642424,0.139394,2.9091,45.68,10963.69,0.233846,257.81,17.1308
tbilisi_0340,tbilisi,195,253,23,103,36,0.117949,0.528205,0.184615,2.5949,57.82,14628.53,0.153247,304.69,22.8571
tbilisi_0412,tbilisi,34,40,1,17,7,0.029412,0.5,0.205882,2.3529,84.08,3363.03,0.111111,53.12,5.2547
tbilisi_0335,tbilisi,169,214,23,83,39,0.136095,0.491124,0.230769,2.5325,59.33,12697.62,0.138138,264.06,19.84
tbilisi_0665,tbilisi,105,135,7,62,16,0.066667,0.590476,0.152381,2.5714,67.1,9058.8,0.15122,164.06,14.1544
tbilisi_0389,tbilisi,395,541,34,267,46,0.086076,0.675949,0.116456,2.7392,44.25,23936.86,0.187261,617.19,37.4013
tbilisi_0091,tbilisi,117,141,6,65,29,0.051282,0.555556,0.247863,2.4103,57.31,8080.22,0.10917,182.81,12.6253
tbilisi_0061,tbilisi,113,144,13,58,22,0.115044,0.513274,0.19469,2.5487,74.22,10687.23,0.144796,176.56,16.6988
tbilisi_0533,tbilisi,345,469,36,221,49,0.104348,0.64058,0.142029,2.7188,38.13,17882.52,0.182482,539.06,27.9414
tbilisi_0378,tbilisi,362,515,65,215,52,0.179558,0.593923,0.143646,2.8453,40.33,20769.44,0.214186,565.62,32.4523
tehran_0480,tehran,408,431,23,182,182,0.056373,0.446078,0.446078,2.1127,27.4,11808.9,0.029593,637.5,18.4514
tehran_0296,tehran,194,254,28,98,34,0.14433,0.505155,0.175258,2.6186,59.67,15155.74,0.159269,303.12,23.6808
tehran_0465,tehran,108,170,48,39,11,0.444444,0.361111,0.101852,3.1481,84.29,14329.14,0.298578,168.75,22.3893
tehran_0830,tehran,120,179,35,53,15,0.291667,0.441667,0.125,2.9833,63.51,11368.27,0.255319,187.5,17.7629
tehran_0389,tehran,190,252,41,87,45,0.215789,0.457895,0.236842,2.6526,54.73,13790.71,0.168,296.87,21.548
tehran_0278,tehran,98,112,10,41,33,0.102041,0.418367,0.336735,2.2857,69.04,7732.54,0.078534,153.12,12.0821
tehran_0449,tehran,66,93,6,45,3,0.090909,0.681818,0.045455,2.8182,95.87,8915.72,0.220472,103.12,13.9308
tehran_0906,tehran,192,245,21,106,42,0.109375,0.552083,0.21875,2.5521,57.65,14123.98,0.14248,300.0,22.0687
tehran_0685,tehran,118,172,21,74,8,0.177966,0.627119,0.067797,2.9153,77.93,13403.17,0.238095,184.37,20.9424
tehran_0131,tehran,79,109,20,32,12,0.253165,0.405063,0.151899,2.7595,74.3,8099.06,0.202614,123.44,12.6548
tehran_0893,tehran,134,190,27,73,18,0.201493,0.544776,0.134328,2.8358,68.79,13070.35,0.21673,209.37,20.4224
tehran_0534,tehran,307,353,37,132,114,0.120521,0.429967,0.371336,2.2997,41.46,14634.28,0.077176,479.69,22.8661
tehran_0445,tehran,111,147,18,56,20,0.162162,0.504505,0.18018,2.6486,68.16,10019.51,0.170507,173.44,15.6555
tehran_0840,tehran,207,258,23,106,50,0.111111,0.512077,0.241546,2.4928,55.92,14428.18,0.127139,323.44,22.544
tehran_0904,tehran,159,218,33,80,31,0.207547,0.503145,0.194969,2.7421,53.84,11737.32,0.191693,248.44,18.3396
tehran_0263,tehran,162,200,34,61,53,0.209877,0.376543,0.32716,2.4691,71.17,14234.01,0.122257,253.12,22.2406
tehran_0433,tehran,409,477,32,208,136,0.07824,0.508557,0.332518,2.3325,40.46,19297.19,0.084871,639.06,30.1519
tehran_0783,tehran,361,400,20,175,137,0.055402,0.484765,0.379501,2.2161,40.96,16383.5,0.055788,564.06,25.5992
tehran_0142,tehran,65,74,2,35,21,0.030769,0.538462,0.323077,2.2769,40.25,2978.85,0.08,101.56,4.6545
tehran_0404,tehran,532,613,41,267,190,0.077068,0.50188,0.357143,2.3045,33.35,20445.63,0.077432,831.25,31.9463
tehran_0788,tehran,245,286,17,122,83,0.069388,0.497959,0.338776,2.3347,43.97,12574.98,0.086598,382.81,19.6484
tehran_0347,tehran,219,270,23,119,63,0.105023,0.543379,0.287671,2.4658,51.98,14035.5,0.120092,342.19,21.9305
tehran_0459,tehran,523,616,53,256,176,0.101338,0.489484,0.33652,2.3556,35.32,21754.98,0.090298,817.19,33.9922
tehran_0541,tehran,532,582,30,256,216,0.056391,0.481203,0.406015,2.188,32.92,19157.24,0.048159,831.25,29.9332
tehran_0253,tehran,79,97,6,39,15,0.075949,0.493671,0.189873,2.4557,79.31,7693.32,0.124183,123.44,12.0208
tehran_0566,tehran,467,535,48,218,178,0.102784,0.466809,0.381156,2.2912,35.85,19182.07,0.074273,729.69,29.972
tehran_0461,tehran,204,253,29,91,60,0.142157,0.446078,0.294118,2.4804,54.49,13786.31,0.124069,318.75,21.5411
tehran_0612,tehran,162,230,29,95,17,0.179012,0.58642,0.104938,2.8395,63.85,14686.36,0.216301,253.12,22.9474
tehran_0283,tehran,185,239,25,98,40,0.135135,0.52973,0.216216,2.5838,64.44,15400.15,0.150685,289.06,24.0627
tehran_0637,tehran,116,142,5,62,20,0.043103,0.534483,0.172414,2.4483,53.17,7550.22,0.118943,181.25,11.7972
tehran_0309,tehran,154,192,13,82,35,0.084416,0.532468,0.227273,2.4935,61.88,11881.83,0.128713,240.62,18.5654
tehran_0511,tehran,389,484,42,212,109,0.107969,0.544987,0.280206,2.4884,34.2,16550.65,0.124191,607.81,25.8604
tehran_0261,tehran,130,161,8,74,28,0.061538,0.569231,0.215385,2.4769,65.01,10467.0,0.12549,203.12,16.3547
tehran_0486,tehran,525,611,64,236,195,0.121905,0.449524,0.371429,2.3276,32.85,20068.97,0.083254,820.31,31.3578
tehran_0808,tehran,146,197,19,81,23,0.130137,0.554795,0.157534,2.6986,71.13,14012.52,0.181185,228.12,21.8946
tehran_0478,tehran,171,241,34,92,20,0.19883,0.538012,0.116959,2.8187,61.9,14917.94,0.210682,267.19,23.3093
tehran_0311,tehran,166,222,20,98,26,0.120482,0.590361,0.156627,2.6747,70.2,15584.7,0.174312,259.37,24.3511
tehran_0606,tehran,457,531,29,244,154,0.063457,0.533917,0.33698,2.3239,32.3,17153.14,0.082508,714.06,26.8018
tehran_0046,tehran,362,569,89,232,14,0.245856,0.640884,0.038674,3.1436,33.28,18933.65,0.289291,565.62,29.5838
tehran_0733,tehran,217,279,27,116,49,0.124424,0.534562,0.225806,2.5714,52.98,14781.72,0.146853,339.06,23.0964
tehran_0701,tehran,181,230,10,116,42,0.055249,0.640884,0.232044,2.5414,61.36,14112.29,0.140056,282.81,22.0504
tehran_0871,tehran,198,264,24,112,31,0.121212,0.565657,0.156566,2.6667,54.31,14338.79,0.171355,309.37,22.4044
tehran_0640,tehran,353,398,17,184,128,0.048159,0.521246,0.362606,2.255,37.59,14961.23,0.065621,551.56,23.3769
tehran_0087,tehran,218,295,30,127,39,0.137615,0.582569,0.178899,2.7064,42.62,12571.58,0.180974,340.62,19.6431
tehran_0833,tehran,97,126,12,49,15,0.123711,0.505155,0.154639,2.5979,110.54,13928.52,0.15873,151.56,21.7633
tehran_0693,tehran,331,386,16,184,106,0.048338,0.555891,0.320242,2.3323,42.23,16301.19,0.085236,517.19,25.4706
telaviv_0065,telaviv,153,213,25,86,22,0.163399,0.562092,0.143791,2.7843,47.14,10040.14,0.202658,239.06,15.6877
telaviv_0004,telaviv,98,128,10,58,18,0.102041,0.591837,0.183673,2.6122,60.57,7753.23,0.162304,153.12,12.1144
telaviv_0024,telaviv,205,295,38,119,24,0.185366,0.580488,0.117073,2.878,46.74,13788.74,0.224691,320.31,21.5449
telaviv_0100,telaviv,233,335,28,163,15,0.120172,0.699571,0.064378,2.8755,49.49,16579.58,0.223427,364.06,25.9056
thessaloniki_0636,thessaloniki,44,45,0,18,19,0.0,0.409091,0.431818,2.0455,101.31,4558.82,0.024096,68.75,7.1232
thessaloniki_1808,thessaloniki,58,86,21,21,7,0.362069,0.362069,0.12069,2.9655,62.14,5344.33,0.261261,90.62,8.3505
thessaloniki_0640,thessaloniki,73,113,24,33,7,0.328767,0.452055,0.09589,3.0959,81.88,9252.87,0.29078,114.06,14.4576
thessaloniki_0635,thessaloniki,57,60,4,21,23,0.070175,0.368421,0.403509,2.1053,94.03,5642.06,0.036697,89.06,8.8157
thessaloniki_2650,thessaloniki,174,286,72,82,5,0.413793,0.471264,0.028736,3.2874,56.18,16066.86,0.329446,271.87,25.1045
