patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used,n_nodes_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,n_blocks,mean_block_area,std_block_area,cv_block_area,mean_block_eri,mean_block_compact,mean_block_elong,mean_block_convex,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
thessaloniki_1808,thessaloniki,1808,40.662508,23.110248,677983.42,4503034.41,678783.42,4503834.41,EPSG:32634,222,59,59,2,58,0.9831,1.753868,0.489426,1.910576,0.533156,0.972014,172,58,21,21,7,0.362069,0.362069,0.12069,2.9655,62.14,5344.33,0.261261,90.62,8.3505,1.018432,27,4011.34,1331.54,0.3319,0.9988,0.6053,0.8581,0.9998,,,,,,
tehran_0465,tehran,465,35.738082,51.376885,533679.81,3954564.0,534479.81,3955364.0,EPSG:32639,426,110,110,3,108,0.9818,1.716778,0.479076,1.755259,0.489814,0.977377,340,108,48,39,11,0.444444,0.361111,0.101852,3.1481,84.29,14329.14,0.298578,168.75,22.3893,1.020379,62,6929.86,1649.45,0.238,0.9858,0.5219,0.5634,0.9849,,,,,,
brasilia_0415,brasilia,415,-15.830626,-48.100984,167403.82,8246945.62,168203.82,8247745.62,EPSG:32723,362,101,101,1,101,1.0,1.745586,0.487115,1.537041,0.428919,0.973261,262,101,3,64,10,0.029703,0.633663,0.09901,2.5941,82.95,10866.88,0.15736,157.81,16.9795,1.011305,23,15188.98,6584.17,0.4335,0.9728,0.2577,0.2374,0.9729,,,,,,
brasilia_0781,brasilia,781,-15.795465,-48.033303,174603.82,8250945.62,175403.82,8251745.62,EPSG:32723,190,51,51,1,51,1.0,1.774314,0.495132,1.62092,0.452326,0.968814,142,51,13,22,8,0.254902,0.431373,0.156863,2.7843,85.46,6067.5,0.216495,79.69,9.4805,1.009273,6,32391.22,502.96,0.0155,0.9969,0.3569,0.3111,0.9968,,,,,,
lasvegas_0201,lasvegas,201,36.132472,-115.261032,656073.93,3999642.16,656873.93,4000442.16,EPSG:32611,232,87,87,4,82,0.9425,1.76362,0.492148,1.841486,0.513876,0.970509,188,82,10,34,30,0.121951,0.414634,0.365854,2.2927,91.23,8575.32,0.081761,128.12,13.3989,1.017721,8,16291.24,17457.12,1.0716,0.9896,0.324,0.4359,0.9977,129.0,0.0964,478.31,270.95,35.97,8.34
minneapolis_0809,minneapolis,809,44.959755,-93.129056,489421.29,4978087.85,490221.29,4978887.85,EPSG:32615,1146,315,315,4,312,0.9905,1.78171,0.497196,1.590205,0.443755,0.967614,986,312,162,84,49,0.519231,0.269231,0.157051,3.1603,47.7,23516.82,0.294023,487.5,36.745,1.014325,0,,,,,,,,1471.0,0.2017,87.73,67.22,11.76,5.2
chennai_0186,chennai,186,13.036738,80.20327,413211.76,1440933.9,414011.76,1441733.9,EPSG:32644,434,135,135,4,123,0.9111,1.805314,0.503783,1.946966,0.543311,0.963632,320,123,13,68,20,0.105691,0.552846,0.162602,2.6016,70.31,11250.39,0.157676,192.19,17.5787,1.033933,36,7135.37,6040.32,0.8465,0.9637,0.3664,0.4045,0.9612,1005.0,0.3187,202.96,197.44,14.46,8.01
chicago_0492,chicago,492,41.798807,-87.675166,443508.44,4627258.65,444308.44,4628058.65,EPSG:32616,1726,462,462,6,457,0.9892,1.617743,0.45144,1.630448,0.454985,0.988904,1584,457,271,147,19,0.592998,0.321663,0.041575,3.4661,35.54,28149.0,0.369637,714.06,43.9828,1.006759,17,16598.37,5513.1,0.3321,0.9994,0.5129,0.5498,0.9989,1143.0,0.1661,92.99,79.18,10.78,8.6
cleveland_0080,cleveland,80,41.44408,-81.786404,433907.88,4587954.41,434707.88,4588754.41,EPSG:32617,672,189,189,6,153,0.8095,1.726782,0.481868,1.703407,0.475345,0.975987,476,153,59,63,11,0.385621,0.411765,0.071895,3.1111,66.6,15851.1,0.285714,239.06,24.7673,1.084624,13,21120.31,8622.9,0.4083,0.9796,0.3783,0.4002,0.9892,4.0,0.0083,1320.99,1504.31,259.68,221.75
sapporo_0549,sapporo,549,43.04507,141.417359,533593.42,4765504.24,534393.42,4766304.24,EPSG:32654,570,155,155,1,155,1.0,1.684904,0.470182,1.702706,0.475149,0.98153,454,155,33,87,9,0.212903,0.56129,0.058065,2.929,61.21,13894.31,0.239344,242.19,21.7099,1.0041,71,5897.84,3883.15,0.6584,0.9974,0.5232,0.5834,0.9977,,,,,,
chicago_0299,chicago,299,41.748139,-87.713122,440308.44,4621658.65,441108.44,4622458.65,EPSG:32616,1714,466,466,2,465,0.9979,1.668563,0.465621,1.638217,0.457153,0.983497,1550,465,255,147,37,0.548387,0.316129,0.07957,3.3333,39.56,30658.55,0.336216,726.56,47.904,1.017302,20,15612.12,7557.28,0.4841,0.9984,0.4554,0.4598,0.9994,1665.0,0.2138,82.19,115.87,10.74,3.73
minneapolis_0652,minneapolis,652,44.930864,-93.18982,484621.29,4974887.85,485421.29,4975687.85,EPSG:32615,880,251,251,2,250,0.996,1.671107,0.466331,1.505166,0.420025,0.983198,770,250,104,99,37,0.416,0.396,0.148,3.08,58.25,22424.86,0.274747,390.62,35.0388,1.003843,0,,,,,,,,1488.0,0.1977,85.04,57.87,12.06,3.11
houston_0553,houston,553,29.825638,-95.429124,264872.3,3301540.6,265672.3,3302340.6,EPSG:32615,476,132,132,1,132,1.0,1.805139,0.503734,2.087651,0.58257,0.963662,400,132,31,73,2,0.234848,0.55303,0.015152,3.0303,37.08,7415.22,0.266409,206.25,11.5863,1.044776,11,6743.47,11791.81,1.7486,0.9646,0.1928,0.1963,0.977,,,,,,
portland_0415,portland,415,45.529852,-122.585623,531956.84,5041496.47,532756.84,5042296.47,EPSG:32610,442,131,131,2,130,0.9924,1.721699,0.480449,1.578505,0.44049,0.976698,364,130,22,77,17,0.169231,0.592308,0.130769,2.8,65.16,11859.95,0.207843,203.12,18.5312,1.013813,41,11740.68,5007.53,0.4265,0.9967,0.5306,0.5926,0.9953,1353.0,0.2328,110.14,106.1,13.1,4.69
detroit_0114,detroit,114,42.259197,-83.184018,319456.5,4680464.74,320256.5,4681264.74,EPSG:32617,800,219,219,4,193,0.8813,1.814614,0.506378,1.702318,0.475041,0.962,578,193,89,51,37,0.46114,0.264249,0.19171,2.9948,46.93,13563.41,0.254593,301.56,21.1928,1.018066,2,26595.88,164.58,0.0062,1.0,0.3312,0.2814,0.9986,610.0,0.1798,188.64,1291.93,14.25,13.38
chicago_0163,chicago,163,41.899197,-87.753378,437108.44,4638458.65,437908.44,4639258.65,EPSG:32616,940,263,263,1,263,1.0,1.687896,0.471016,1.612596,0.450003,0.981158,822,263,129,81,42,0.490494,0.307985,0.159696,3.1407,49.79,20563.22,0.289827,410.94,32.13,1.020205,0,,,,,,,,1572.0,0.2924,119.05,247.74,10.2,3.99
houston_0744,houston,744,29.739829,-95.385705,268872.3,3291940.6,269672.3,3292740.6,EPSG:32615,1808,494,494,3,475,0.9615,1.765708,0.49273,1.723019,0.480817,0.970182,1618,475,270,159,34,0.568421,0.334737,0.071579,3.4063,36.64,29638.37,0.354497,742.19,46.31,1.01731,34,11844.97,8245.49,0.6961,0.9844,0.4672,0.5964,0.9913,,,,,,
sapporo_0403,sapporo,403,43.095665,141.368552,529593.42,4771104.24,530393.42,4771904.24,EPSG:32654,1328,346,346,1,346,1.0,1.814528,0.506354,2.013855,0.561977,0.962015,1136,346,160,135,11,0.462428,0.390173,0.031792,3.2832,43.75,24850.44,0.3246,540.62,38.8288,1.043626,81,6074.84,6032.77,0.9931,0.9841,0.4316,0.4633,0.9841,,,,,,
quito_1039,quito,1039,-0.057034,-78.416927,787129.29,9993289.57,787929.29,9994089.57,EPSG:32717,234,86,86,9,78,0.907,1.745275,0.487028,1.647666,0.45979,0.973307,168,78,1,35,25,0.012821,0.448718,0.320513,2.1538,79.68,6693.35,0.046358,121.87,10.4584,1.012655,6,23829.1,26804.84,1.1249,0.9948,0.3374,0.3589,0.9957,0.0,0.0,,,,
chicago_0337,chicago,337,41.697762,-87.702951,441108.44,4616058.65,441908.44,4616858.65,EPSG:32616,1194,304,304,2,303,0.9967,1.614051,0.450409,1.52194,0.424706,0.989255,1054,303,189,84,14,0.623762,0.277228,0.046205,3.4785,43.36,22848.77,0.374376,473.44,35.7012,1.010598,13,28117.15,19741.55,0.7021,0.9983,0.5062,0.5049,0.9969,1662.0,0.2031,78.23,141.11,11.13,3.14
chicago_0313,chicago,313,41.849009,-87.714241,440308.44,4632858.65,441108.44,4633658.65,EPSG:32616,1670,436,436,2,433,0.9931,1.736399,0.484551,1.611438,0.44968,0.974611,1492,433,273,111,31,0.630485,0.256351,0.071594,3.4457,38.9,29015.87,0.364692,676.56,45.3373,1.004616,14,20355.74,197.79,0.0097,0.9998,0.5095,0.5039,0.9996,1601.0,0.2816,112.57,140.91,9.78,4.2
vancouver_0105,vancouver,105,49.232874,-123.108378,491709.99,5452949.41,492509.99,5453749.41,EPSG:32610,1074,309,309,5,305,0.9871,1.64243,0.458329,1.495783,0.417406,0.986411,928,305,109,133,33,0.357377,0.436066,0.108197,3.0426,47.53,22052.46,0.264463,476.56,34.457,1.000143,0,,,,,,,,1328.0,0.2314,111.5,106.11,11.97,3.73
chicago_0677,chicago,677,41.705359,-87.635725,446708.44,4616858.65,447508.44,4617658.65,EPSG:32616,1558,419,419,4,406,0.969,1.737615,0.484891,1.686926,0.470746,0.974434,1350,406,205,153,24,0.504926,0.376847,0.059113,3.335,38.53,26084.81,0.337051,634.37,40.7575,1.018032,11,28187.53,21877.47,0.7761,0.9998,0.5278,0.5609,0.9996,1183.0,0.1698,91.86,184.84,11.6,4.96
houston_0538,houston,538,29.717437,-95.426513,264872.3,3289540.6,265672.3,3290340.6,EPSG:32615,296,80,80,1,80,1.0,1.601382,0.446874,1.39893,0.390379,0.990417,234,80,30,27,13,0.375,0.3375,0.1625,2.925,91.05,10653.27,0.245161,125.0,16.6457,1.00138,11,26849.02,34819.24,1.2969,0.9999,0.5193,0.6444,0.9998,,,,,,
chicago_0627,chicago,627,41.68369,-87.645124,445908.44,4614458.65,446708.44,4615258.65,EPSG:32616,1896,515,515,5,511,0.9922,1.742886,0.486362,1.970327,0.54983,0.973661,1720,511,240,235,16,0.469667,0.459883,0.031311,3.3738,32.94,28391.51,0.346116,798.44,44.3617,1.031468,17,11750.24,8251.15,0.7022,0.9821,0.4281,0.565,0.9866,945.0,0.1805,122.24,295.96,11.88,6.95
laplata_0013,laplata,13,-34.906821,-57.972004,410801.15,6136458.99,411601.15,6137258.99,EPSG:32721,220,53,53,1,53,1.0,1.640612,0.457821,1.588758,0.443351,0.986603,160,53,22,13,3,0.415094,0.245283,0.056604,3.0189,101.52,8121.44,0.277228,82.81,12.6898,1.008121,23,14959.66,7467.4,0.4992,0.998,0.5091,0.767,0.9995,33.0,0.0132,256.81,283.93,35.69,18.86
detroit_0022,detroit,22,42.366633,-83.216882,317056.5,4692464.74,317856.5,4693264.74,EPSG:32617,444,115,115,2,113,0.9826,1.800069,0.502319,1.601986,0.447043,0.964537,388,113,69,31,7,0.610619,0.274336,0.061947,3.4336,46.6,9039.67,0.371041,176.56,14.1245,1.007168,5,21501.01,10282.36,0.4782,0.9681,0.3659,0.3456,0.998,669.0,0.1251,119.71,232.02,15.31,10.02
portland_0375,portland,375,45.522724,-122.606163,530356.84,5040696.47,531156.84,5041496.47,EPSG:32610,480,159,159,6,154,0.9686,1.763618,0.492147,1.767657,0.493274,0.97051,398,154,18,83,28,0.116883,0.538961,0.181818,2.6104,61.92,12446.17,0.158416,240.62,19.4471,1.039656,33,14632.07,12376.87,0.8459,0.9967,0.5422,0.6665,0.9942,996.0,0.2331,149.77,302.43,14.33,5.93
brasilia_1849,brasilia,1849,-15.646776,-47.807422,198603.82,8267745.62,199403.82,8268545.62,EPSG:32723,254,65,65,2,56,0.8615,1.675474,0.46755,1.749105,0.488097,0.982678,138,56,2,27,5,0.035714,0.482143,0.089286,2.4643,81.61,5631.18,0.130841,87.5,8.7987,1.018465,6,12756.74,1599.29,0.1254,0.9974,0.314,0.2686,0.9973,,,,,,
cleveland_0194,cleveland,194,41.415756,-81.709481,440307.88,4584754.41,441107.88,4585554.41,EPSG:32617,4118,1424,1424,2,1422,0.9986,1.810563,0.505247,1.959948,0.546934,0.962715,3984,1422,579,402,420,0.407173,0.2827,0.295359,2.8017,17.81,35473.12,0.201127,2221.87,55.4268,1.022477,11,26321.0,4596.53,0.1746,0.9906,0.3626,0.3531,0.9848,948.0,0.1384,93.47,138.82,12.98,5.84
quito_0132,quito,132,-0.295673,-78.567728,770329.29,9966889.57,771129.29,9967689.57,EPSG:32717,976,276,276,3,273,0.9891,1.79829,0.501822,1.771657,0.49439,0.964841,848,273,96,128,18,0.351648,0.468864,0.065934,3.1062,46.87,19874.0,0.280961,426.56,31.0531,1.001689,146,2965.92,1726.78,0.5822,0.9956,0.5395,0.6647,0.9967,123.0,0.0225,117.04,74.3,16.19,10.45
chicago_0438,chicago,438,41.762724,-87.684411,442708.44,4623258.65,443508.44,4624058.65,EPSG:32616,1710,426,426,1,426,1.0,1.596426,0.445491,1.465895,0.409066,0.990854,1540,426,292,109,6,0.685446,0.255869,0.014085,3.6244,38.4,29645.49,0.409681,665.62,46.3211,1.006493,15,25030.47,8025.06,0.3206,0.9996,0.472,0.4607,0.9992,1954.0,0.2797,91.62,85.95,9.36,2.78
bengaluru_0487,bengaluru,487,12.918492,77.581711,779741.21,1429133.77,780541.21,1429933.77,EPSG:32643,496,149,149,5,135,0.906,1.706523,0.476214,1.799581,0.502183,0.978759,402,135,48,53,16,0.355556,0.392593,0.118519,3.0074,64.54,13101.0,0.260377,210.94,20.4703,1.03467,22,11267.83,8900.46,0.7899,0.9972,0.4363,0.455,0.9985,,,,,,
portland_0208,portland,208,45.566181,-122.687874,523956.84,5045496.47,524756.84,5046296.47,EPSG:32610,348,93,93,1,93,1.0,1.727554,0.482083,1.483157,0.413883,0.975878,276,93,22,53,7,0.236559,0.569892,0.075269,2.9677,74.61,10296.65,0.254144,145.31,16.0885,1.004179,29,13693.7,5295.88,0.3867,0.998,0.4202,0.4123,0.9982,1293.0,0.1993,98.64,70.53,13.3,3.95
detroit_0054,detroit,54,42.345222,-83.206418,317856.5,4690064.74,318656.5,4690864.74,EPSG:32617,1020,273,273,4,269,0.9853,1.653456,0.461406,1.41593,0.395123,0.985216,874,269,114,124,16,0.423792,0.460967,0.05948,3.2491,47.07,20568.87,0.317073,420.31,32.1389,1.002698,14,24892.39,2093.05,0.0841,0.9994,0.3989,0.3566,0.9992,1473.0,0.1713,74.42,96.45,12.21,3.99
houston_0703,houston,703,29.73968,-95.393971,268072.3,3291940.6,268872.3,3292740.6,EPSG:32615,2264,613,613,4,610,0.9951,1.723325,0.480903,1.723202,0.480869,0.976472,2068,610,335,217,38,0.54918,0.355738,0.062295,3.4033,31.58,32778.83,0.353086,953.12,51.2169,1.012392,40,10563.36,5255.82,0.4976,0.9974,0.5209,0.6692,0.9992,,,,,,
portland_0360,portland,360,45.551561,-122.616211,529556.84,5043896.47,530356.84,5044696.47,EPSG:32610,232,72,72,1,72,1.0,1.765829,0.492764,1.616664,0.451139,0.970163,178,72,4,39,13,0.055556,0.541667,0.180556,2.4722,83.5,7431.81,0.129496,112.5,11.6122,1.019317,13,27842.59,11922.81,0.4282,0.9957,0.3945,0.3647,0.9933,880.0,0.1763,128.22,156.68,14.94,5.71
detroit_0199,detroit,199,42.360362,-83.168091,321056.5,4691664.74,321856.5,4692464.74,EPSG:32617,482,130,130,1,130,1.0,1.719287,0.479776,1.51867,0.423793,0.977032,386,130,37,65,13,0.284615,0.5,0.1,2.9692,58.43,11277.44,0.25098,203.12,17.621,1.005132,11,29023.91,2862.95,0.0986,0.9989,0.3941,0.3512,0.9991,1079.0,0.1436,85.17,67.12,12.69,4.66
chicago_0455,chicago,455,41.88521,-87.685717,442708.44,4636858.65,443508.44,4637658.65,EPSG:32616,1070,333,333,3,331,0.994,1.743703,0.48659,1.860479,0.519176,0.973541,952,331,126,114,73,0.380665,0.344411,0.220544,2.9245,46.38,22447.77,0.234399,517.19,35.0746,1.031966,0,,,,,,,,358.0,0.2897,517.92,1365.18,20.1,19.88
toronto_0634,toronto,634,43.737823,-79.276117,638418.93,4843798.1,639218.93,4844598.1,EPSG:32617,376,136,136,5,122,0.8971,1.807336,0.504347,2.042448,0.569956,0.96328,284,122,27,36,50,0.221311,0.295082,0.409836,2.3279,70.3,9982.8,0.087866,190.62,15.5981,1.150001,0,,,,,,,,701.0,0.1792,163.61,249.57,14.38,6.84
chicago_0543,chicago,543,41.806068,-87.665611,444308.44,4628058.65,445108.44,4628858.65,EPSG:32616,2024,534,534,2,533,0.9981,1.667031,0.465194,1.615992,0.450951,0.983675,1828,533,307,170,25,0.575985,0.318949,0.046904,3.4296,35.1,32083.27,0.360038,832.81,50.1301,1.016003,18,18123.3,5674.7,0.3131,0.999,0.4546,0.4441,0.999,1455.0,0.2806,123.41,174.55,9.47,5.55
chicago_0586,chicago,586,41.755688,-87.655468,445108.44,4622458.65,445908.44,4623258.65,EPSG:32616,1386,371,371,5,360,0.9704,1.790559,0.499665,1.76979,0.493869,0.966148,1236,360,193,139,15,0.536111,0.386111,0.041667,3.4333,39.89,24650.67,0.362238,562.5,38.5167,1.018767,10,28347.41,19195.04,0.6771,0.9995,0.5371,0.5633,0.9979,978.0,0.2247,147.03,460.98,11.46,9.3
vancouver_0128,vancouver,128,49.2185,-123.086375,493309.99,5451349.41,494109.99,5452149.41,EPSG:32610,820,254,254,2,253,0.9961,1.811124,0.505404,1.594144,0.444854,0.962616,704,253,68,112,49,0.268775,0.442688,0.193676,2.7984,55.07,19494.89,0.203593,395.31,30.4608,1.003447,0,,,,,,,,1328.0,0.2283,110.03,147.24,11.4,3.89
brasilia_0977,brasilia,977,-16.005538,-47.991645,179403.82,8227745.62,180203.82,8228545.62,EPSG:32723,750,224,224,1,224,1.0,1.654163,0.461603,1.644161,0.458812,0.985137,618,224,17,154,16,0.075893,0.6875,0.071429,2.7946,55.26,17296.82,0.20316,350.0,27.0263,1.015124,66,5684.09,3425.02,0.6026,0.9906,0.3882,0.3792,0.99,,,,,,
hanoi_0180,hanoi,180,21.214471,105.359908,536951.27,2345526.51,537751.27,2346326.51,EPSG:32648,482,144,144,5,135,0.9375,1.598901,0.446182,1.633601,0.455865,0.990637,412,135,58,46,20,0.42963,0.340741,0.148148,3.0519,40.45,8333.3,0.271698,210.94,13.0208,1.02101,1,4205.99,0.0,0.0,0.8592,0.185,0.273,0.9484,2.0,0.0004,128.49,8.77,138.62,0.0
orlando_0291,orlando,291,28.601374,-81.45336,455274.2,3163506.54,456074.2,3164306.54,EPSG:32617,336,109,109,8,98,0.8991,1.858579,0.518646,1.713618,0.478194,0.953798,272,98,8,72,12,0.081633,0.734694,0.122449,2.7755,60.73,8258.75,0.204188,153.12,12.9043,1.074005,1,21845.82,0.0,0.0,0.9879,0.4298,0.4077,0.9511,225.0,0.0788,224.02,247.59,24.64,22.26
detroit_0197,detroit,197,42.345962,-83.167596,321056.5,4690064.74,321856.5,4690864.74,EPSG:32617,1506,381,381,1,381,1.0,1.900789,0.530425,1.678208,0.468313,0.945171,1352,381,240,117,7,0.629921,0.307087,0.018373,3.5486,40.19,27170.2,0.391017,595.31,42.4534,1.010769,29,15118.0,6593.3,0.4361,0.9888,0.4066,0.4073,0.9918,925.0,0.1384,95.77,150.26,12.49,5.87
portland_0336,portland,336,45.508391,-122.626746,528756.84,5039096.47,529556.84,5039896.47,EPSG:32610,560,182,183,5,179,0.9781,1.946418,0.543158,1.717617,0.47931,0.935014,470,179,35,81,39,0.195531,0.452514,0.217877,2.6257,54.12,12719.17,0.161473,279.69,19.8737,1.011198,23,11318.99,2343.13,0.207,0.9988,0.5313,0.5593,0.998,1339.0,0.2633,125.84,118.61,12.8,3.65
phoenix_0238,phoenix,238,33.466142,-112.177515,390180.48,3703185.52,390980.48,3703985.52,EPSG:32612,400,131,131,2,130,0.9924,2.004161,0.559272,2.207058,0.615891,0.920925,334,130,32,43,36,0.246154,0.330769,0.276923,2.5692,62.6,10454.45,0.14902,203.12,16.3351,1.087202,12,20093.7,7162.89,0.3565,0.9345,0.3945,0.4821,0.9258,541.0,0.1931,228.46,155.18,21.1,5.16
phoenix_0385,phoenix,385,33.502456,-112.15217,392580.48,3707185.52,393380.48,3707985.52,EPSG:32612,122,47,47,1,47,1.0,1.897225,0.529431,2.058518,0.57444,0.945928,104,47,1,24,15,0.021277,0.510638,0.319149,2.2979,82.86,4474.52,0.089888,73.44,6.9914,1.094954,0,,,,,,,,37.0,0.2553,4415.17,5712.21,87.44,48.56
cairo_1341,cairo,1341,30.128007,31.606266,365343.78,3333389.41,366143.78,3334189.41,EPSG:32636,344,109,109,2,106,0.9725,1.947729,0.543524,2.25445,0.629116,0.93471,294,106,6,77,7,0.056604,0.726415,0.066038,2.7736,28.53,4193.66,0.202899,165.62,6.5526,1.012198,7,2358.65,1695.72,0.7189,0.7953,0.303,0.5706,0.7637,0.0,0.0,,,,
toronto_0035,toronto,35,43.647942,-79.54652,616818.93,4833398.1,617618.93,4834198.1,EPSG:32617,426,146,146,1,146,1.0,2.002001,0.558669,2.13182,0.594896,0.921477,364,146,31,57,47,0.212329,0.390411,0.321918,2.4932,48.63,8850.74,0.12892,228.12,13.8293,1.030373,0,,,,,,,,510.0,0.1399,175.55,206.43,16.97,6.56
houston_1151,houston,1151,29.741294,-95.303043,276872.3,3291940.6,277672.3,3292740.6,EPSG:32615,556,163,163,1,163,1.0,1.955404,0.545666,1.863141,0.519919,0.932912,476,163,49,76,24,0.300613,0.466258,0.147239,2.9202,51.65,12293.67,0.23676,254.69,19.2089,1.025199,18,19067.66,13910.08,0.7295,0.99,0.4202,0.3979,0.9889,,,,,,
miami_0145,miami,145,25.835362,-80.194453,580330.94,2857298.73,581130.94,2858098.73,EPSG:32617,674,215,215,1,215,1.0,2.033843,0.567555,1.98637,0.554307,0.913145,620,215,59,105,33,0.274419,0.488372,0.153488,2.9395,49.33,15588.65,0.24,335.94,24.3573,1.015116,59,6129.43,5621.05,0.9171,0.9932,0.5311,0.7278,0.9954,573.0,0.2184,243.89,610.25,19.31,9.58
chicago_0212,chicago,212,41.740812,-87.732282,438708.44,4620858.65,439508.44,4621658.65,EPSG:32616,1114,291,291,2,290,0.9966,1.940681,0.541557,2.091308,0.583591,0.936338,946,290,124,129,11,0.427586,0.444828,0.037931,3.2621,37.52,17747.43,0.32,453.12,27.7304,1.045814,8,28560.86,19796.33,0.6931,0.9312,0.449,0.5458,0.9173,1651.0,0.2585,100.21,214.24,11.61,3.45
phoenix_1409,phoenix,1409,33.496517,-112.00569,406180.48,3706385.52,406980.48,3707185.52,EPSG:32612,944,293,293,5,285,0.9727,1.99914,0.557871,2.178966,0.608052,0.922205,802,285,87,114,54,0.305263,0.4,0.189474,2.8421,44.85,18165.4,0.214159,445.31,28.3834,1.098062,1,32840.32,0.0,0.0,0.8046,0.3881,0.8433,0.7731,569.0,0.265,298.08,417.59,22.37,6.77
lasvegas_1147,lasvegas,1147,36.143311,-115.029627,676873.93,4001242.16,677673.93,4002042.16,EPSG:32611,334,114,114,8,102,0.8947,1.84892,0.515951,1.786066,0.498411,0.955669,264,102,13,56,22,0.127451,0.54902,0.215686,2.5882,70.85,9352.29,0.155779,159.37,14.6129,1.04639,13,11501.06,11679.33,1.0155,0.9402,0.3538,0.4271,0.9293,16.0,0.0374,1497.15,2961.88,41.32,22.71
cleveland_0331,cleveland,331,41.495411,-81.643259,445907.88,4593554.41,446707.88,4594354.41,EPSG:32617,506,137,137,4,134,0.9781,1.848452,0.51582,1.663058,0.464085,0.955758,394,134,37,62,10,0.276119,0.462687,0.074627,2.9403,54.3,10697.05,0.243346,209.37,16.7141,1.008145,4,55108.27,28434.66,0.516,0.9995,0.4759,0.5301,0.9998,316.0,0.137,277.41,1540.87,16.75,14.26
amsterdam_0238,amsterdam,238,52.357555,4.991551,635222.19,5802274.43,636022.19,5803074.43,EPSG:32631,644,242,242,8,232,0.9587,2.010498,0.56104,2.027742,0.565852,0.919294,582,232,22,138,63,0.094828,0.594828,0.271552,2.5259,35.62,10437.05,0.135076,362.5,16.3079,1.037926,8,15423.69,13104.94,0.8497,0.9904,0.4434,0.5224,0.9934,1054.0,0.1972,119.76,351.4,7.2,7.09
minneapolis_0272,minneapolis,272,44.916166,-93.321534,474221.29,4973287.85,475021.29,4974087.85,EPSG:32615,890,278,278,2,277,0.9964,2.01389,0.561987,1.68231,0.469457,0.918415,778,277,82,119,65,0.296029,0.429603,0.234657,2.8087,48.61,18909.02,0.205829,432.81,29.5453,1.017324,0,,,,,,,,1176.0,0.2454,133.54,722.27,11.9,4.78
cleveland_0042,cleveland,42,41.494316,-81.815764,431507.88,4593554.41,432307.88,4594354.41,EPSG:32617,504,147,147,1,147,1.0,1.896318,0.529177,1.947403,0.543433,0.94612,428,147,43,70,20,0.292517,0.47619,0.136054,2.966,49.85,10866.91,0.249135,229.69,16.9795,1.029745,5,34769.23,31763.75,0.9136,0.9946,0.2923,0.3062,0.9955,0.0,0.0,,,,
denver_0120,denver,120,39.706994,-105.011924,498577.82,4394837.36,499377.82,4395637.36,EPSG:32613,504,145,145,1,145,1.0,1.950322,0.544248,2.109962,0.588796,0.934105,432,145,19,109,3,0.131034,0.751724,0.02069,3.0345,71.36,15699.34,0.266667,226.56,24.5302,1.025632,17,19555.52,3642.54,0.1863,0.9948,0.4898,0.5109,0.9903,1056.0,0.1835,111.24,450.54,13.33,7.37
detroit_0330,detroit,330,42.404289,-83.13072,324256.5,4696464.74,325056.5,4697264.74,EPSG:32617,602,160,160,1,160,1.0,1.825012,0.509279,1.618488,0.451648,0.960132,492,160,41,97,7,0.25625,0.60625,0.04375,3.075,59.95,14748.8,0.27619,250.0,23.045,1.017099,18,16908.75,5554.09,0.3285,0.9959,0.4858,0.4964,0.9952,172.0,0.0516,192.1,380.3,17.23,15.68
portland_0317,portland,317,45.522826,-122.636894,527956.84,5040696.47,528756.84,5041496.47,EPSG:32610,628,188,188,1,188,1.0,1.910781,0.533213,1.766165,0.492858,0.94302,530,188,35,109,25,0.18617,0.579787,0.132979,2.8191,54.57,14462.37,0.210243,293.75,22.5975,1.010937,38,12740.27,8017.42,0.6293,0.9948,0.5506,0.6585,0.9929,968.0,0.2779,183.71,444.68,14.16,5.32
phoenix_0919,phoenix,919,33.661793,-112.085264,398980.48,3724785.52,399780.48,3725585.52,EPSG:32612,258,83,83,3,76,0.9157,1.854326,0.517459,2.018206,0.563191,0.954627,186,76,5,40,16,0.065789,0.526316,0.210526,2.4474,87.63,8149.8,0.122449,118.75,12.7341,1.035209,12,25347.99,11856.36,0.4677,0.9384,0.3809,0.4238,0.9296,617.0,0.2157,223.74,92.38,21.32,4.4
laplata_0012,laplata,12,-34.914034,-57.972089,410801.15,6135658.99,411601.15,6136458.99,EPSG:32721,320,75,75,1,75,1.0,1.857222,0.518268,1.708916,0.476882,0.954063,234,75,34,17,4,0.453333,0.226667,0.053333,3.12,81.88,9580.26,0.296552,117.19,14.9691,1.013141,28,13353.07,7669.16,0.5743,0.9932,0.4903,0.7228,0.9996,6.0,0.0039,416.96,482.6,250.3,126.4
