patch_id,city_code,patch_idx,centroid_lat,centroid_lon,minx_utm,miny_utm,maxx_utm,maxy_utm,crs_utm,n_segments,n_intersections,n_nodes_in_patch,n_components,n_nodes_largest,largest_fraction,entropy_raw,entropy_normalised,entropy_weighted_raw,entropy_weighted_norm,phi,n_edges_used,n_nodes_used,n_4way,n_3way,n_deadend,proportion_4way,proportion_3way,proportion_deadend,mean_degree,mean_edge_length,total_edge_length,meshedness,intersection_density,street_density,circuity,n_blocks,mean_block_area,std_block_area,cv_block_area,mean_block_eri,mean_block_compact,mean_block_elong,mean_block_convex,n_buildings,building_density,mean_building_footprint,std_building_footprint,mean_nn_distance,std_nn_distance
bangkok_0901,bangkok,901,13.754619,100.56894,669228.23,1520740.91,670028.23,1521540.91,EPSG:32647,560,206,206,9,175,0.8495,2.487228,0.694074,2.454267,0.684876,0.748942,432,175,37,66,60,0.211429,0.377143,0.342857,2.4914,48.73,10624.13,0.127536,273.44,16.6002,1.03007,3,2686.83,1627.25,0.6056,0.9564,0.2276,0.2144,0.9327,231.0,0.2235,619.24,1356.94,24.54,24.46
cleveland_0542,cleveland,542,41.459832,-81.556695,453107.88,4589554.41,453907.88,4590354.41,EPSG:32617,596,158,158,1,158,1.0,2.558775,0.71404,1.893273,0.528328,0.715251,484,158,50,72,4,0.316456,0.455696,0.025316,3.0633,71.71,17352.75,0.273312,246.87,27.1137,1.014985,9,31421.19,7924.24,0.2522,0.9989,0.3504,0.327,0.9956,52.0,0.0128,157.25,484.31,20.12,12.98
chennai_0046,chennai,46,13.043855,80.166358,409211.76,1441733.9,410011.76,1442533.9,EPSG:32644,520,185,185,5,181,0.9784,2.640347,0.736803,2.623944,0.732226,0.674251,434,181,17,92,54,0.093923,0.508287,0.298343,2.3978,64.85,14071.63,0.103641,282.81,21.9869,1.025871,36,9655.99,14391.33,1.4904,0.9703,0.4126,0.4749,0.9695,760.0,0.1737,146.28,93.96,15.14,6.5
brasilia_1413,brasilia,1413,-15.768505,-47.89116,189803.82,8254145.62,190603.82,8254945.62,EPSG:32723,666,215,215,7,206,0.9581,2.657583,0.741613,2.658228,0.741793,0.665236,570,206,23,140,27,0.11165,0.679612,0.131068,2.7864,49.69,14260.87,0.201474,321.87,22.2826,1.051525,13,4146.16,2941.82,0.7095,0.952,0.34,0.3836,0.9398,,,,,,
toronto_0374,toronto,374,43.732497,-79.405406,628018.93,4842998.1,628818.93,4843798.1,EPSG:32617,898,252,252,3,249,0.9881,2.562914,0.715195,2.14869,0.599603,0.713237,766,249,89,112,28,0.35743,0.449799,0.11245,3.0763,44.31,16970.69,0.273834,389.06,26.5167,1.011569,8,30728.42,22413.56,0.7294,0.9502,0.4405,0.5726,0.9558,1071.0,0.2532,151.33,181.23,10.41,4.69
bogota_0550,bogota,550,4.747473,-74.060403,603801.98,524421.2,604601.98,525221.2,EPSG:32618,896,304,304,8,291,0.9572,2.649724,0.739419,2.695712,0.752253,0.669362,760,291,56,134,70,0.19244,0.460481,0.24055,2.6529,38.12,14712.41,0.166378,454.69,22.9881,1.039083,19,9278.78,13042.05,1.4056,0.9853,0.4308,0.4808,0.9876,,,,,,
vienna_0442,vienna,442,48.23834,16.426065,605485.9,5343374.32,606285.9,5344174.32,EPSG:32633,736,273,273,4,255,0.9341,2.613661,0.729356,2.544401,0.710029,0.687968,618,255,36,119,83,0.141176,0.466667,0.32549,2.4235,32.41,10014.56,0.108911,398.44,15.6477,1.027958,1,15531.11,0.0,0.0,0.9712,0.396,0.4027,0.9919,,,,,,
toronto_0452,toronto,452,43.710335,-79.366274,631218.93,4840598.1,632018.93,4841398.1,EPSG:32617,1058,326,326,6,320,0.9816,2.57268,0.71792,2.364672,0.659874,0.708457,912,320,91,145,54,0.284375,0.453125,0.16875,2.8625,44.76,20499.61,0.218898,500.0,32.0306,1.021517,1,882.12,0.0,0.0,0.9799,0.1118,0.1067,0.9998,912.0,0.2202,154.5,470.81,11.46,8.84
brasilia_0814,brasilia,814,-15.817236,-48.026166,175403.82,8248545.62,176203.82,8249345.62,EPSG:32723,164,62,62,8,55,0.8871,2.510428,0.700548,2.367836,0.660757,0.73825,122,55,3,26,20,0.054545,0.472727,0.363636,2.2182,88.19,5379.57,0.066667,85.94,8.4056,1.289771,3,28201.17,24752.66,0.8777,0.9514,0.3268,0.4423,0.9925,,,,,,
vancouver_0182,vancouver,182,49.247309,-123.042457,496509.99,5454549.41,497309.99,5455349.41,EPSG:32610,1088,353,353,7,345,0.9773,2.567723,0.716537,2.260099,0.630693,0.710888,950,345,95,148,78,0.275362,0.428986,0.226087,2.7536,41.4,19664.65,0.191241,539.06,30.726,1.04412,0,,,,,,,,1265.0,0.2159,109.21,231.38,10.76,4.49
adelaide_0819,adelaide,819,-34.972948,138.59661,280192.29,6126918.26,280992.29,6127718.26,EPSG:32754,212,63,63,3,61,0.9683,2.625232,0.732585,2.359196,0.658346,0.682056,158,61,0,43,7,0.0,0.704918,0.114754,2.5902,87.53,6915.11,0.162393,95.31,10.8049,1.024777,10,25865.9,13548.58,0.5238,0.9997,0.5026,0.5307,0.9996,42.0,0.0249,379.91,510.28,32.72,26.57
hanoi_3903,hanoi,3903,21.176483,105.868433,589751.27,2341526.51,590551.27,2342326.51,EPSG:32648,238,72,72,3,68,0.9444,2.619858,0.731085,2.763826,0.77126,0.684808,182,68,2,49,7,0.029412,0.720588,0.102941,2.6765,60.93,5544.96,0.183206,106.25,8.664,1.028875,16,5325.3,7763.23,1.4578,0.9785,0.498,0.6076,0.976,3.0,0.0044,949.2,903.82,51.88,13.35
minneapolis_0236,minneapolis,236,44.872928,-93.331421,473421.29,4968487.85,474221.29,4969287.85,EPSG:32615,692,240,240,3,235,0.9792,2.596364,0.724529,2.512603,0.701155,0.6967,614,235,42,117,55,0.178723,0.497872,0.234043,2.6468,49.42,15368.24,0.165591,367.19,24.0129,1.122549,6,22136.77,9968.06,0.4503,0.8975,0.3203,0.3716,0.8859,218.0,0.1601,469.96,950.75,31.74,20.45
fez_0009,fez,9,34.031563,-5.065039,308953.18,3767178.89,309753.18,3767978.89,EPSG:32630,398,128,128,2,126,0.9844,2.675684,0.746664,2.726125,0.76074,0.655635,368,126,16,91,7,0.126984,0.722222,0.055556,2.9206,56.33,10364.37,0.238866,196.87,16.1943,1.059492,59,3979.82,3938.61,0.9896,0.9552,0.4228,0.5094,0.9541,1.0,0.0012,759.91,0.0,,
bengaluru_0569,bengaluru,569,12.903892,77.596296,781341.21,1427533.77,782141.21,1428333.77,EPSG:32643,540,193,193,8,180,0.9326,2.686477,0.749676,2.687179,0.749872,0.649845,446,180,24,88,50,0.133333,0.488889,0.277778,2.4778,61.21,13649.08,0.123944,281.25,21.3267,1.041938,35,6865.02,6225.91,0.9069,0.9809,0.3872,0.4153,0.9795,,,,,,
thessaloniki_2759,thessaloniki,2759,40.729267,23.709117,728383.42,4511834.41,729183.42,4512634.41,EPSG:32634,248,84,84,5,80,0.9524,2.506351,0.699411,2.530762,0.706223,0.740145,194,80,4,45,19,0.05,0.5625,0.2375,2.425,92.64,8985.73,0.116129,125.0,14.0402,1.058186,18,17345.68,11417.67,0.6582,0.9052,0.3856,0.5018,0.9102,,,,,,
istanbul_0770,istanbul,770,41.080939,28.273562,606578.59,4548123.45,607378.59,4548923.45,EPSG:32635,114,34,34,2,32,0.9412,2.628075,0.733378,2.612943,0.729156,0.680596,72,32,3,11,9,0.09375,0.34375,0.28125,2.25,113.8,4096.84,0.084746,50.0,6.4013,1.014698,4,22851.14,12962.25,0.5672,0.9882,0.4467,0.4841,0.9952,8.0,0.0139,1110.23,1291.86,77.37,94.88
hanoi_4248,hanoi,4248,21.140184,105.899038,592951.27,2337526.51,593751.27,2338326.51,EPSG:32648,254,81,81,3,78,0.963,2.639513,0.73657,2.750438,0.767524,0.674685,204,78,5,51,13,0.064103,0.653846,0.166667,2.6154,87.11,8884.77,0.165563,121.87,13.8825,1.020475,21,14831.53,13501.87,0.9103,0.9467,0.4366,0.5771,0.9436,6.0,0.0129,1375.97,869.72,82.37,33.39
denver_0284,denver,284,39.771852,-104.937207,504977.82,4402037.36,505777.82,4402837.36,EPSG:32613,442,141,141,5,126,0.8936,2.532188,0.706621,2.470904,0.689519,0.728018,334,126,26,57,26,0.206349,0.452381,0.206349,2.6825,46.2,7807.49,0.178138,196.87,12.1992,1.070499,3,5185.13,5308.22,1.0237,0.8595,0.2412,0.293,0.7785,133.0,0.0741,356.7,630.93,23.28,25.96
brasilia_0297,brasilia,297,-15.895299,-48.124365,165003.82,8239745.62,165803.82,8240545.62,EPSG:32723,532,157,157,1,157,1.0,2.515352,0.701922,2.517513,0.702525,0.735952,436,157,10,108,5,0.063694,0.687898,0.031847,2.8025,65.05,14310.97,0.20712,245.31,22.3609,1.091545,38,7961.37,6371.35,0.8003,0.9671,0.4281,0.4676,0.9489,,,,,,
toronto_0466,toronto,466,43.659791,-79.357724,632018.93,4834998.1,632818.93,4835798.1,EPSG:32617,1630,568,568,6,562,0.9894,2.656439,0.741293,2.631623,0.734368,0.665838,1432,562,106,252,159,0.188612,0.448399,0.282918,2.548,32.36,23168.55,0.138517,878.12,36.2009,1.036192,0,,,,,,,,304.0,0.2684,565.06,933.21,23.46,18.26
amsterdam_0036,amsterdam,36,52.353562,4.791662,621622.19,5801474.43,622422.19,5802274.43,EPSG:32631,1486,473,473,10,451,0.9535,2.542274,0.709435,2.427191,0.677321,0.723209,1288,451,92,260,68,0.203991,0.576497,0.150776,2.8736,35.9,23265.29,0.220736,704.69,36.352,1.032033,20,6966.15,7096.37,1.0187,0.9257,0.303,0.3701,0.9002,1128.0,0.2334,132.41,629.52,7.34,10.22
tehran_0788,tehran,788,35.744985,51.465396,541679.81,3955364.0,542479.81,3956164.0,EPSG:32639,724,270,270,7,245,0.9074,2.66574,0.743889,2.778104,0.775245,0.660926,572,245,17,122,83,0.069388,0.497959,0.338776,2.3347,43.97,12574.98,0.086598,382.81,19.6484,1.019838,40,8450.78,9514.3,1.1258,0.9448,0.4195,0.5666,0.9529,,,,,,
lasvegas_0562,lasvegas,562,36.28267,-115.177543,663273.93,4016442.16,664073.93,4017242.16,EPSG:32611,338,99,99,6,93,0.9394,2.641125,0.73702,2.658769,0.741943,0.673847,260,93,15,55,10,0.16129,0.591398,0.107527,2.8387,60.22,7949.43,0.220994,145.31,12.421,1.049823,7,3098.65,1451.92,0.4686,0.9445,0.1172,0.1075,0.939,37.0,0.0345,597.09,1409.31,35.14,17.09
toronto_0403,toronto,403,43.645814,-79.387863,629618.93,4833398.1,630418.93,4834198.1,EPSG:32617,2056,673,673,6,665,0.9881,2.491908,0.69538,2.387408,0.666219,0.746803,1852,665,148,349,131,0.222556,0.524812,0.196992,2.791,32.07,29762.5,0.199245,1039.06,46.5039,1.060902,0,,,,,,,,236.0,0.5048,1368.93,2163.05,30.77,18.85
phoenix_1203,phoenix,1203,33.65495,-112.04204,402980.48,3723985.52,403780.48,3724785.52,EPSG:32612,276,97,97,6,80,0.8247,2.524303,0.70442,2.377021,0.66332,0.731748,204,80,10,42,18,0.125,0.525,0.225,2.55,70.95,7237.17,0.148387,125.0,11.3081,1.126495,6,14238.39,2911.8,0.2045,0.9962,0.4214,0.4179,0.9889,587.0,0.228,248.62,585.82,16.42,10.11
houston_0830,houston,830,29.768981,-95.369853,270472.3,3295140.6,271272.3,3295940.6,EPSG:32615,1384,480,480,2,478,0.9958,2.638095,0.736175,2.824992,0.788329,0.67542,1278,478,111,220,120,0.232218,0.460251,0.251046,2.6736,31.7,20258.06,0.170347,746.87,31.6532,1.074609,14,8564.52,2533.47,0.2958,0.9822,0.5594,0.7339,0.9872,,,,,,
miami_0141,miami,141,25.806468,-80.194649,580330.94,2854098.73,581130.94,2854898.73,EPSG:32617,1164,394,394,3,390,0.9898,2.591237,0.723098,2.436107,0.679809,0.699265,1020,390,91,158,100,0.233333,0.405128,0.25641,2.6154,38.55,19661.63,0.156129,609.37,30.7213,1.033244,1,786.43,0.0,0.0,0.949,0.1005,0.1044,0.9991,336.0,0.2744,522.64,1829.78,23.36,16.25
bengaluru_0894,bengaluru,894,13.055054,77.656841,787741.21,1444333.77,788541.21,1445133.77,EPSG:32643,504,198,198,6,189,0.9545,2.634408,0.735146,2.606599,0.727385,0.677329,422,189,8,96,68,0.042328,0.507937,0.359788,2.2328,57.71,12176.17,0.061662,295.31,19.0253,1.020665,23,7434.55,10637.47,1.4308,0.9773,0.435,0.5219,0.9801,,,,,,
thessaloniki_0070,thessaloniki,70,40.77904,22.583054,633183.42,4515034.41,633983.42,4515834.41,EPSG:32634,290,72,72,1,72,1.0,2.67693,0.747012,2.694024,0.751782,0.654969,226,72,24,35,4,0.333333,0.486111,0.055556,3.1389,88.81,10035.46,0.302158,112.5,15.6804,1.01763,39,10313.09,6893.28,0.6684,0.9885,0.4964,0.6025,0.9976,,,,,,
tehran_0347,tehran,347,35.658845,51.341159,530479.81,3945764.0,531279.81,3946564.0,EPSG:32639,590,221,221,3,219,0.991,2.536554,0.707839,2.226615,0.621349,0.725942,540,219,23,119,63,0.105023,0.543379,0.287671,2.4658,51.98,14035.5,0.120092,342.19,21.9305,1.03131,34,10130.78,11116.03,1.0973,0.9564,0.4267,0.5029,0.9571,,,,,,
cologne_0296,cologne,296,51.012081,6.952082,355942.11,5652764.25,356742.11,5653564.25,EPSG:32632,168,55,55,2,54,0.9818,2.504949,0.699019,2.287637,0.638377,0.740795,132,54,5,30,15,0.092593,0.555556,0.277778,2.5185,48.49,3297.06,0.145631,84.37,5.1517,1.058406,1,2979.32,0.0,0.0,1.0,0.4454,0.3997,0.9973,,,,,,
sapporo_0444,sapporo,444,43.153263,141.378737,530393.42,4777504.24,531193.42,4778304.24,EPSG:32654,928,272,272,3,270,0.9926,2.488839,0.694524,2.568942,0.716877,0.748207,798,270,52,173,18,0.192593,0.640741,0.066667,2.9704,54.78,21966.91,0.246729,421.87,34.3233,1.048561,110,3881.48,1526.56,0.3933,0.9922,0.4622,0.4889,0.9913,,,,,,
adelaide_1331,adelaide,1331,-34.887986,138.67786,287392.29,6136518.26,288192.29,6137318.26,EPSG:32754,696,208,208,2,207,0.9952,2.566084,0.716079,2.528374,0.705556,0.71169,612,207,57,108,24,0.275362,0.521739,0.115942,2.9565,49.64,15189.22,0.244499,323.44,23.7332,1.028756,22,21326.43,26258.61,1.2313,0.9484,0.3336,0.4331,0.9416,54.0,0.0271,320.82,517.91,36.34,39.71
phoenix_0586,phoenix,586,33.596479,-112.127553,394980.48,3717585.52,395780.48,3718385.52,EPSG:32612,374,103,103,5,99,0.9612,2.553535,0.712578,2.552199,0.712205,0.71779,256,99,9,54,14,0.090909,0.545455,0.141414,2.5859,85.48,10941.72,0.15544,154.69,17.0964,1.033299,10,26024.75,15064.62,0.5789,0.9429,0.3193,0.3758,0.9174,653.0,0.2247,220.23,83.41,21.13,4.51
quito_1035,quito,1035,-0.085956,-78.416925,787129.29,9990089.57,787929.29,9990889.57,EPSG:32717,450,174,174,8,151,0.8678,2.641223,0.737047,2.640244,0.736774,0.673796,328,151,10,67,61,0.066225,0.443709,0.403974,2.1722,54.9,9004.42,0.047138,235.94,14.0694,1.033472,8,16768.97,11754.68,0.701,0.9651,0.4399,0.5431,0.968,166.0,0.019,73.38,99.52,9.93,10.1
denver_0139,denver,139,39.706995,-105.002592,499377.82,4394837.36,500177.82,4395637.36,EPSG:32613,554,179,179,2,178,0.9944,2.570405,0.717285,2.329275,0.649997,0.709574,488,178,26,109,28,0.146067,0.61236,0.157303,2.764,57.76,14208.61,0.196581,278.12,22.201,1.048091,14,21553.65,5111.33,0.2371,0.9997,0.5106,0.527,0.9992,647.0,0.1899,187.89,463.77,15.77,11.04
chandigarh_0043,chandigarh,43,30.723221,76.751917,667342.34,3399838.99,668142.34,3400638.99,EPSG:32643,412,133,133,2,110,0.8271,2.599634,0.725442,2.506046,0.699325,0.695059,270,110,8,57,23,0.072727,0.518182,0.209091,2.4545,69.31,9356.97,0.12093,171.87,14.6203,1.04004,29,5757.21,3397.49,0.5901,0.9547,0.4259,0.4683,0.9385,458.0,0.1169,163.3,170.4,10.36,6.43
brasilia_1535,brasilia,1535,-15.862804,-47.862644,193003.82,8243745.62,193803.82,8244545.62,EPSG:32723,156,52,52,3,50,0.9615,2.619603,0.731014,2.223013,0.620344,0.684939,114,50,2,25,13,0.04,0.5,0.26,2.44,99.11,6045.59,0.126316,78.12,9.4462,1.059545,2,35410.15,17848.08,0.504,0.9983,0.2515,0.213,0.9949,,,,,,
seattle_0179,seattle,179,47.508718,-122.336595,549554.92,5261511.91,550354.92,5262311.91,EPSG:32610,430,136,136,6,130,0.9559,2.494926,0.696222,2.307631,0.643957,0.745419,340,130,20,63,25,0.153846,0.484615,0.192308,2.6769,64.61,11242.87,0.176471,203.12,17.567,1.021627,14,17373.05,7136.67,0.4108,0.9565,0.4206,0.4583,0.9593,847.0,0.1796,135.69,90.7,15.81,5.29
lasvegas_0973,lasvegas,973,36.093574,-115.075296,672873.93,3995642.16,673673.93,3996442.16,EPSG:32611,256,85,85,2,82,0.9647,2.681721,0.748348,2.518805,0.702886,0.652403,194,82,3,41,17,0.036585,0.5,0.207317,2.3659,69.64,6754.65,0.100629,128.12,10.5541,1.147722,3,28392.78,13366.36,0.4708,0.8536,0.338,0.4938,0.8368,373.0,0.1412,242.23,109.02,22.51,6.77
houston_0413,houston,413,29.688126,-95.450604,262472.3,3286340.6,263272.3,3287140.6,EPSG:32615,406,128,128,5,106,0.8281,2.524126,0.704371,2.557978,0.713817,0.731832,304,106,18,68,15,0.169811,0.641509,0.141509,2.8679,56.61,8604.01,0.227053,165.62,13.4438,1.0888,6,6834.41,4380.14,0.6409,0.9398,0.2599,0.2761,0.9135,,,,,,
bucharest_0050,bucharest,50,44.427311,26.022668,421807.74,4919399.54,422607.74,4920199.54,EPSG:32635,636,209,209,5,204,0.9761,2.58969,0.722667,2.670975,0.74535,0.700037,530,204,11,119,40,0.053922,0.583333,0.196078,2.598,52.79,13988.67,0.153846,318.75,21.8573,1.061022,7,19126.42,10788.38,0.5641,0.9047,0.3872,0.6806,0.9069,268.0,0.2027,484.08,722.35,29.5,20.25
kyoto_0484,kyoto,484,35.014067,135.783585,571091.91,3874483.52,571891.91,3875283.52,EPSG:32653,1974,658,658,7,650,0.9878,2.546183,0.710526,2.571388,0.71756,0.721334,1836,650,124,389,103,0.190769,0.598462,0.158462,2.8308,28.97,26653.84,0.209266,1015.62,41.6466,1.05755,16,22908.89,27726.48,1.2103,0.9575,0.4927,0.6616,0.9624,1335.0,0.2796,134.03,421.31,10.74,6.98
cairo_1474,cairo,1474,30.128355,31.639477,368543.78,3333389.41,369343.78,3334189.41,EPSG:32636,716,224,224,3,222,0.9911,2.690024,0.750665,2.683956,0.748972,0.647932,598,222,6,162,20,0.027027,0.72973,0.09009,2.6937,48.42,14476.97,0.177677,346.87,22.6203,1.026555,41,6500.08,9927.27,1.5273,0.7931,0.3368,0.5582,0.7488,0.0,0.0,,,,
sapporo_0703,sapporo,703,43.052043,141.476346,538393.42,4766304.24,539193.42,4767104.24,EPSG:32654,610,183,183,7,171,0.9344,2.624632,0.732417,2.749464,0.767252,0.682365,486,171,23,116,18,0.134503,0.678363,0.105263,2.8421,61.02,14827.68,0.216617,267.19,23.1683,1.107182,63,4223.89,2539.61,0.6012,0.9824,0.4311,0.4858,0.9833,,,,,,
cairo_0726,cairo,726,30.089657,31.407587,346143.78,3329389.41,346943.78,3330189.41,EPSG:32636,126,34,34,1,34,1.0,2.508837,0.700104,2.301553,0.642261,0.73899,96,34,3,21,3,0.088235,0.617647,0.088235,2.8235,96.62,4637.89,0.238095,53.12,7.2467,1.044749,0,,,,,,,,0.0,0.0,,,,
toronto_0602,toronto,602,43.745321,-79.295773,636818.93,4844598.1,637618.93,4845398.1,EPSG:32617,708,271,271,3,265,0.9779,2.655633,0.741068,2.879724,0.803602,0.666262,622,265,61,80,109,0.230189,0.301887,0.411321,2.3623,44.1,13802.08,0.093333,414.06,21.5658,1.084548,0,,,,,,,,685.0,0.1715,160.25,256.39,14.41,6.79
hanoi_0933,hanoi,933,21.112758,105.552242,556951.27,2334326.51,557751.27,2335126.51,EPSG:32648,142,47,47,1,47,1.0,2.666258,0.744033,2.802474,0.782045,0.660651,114,47,6,20,12,0.12766,0.425532,0.255319,2.4255,72.45,4129.83,0.123596,73.44,6.4529,1.014436,9,3749.88,2953.89,0.7877,0.9718,0.4518,0.5438,0.9798,0.0,0.0,,,,
lasvegas_0364,lasvegas,364,36.21846,-115.223531,659273.93,4009242.16,660073.93,4010042.16,EPSG:32611,574,207,207,7,198,0.9565,2.605555,0.727094,2.766803,0.772091,0.692075,496,198,29,98,56,0.146465,0.494949,0.282828,2.5051,53.15,13181.69,0.130435,309.37,20.5964,1.078521,2,24336.02,6344.4,0.2607,0.9061,0.299,0.3565,0.8677,84.0,0.0787,599.78,954.64,34.71,19.87
phoenix_1721,phoenix,1721,33.59793,-111.955134,410980.48,3717585.52,411780.48,3718385.52,EPSG:32612,370,117,117,3,112,0.9573,2.671725,0.745559,2.844989,0.793909,0.657746,322,112,37,45,21,0.330357,0.401786,0.1875,2.875,62.37,10041.31,0.228311,175.0,15.6896,1.238546,5,38507.85,30730.81,0.798,0.9594,0.4684,0.5839,0.941,283.0,0.1432,323.95,153.56,34.92,9.54
bucharest_0349,bucharest,349,44.406897,26.173715,433807.74,4916999.54,434607.74,4917799.54,EPSG:32635,530,182,182,3,180,0.989,2.5584,0.713935,2.643777,0.73776,0.715433,448,180,8,110,38,0.044444,0.611111,0.211111,2.5111,55.1,12451.74,0.132394,281.25,19.4559,1.057005,22,13150.0,10204.76,0.776,0.9718,0.4466,0.5134,0.9703,444.0,0.2227,321.01,354.65,23.06,12.77
houston_0687,houston,687,29.62426,-95.391237,268072.3,3279140.6,268872.3,3279940.6,EPSG:32615,638,217,217,2,216,0.9954,2.611996,0.728891,2.870156,0.800932,0.688814,570,216,42,104,52,0.194444,0.481481,0.240741,2.6574,43.28,12421.05,0.168618,337.5,19.4079,1.034742,18,12178.58,16158.99,1.3268,0.9508,0.3418,0.4047,0.9156,,,,,,
orlando_1142,orlando,1142,28.594682,-81.248787,475274.2,3162706.54,476074.2,3163506.54,EPSG:32617,152,50,50,5,46,0.92,2.647717,0.738859,2.531922,0.706546,0.670411,112,46,8,17,13,0.173913,0.369565,0.282609,2.4348,121.94,6828.73,0.126437,71.87,10.6699,1.406181,3,15449.71,4866.38,0.315,0.9938,0.4401,0.4526,0.9611,263.0,0.0993,241.63,126.33,23.71,5.1
minneapolis_0108,minneapolis,108,45.038403,-93.38316,469421.29,4986887.85,470221.29,4987687.85,EPSG:32615,654,200,200,3,198,0.99,2.475224,0.690724,2.312489,0.645312,0.754387,588,198,43,121,18,0.217172,0.611111,0.090909,2.9899,49.76,14728.16,0.253197,309.37,23.0127,1.061719,6,31576.01,14236.79,0.4509,0.9306,0.4478,0.5304,0.9056,57.0,0.0895,1004.57,2560.65,50.3,43.92
minneapolis_0548,minneapolis,548,44.9812,-93.230574,481421.29,4980487.85,482221.29,4981287.85,EPSG:32615,1044,353,353,8,332,0.9405,2.553198,0.712483,2.505053,0.699048,0.717953,862,332,83,130,98,0.25,0.391566,0.295181,2.5964,37.49,16159.35,0.151745,518.75,25.249,1.039731,0,,,,,,,,167.0,0.2405,921.78,2138.0,30.07,31.53
buenosaires_0283,buenosaires,283,-34.644617,-58.396694,371596.27,6165079.36,372396.27,6165879.36,EPSG:32721,398,118,118,3,104,0.8814,2.612659,0.729076,2.513391,0.701375,0.688477,304,104,22,59,9,0.211538,0.567308,0.086538,2.9615,70.47,10851.68,0.251232,162.5,16.9557,1.037954,27,11102.93,15388.38,1.386,0.9799,0.3676,0.3988,0.9723,113.0,0.2482,1405.73,2194.7,43.52,21.75
tashkent_0684,tashkent,684,41.334541,69.385972,531896.16,4575567.22,532696.16,4576367.22,EPSG:32642,322,101,101,4,98,0.9703,2.475017,0.690667,2.394698,0.668253,0.754481,238,98,9,46,22,0.091837,0.469388,0.22449,2.4286,63.09,7507.49,0.115183,153.12,11.7305,1.049976,1,27174.41,0.0,0.0,0.9944,0.3879,0.3967,0.9824,230.0,0.1195,332.45,325.21,27.52,15.3
bangkok_0440,bangkok,440,13.740924,100.443091,655628.23,1519140.91,656428.23,1519940.91,EPSG:32647,268,110,110,5,106,0.9636,2.620503,0.731265,2.666965,0.744231,0.684479,224,106,12,39,51,0.113208,0.367925,0.481132,2.1132,41.14,4608.07,0.033816,165.62,7.2001,1.038199,0,,,,,,,,967.0,0.2409,159.41,132.27,12.74,5.97
chennai_0044,chennai,44,13.029388,80.166407,409211.76,1440133.9,410011.76,1440933.9,EPSG:32644,262,90,90,10,81,0.9,2.680962,0.748137,2.592329,0.723403,0.65281,196,81,3,46,18,0.037037,0.567901,0.222222,2.4198,72.36,7091.0,0.11465,126.56,11.0797,1.033873,16,6264.84,2999.27,0.4787,0.99,0.445,0.5028,0.9933,460.0,0.1754,244.02,948.94,15.67,12.96
brasilia_1984,brasilia,1984,-15.89277,-47.780947,201803.82,8240545.62,202603.82,8241345.62,EPSG:32723,480,152,152,2,151,0.9934,2.622601,0.731851,2.638647,0.736328,0.683406,398,151,7,104,21,0.046358,0.688742,0.139073,2.6623,61.87,12436.14,0.171717,235.94,19.4315,1.032199,43,8959.36,14048.71,1.568,0.9577,0.4058,0.4766,0.9638,,,,,,
bengaluru_0925,bengaluru,925,13.062204,77.66429,788541.21,1445133.77,789341.21,1445933.77,EPSG:32643,294,109,109,5,91,0.8349,2.642967,0.737534,2.79633,0.780331,0.672889,212,91,2,54,28,0.021978,0.593407,0.307692,2.3297,56.81,6021.55,0.090395,142.19,9.4087,1.034329,18,3071.64,2384.45,0.7763,0.9819,0.4067,0.4835,0.9761,,,,,,
thessaloniki_0702,thessaloniki,702,40.652183,22.873376,657983.42,4501434.41,658783.42,4502234.41,EPSG:32634,154,49,49,7,41,0.8367,2.667485,0.744376,2.634176,0.735081,0.66,100,41,4,21,10,0.097561,0.512195,0.243902,2.5366,102.94,5352.88,0.155844,64.06,8.3639,1.098866,3,61908.76,47902.2,0.7738,0.8792,0.3259,0.5619,0.9718,,,,,,
bogota_0345,bogota,345,4.66793,-74.103783,599001.98,515621.2,599801.98,516421.2,EPSG:32618,660,204,204,6,199,0.9755,2.691752,0.751148,2.505699,0.699229,0.646998,564,199,58,89,38,0.291457,0.447236,0.190955,2.8543,48.2,13687.6,0.21883,310.94,21.3869,1.047889,9,6181.7,5030.36,0.8137,0.9111,0.2247,0.2678,0.9137,,,,,,
munich_0352,munich,352,48.193815,11.593971,692365.47,5340696.0,693165.47,5341496.0,EPSG:32632,788,307,307,10,288,0.9381,2.587845,0.722152,2.696442,0.752457,0.700956,714,288,77,95,109,0.267361,0.329861,0.378472,2.5069,42.99,15520.12,0.129597,450.0,24.2502,1.082808,0,,,,,,,,,,,,,
chennai_0216,chennai,216,12.949958,80.210922,414011.76,1431333.9,414811.76,1432133.9,EPSG:32644,256,84,84,1,84,1.0,2.55625,0.713335,2.643977,0.737816,0.716476,202,84,5,44,20,0.059524,0.52381,0.238095,2.4048,63.95,6459.37,0.110429,131.25,10.0928,1.053718,14,5387.49,2560.14,0.4752,0.886,0.3613,0.5015,0.8605,84.0,0.0549,418.23,775.35,25.45,22.05
quito_0857,quito,857,0.015271,-78.445657,783929.29,10001289.57,784729.29,10002089.57,EPSG:32717,238,83,83,2,82,0.988,2.622114,0.731715,2.816504,0.78596,0.683655,186,82,3,41,25,0.036585,0.5,0.304878,2.2683,69.7,6481.98,0.075472,128.12,10.1281,1.040452,11,10757.75,12890.45,1.1982,0.9674,0.4296,0.6035,0.9723,26.0,0.0074,182.34,157.33,20.5,9.91
